https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume ENJ,Volume BRL,tradecount
1646006400000,2022-02-28,ENJBRL,7.151,8.213,6.966,8.063,62309.7,468139.0435,766
1645920000000,2022-02-27,ENJBRL,7.497,7.757,7.054,7.151,21810.8,161042.0391,319
1645833600000,2022-02-26,ENJBRL,7.527,7.856,7.425,7.474,37025.3,280807.3642,580
1645747200000,2022-02-25,ENJBRL,7.015,7.595,6.81,7.527,76251.4,551327.7478,983
1645660800000,2022-02-24,ENJBRL,7.0,7.294,5.841,7.004,156243.6,1011889.3364,2025
1645574400000,2022-02-23,ENJBRL,7.48,7.803,6.967,6.987,57747.7,429477.0758,900
1645488000000,2022-02-22,ENJBRL,7.163,7.536,6.899,7.503,78767.6,572077.0901,1164
1645401600000,2022-02-21,ENJBRL,7.974,8.487,7.11,7.162,65991.8,514122.1659,1041
1645315200000,2022-02-20,ENJBRL,8.61,8.61,7.705,7.95,34911.9,279659.4748,560
1645228800000,2022-02-19,ENJBRL,8.704,8.865,8.307,8.619,23131.7,199496.9194,367
1645142400000,2022-02-18,ENJBRL,9.044,9.383,8.525,8.694,29603.0,263081.7895,569
1645056000000,2022-02-17,ENJBRL,10.032,10.276,8.93,9.072,32859.9,313777.7833,713
1644969600000,2022-02-16,ENJBRL,10.251,10.423,9.8,10.032,22871.9,231623.2534,270
1644883200000,2022-02-15,ENJBRL,9.219,10.25,9.14,10.177,22745.4,221911.8196,313
1644796800000,2022-02-14,ENJBRL,9.159,9.282,8.85,9.179,23740.7,215551.9392,232
1644710400000,2022-02-13,ENJBRL,9.696,9.734,9.015,9.217,6401.5,59373.9642,158
1644624000000,2022-02-12,ENJBRL,9.624,9.878,9.289,9.491,24129.0,231820.5241,268
1644537600000,2022-02-11,ENJBRL,10.461,10.771,9.473,9.625,33113.1,342807.7478,379
1644451200000,2022-02-10,ENJBRL,11.35,11.35,10.434,10.495,24222.3,264177.1613,333
1644364800000,2022-02-09,ENJBRL,11.282,11.543,10.648,11.368,26262.3,295277.0007,363
1644278400000,2022-02-08,ENJBRL,11.128,11.5,10.175,11.213,37658.3,404706.0133,459
1644192000000,2022-02-07,ENJBRL,11.077,11.516,10.884,11.096,35702.2,400028.5077,476
1644105600000,2022-02-06,ENJBRL,10.316,11.15,10.212,11.077,40424.6,436108.1583,487
1644019200000,2022-02-05,ENJBRL,9.78,10.65,9.78,10.316,39279.6,403898.6703,438
1643932800000,2022-02-04,ENJBRL,9.053,9.795,8.834,9.737,17735.4,165332.0225,240
1643846400000,2022-02-03,ENJBRL,8.924,9.055,8.656,9.023,41216.7,365105.5202,300
1643760000000,2022-02-02,ENJBRL,9.754,9.88,8.883,9.025,23736.3,222425.181,295
1643673600000,2022-02-01,ENJBRL,10.09,10.167,9.702,9.775,37217.9,368809.8224,329
1643587200000,2022-01-31,ENJBRL,9.744,10.191,9.167,10.059,57623.5,562640.5334,425
1643500800000,2022-01-30,ENJBRL,9.559,10.197,9.429,9.744,48445.0,474927.6846,383
1643414400000,2022-01-29,ENJBRL,8.853,9.559,8.853,9.559,19353.1,178751.3021,244
1643328000000,2022-01-28,ENJBRL,8.683,9.172,8.52,8.885,31862.5,281666.6534,279
1643241600000,2022-01-27,ENJBRL,8.63,8.987,8.016,8.515,43734.4,373569.0022,352
1643155200000,2022-01-26,ENJBRL,8.442,9.47,8.242,8.583,56653.6,507174.6886,576
1643068800000,2022-01-25,ENJBRL,8.297,8.522,7.964,8.512,21281.3,176686.8291,289
1642982400000,2022-01-24,ENJBRL,8.848,8.854,7.347,8.308,92691.7,730804.541,1483
1642896000000,2022-01-23,ENJBRL,8.316,9.344,8.266,8.897,51519.2,450185.7015,1052
1642809600000,2022-01-22,ENJBRL,9.538,9.703,7.453,8.342,139583.6,1176603.8298,2554
1642723200000,2022-01-21,ENJBRL,11.543,11.613,9.289,9.586,87926.4,913283.6441,1716
1642636800000,2022-01-20,ENJBRL,12.237,12.845,11.492,11.603,28185.4,347448.6856,579
1642550400000,2022-01-19,ENJBRL,12.784,13.127,12.2,12.2,28055.4,356822.8961,633
1642464000000,2022-01-18,ENJBRL,12.965,13.1,12.214,12.783,21131.4,266045.7716,503
1642377600000,2022-01-17,ENJBRL,14.065,14.182,12.75,12.965,23710.5,317142.3106,577
1642291200000,2022-01-16,ENJBRL,13.708,14.187,13.636,14.0,17785.4,247209.9639,378
1642204800000,2022-01-15,ENJBRL,13.483,14.202,13.206,13.692,24160.2,334433.4053,472
1642118400000,2022-01-14,ENJBRL,13.227,13.712,12.936,13.43,30666.9,410418.7437,611
1642032000000,2022-01-13,ENJBRL,14.045,14.461,13.221,13.267,44808.9,623244.3841,869
1641945600000,2022-01-12,ENJBRL,13.052,14.647,13.052,14.067,38920.8,539925.1862,839
1641859200000,2022-01-11,ENJBRL,12.355,13.179,12.271,13.061,25206.2,322056.3173,724
1641772800000,2022-01-10,ENJBRL,13.077,13.343,11.91,12.416,40168.4,502203.9294,3043
1641686400000,2022-01-09,ENJBRL,12.856,13.473,12.708,13.077,24213.1,317786.8882,2859
1641600000000,2022-01-08,ENJBRL,13.383,13.847,12.427,12.873,25055.3,329160.909,1072
1641513600000,2022-01-07,ENJBRL,14.795,14.807,13.201,13.32,42921.6,592615.4288,1502
1641427200000,2022-01-06,ENJBRL,14.127,15.103,13.413,14.762,78428.2,1112319.2723,1801
1641340800000,2022-01-05,ENJBRL,15.35,15.906,13.045,14.069,51151.4,760264.9883,1454
1641254400000,2022-01-04,ENJBRL,15.927,16.243,15.17,15.359,26871.9,423089.1562,957
1641168000000,2022-01-03,ENJBRL,16.094,16.63,15.427,15.855,29126.8,466993.9405,998
1641081600000,2022-01-02,ENJBRL,15.11,16.552,15.0,16.156,37333.0,589583.5244,979
1640995200000,2022-01-01,ENJBRL,14.558,15.226,14.421,15.11,12508.8,184952.1844,792
1640908800000,2021-12-31,ENJBRL,14.959,15.389,14.238,14.558,29121.7,433994.6185,2878
1640822400000,2021-12-30,ENJBRL,15.201,15.755,14.685,14.938,45798.5,689161.9299,857
1640736000000,2021-12-29,ENJBRL,15.696,16.288,14.914,15.204,37366.1,581449.1899,1114
1640649600000,2021-12-28,ENJBRL,17.499,17.499,15.458,15.649,64048.6,1057556.6821,1734
1640563200000,2021-12-27,ENJBRL,18.246,18.5,17.4,17.49,34723.4,626950.9659,967
1640476800000,2021-12-26,ENJBRL,17.9,19.1,17.255,18.207,63394.6,1142733.5692,1205
1640390400000,2021-12-25,ENJBRL,15.941,18.744,15.848,17.934,95916.1,1680770.7558,1575
1640304000000,2021-12-24,ENJBRL,16.956,16.966,15.75,15.984,47034.3,772201.7139,1052
1640217600000,2021-12-23,ENJBRL,14.769,16.955,14.52,16.955,66002.4,1037138.1358,1320
1640131200000,2021-12-22,ENJBRL,14.006,15.623,14.0,14.763,58479.6,874020.0225,1273
1640044800000,2021-12-21,ENJBRL,13.277,14.15,12.97,13.95,52448.1,716729.5035,822
1639958400000,2021-12-20,ENJBRL,13.34,13.589,12.392,13.265,36093.4,466402.6355,801
1639872000000,2021-12-19,ENJBRL,13.718,14.204,13.344,13.392,32862.9,452936.7986,609
1639785600000,2021-12-18,ENJBRL,13.128,13.972,12.866,13.751,29972.5,406193.2357,699
1639699200000,2021-12-17,ENJBRL,13.643,13.929,12.736,13.121,48638.4,649701.6722,966
1639612800000,2021-12-16,ENJBRL,14.164,14.698,13.588,13.602,40073.0,571723.1361,878
1639526400000,2021-12-15,ENJBRL,13.455,14.454,12.596,14.207,46508.8,634436.4755,1211
1639440000000,2021-12-14,ENJBRL,13.34,13.557,12.8,13.473,33839.0,447086.1246,951
1639353600000,2021-12-13,ENJBRL,15.295,15.598,12.943,13.357,46660.2,652733.8295,1189
1639267200000,2021-12-12,ENJBRL,14.389,15.514,14.345,15.272,36597.0,546506.8668,795
1639180800000,2021-12-11,ENJBRL,13.801,14.557,13.428,14.433,24760.6,347186.0948,700
1639094400000,2021-12-10,ENJBRL,14.569,15.083,13.717,13.801,51612.9,748174.4348,3050
1639008000000,2021-12-09,ENJBRL,16.222,16.358,14.397,14.57,68200.9,1049217.2692,1860
1638921600000,2021-12-08,ENJBRL,15.781,16.419,14.962,16.301,58453.1,922435.9497,1830
1638835200000,2021-12-07,ENJBRL,16.58,17.257,15.484,15.802,80297.4,1315113.3272,1880
1638748800000,2021-12-06,ENJBRL,15.669,16.796,13.572,16.63,109022.5,1635745.3315,2415
1638662400000,2021-12-05,ENJBRL,17.39,18.083,15.115,15.669,78290.5,1296985.5007,2182
1638576000000,2021-12-04,ENJBRL,17.772,17.936,12.074,17.387,211177.8,3248526.6945,5027
1638489600000,2021-12-03,ENJBRL,19.41,19.605,16.867,17.826,79072.4,1457102.03,1777
1638403200000,2021-12-02,ENJBRL,20.18,20.18,18.874,19.435,76946.8,1488361.115,1412
1638316800000,2021-12-01,ENJBRL,19.845,20.947,19.804,20.248,64619.5,1312917.5473,1690
1638230400000,2021-11-30,ENJBRL,20.738,21.348,19.75,19.846,77450.3,1578595.1494,1985
1638144000000,2021-11-29,ENJBRL,21.855,22.225,20.652,20.652,100021.5,2146765.3709,1951
1638057600000,2021-11-28,ENJBRL,21.074,21.854,18.624,21.81,177156.1,3550245.1441,3062
1637971200000,2021-11-27,ENJBRL,21.965,22.534,20.426,21.051,68968.9,1477025.2332,1631
1637884800000,2021-11-26,ENJBRL,23.938,25.045,20.326,21.934,240782.7,5381361.8305,4324
1637798400000,2021-11-25,ENJBRL,25.498,27.5,22.608,23.848,313812.3,7766018.0385,4876
1637712000000,2021-11-24,ENJBRL,21.817,26.491,21.25,25.53,388927.86,9447134.3267,6202
1637625600000,2021-11-23,ENJBRL,20.386,23.663,19.71,21.861,351784.88,7682171.70437,4703
1637539200000,2021-11-22,ENJBRL,18.812,20.502,17.929,20.421,161110.5,3085208.7273,2712
1637452800000,2021-11-21,ENJBRL,20.712,20.712,18.733,18.733,130630.0,2579738.9974,1737
1637366400000,2021-11-20,ENJBRL,20.453,22.15,19.528,20.645,280665.13,5922693.54659,3911
1637280000000,2021-11-19,ENJBRL,17.205,21.3,16.857,20.474,358642.63,6930011.36858,5324
1637193600000,2021-11-18,ENJBRL,16.878,18.326,15.388,17.192,322456.4,5504357.6173,3719
1637107200000,2021-11-17,ENJBRL,15.886,17.239,15.7,16.844,156174.1,2589165.7011,1921
1637020800000,2021-11-16,ENJBRL,16.719,16.757,14.309,15.887,158107.4,2486002.8119,2381
1636934400000,2021-11-15,ENJBRL,17.0,17.82,16.642,16.77,86592.3,1496720.1999,1086
1636848000000,2021-11-14,ENJBRL,16.875,17.056,16.3,17.0,51772.6,863522.3534,769
1636761600000,2021-11-13,ENJBRL,17.026,18.1,16.712,16.846,117357.7,2034452.6872,1549
1636675200000,2021-11-12,ENJBRL,16.26,17.326,16.023,17.031,110643.5,1850534.7626,1876
1636588800000,2021-11-11,ENJBRL,15.758,17.071,15.557,16.324,87909.5,1441636.248,1371
1636502400000,2021-11-10,ENJBRL,16.548,17.71,14.533,15.828,168041.3,2749752.1081,2580
1636416000000,2021-11-09,ENJBRL,17.67,18.233,16.333,16.547,145545.9,2482383.6498,1948
1636329600000,2021-11-08,ENJBRL,18.615,18.615,17.435,17.67,113384.3,2024527.3357,1661
1636243200000,2021-11-07,ENJBRL,19.777,20.391,18.432,18.566,177900.11,3416745.9436,2387
1636156800000,2021-11-06,ENJBRL,16.58,19.99,16.54,19.717,528469.5,9868574.0468,5231
1636070400000,2021-11-05,ENJBRL,16.964,18.5,16.198,16.629,359104.1,6157991.009,3210
1635984000000,2021-11-04,ENJBRL,16.047,19.071,15.402,17.0,698117.0,12208986.5399,5713
1635897600000,2021-11-03,ENJBRL,17.801,18.3,15.599,16.096,282885.4,4696503.9426,3058
1635811200000,2021-11-02,ENJBRL,14.916,18.607,14.762,17.775,1017903.8,17279491.3849,7765
1635724800000,2021-11-01,ENJBRL,14.651,15.804,13.609,14.9,458909.8,6822669.2219,3839
1635638400000,2021-10-31,ENJBRL,17.407,19.9,13.839,14.72,1203300.24,20506131.91794,8182
1635552000000,2021-10-30,ENJBRL,14.021,18.844,13.002,17.326,1556616.08,25756026.47479,10517
1635465600000,2021-10-29,ENJBRL,13.183,14.775,13.183,14.012,420384.01,5878155.99438,3430
1635379200000,2021-10-28,ENJBRL,11.781,13.607,11.6,13.211,525937.25,6669741.79202,3611
1635292800000,2021-10-27,ENJBRL,11.321,12.983,10.085,11.778,770860.95,9242414.53154,5402
1635206400000,2021-10-26,ENJBRL,10.679,12.071,10.613,11.3,267915.0,3099549.5529,2287
1635120000000,2021-10-25,ENJBRL,10.095,10.812,10.044,10.679,92210.8,969842.7737,761
1635033600000,2021-10-24,ENJBRL,10.458,10.751,9.876,10.106,69438.4,715082.1935,647
1634947200000,2021-10-23,ENJBRL,10.434,10.627,10.146,10.458,28306.9,294385.795,428
1634860800000,2021-10-22,ENJBRL,10.189,10.827,10.171,10.404,71767.8,749613.8977,884
1634774400000,2021-10-21,ENJBRL,10.334,10.426,9.838,10.2,113924.5,1161827.6589,1296
1634688000000,2021-10-20,ENJBRL,8.947,11.094,8.832,10.366,488772.0,5078896.1189,3164
1634601600000,2021-10-19,ENJBRL,9.01,9.131,8.815,8.979,65207.5,585642.5109,426
1634515200000,2021-10-18,ENJBRL,9.014,9.069,8.718,9.051,69193.5,616971.9453,550
1634428800000,2021-10-17,ENJBRL,9.48,9.499,8.585,9.007,60612.4,549575.2277,602
1634342400000,2021-10-16,ENJBRL,8.893,9.722,8.866,9.471,140068.2,1307934.4466,1393
1634256000000,2021-10-15,ENJBRL,8.977,8.979,8.408,8.866,116193.2,1016819.7635,809
1634169600000,2021-10-14,ENJBRL,8.816,9.146,8.663,9.005,57773.9,514428.2875,570
1634083200000,2021-10-13,ENJBRL,8.553,8.825,8.329,8.786,60544.2,518804.3898,555
1633996800000,2021-10-12,ENJBRL,8.701,8.701,8.1,8.562,67620.9,570199.1539,675
1633910400000,2021-10-11,ENJBRL,8.786,9.114,8.441,8.701,85762.6,749384.0443,632
1633824000000,2021-10-10,ENJBRL,9.488,9.488,8.759,8.8,76980.7,700203.9596,564
1633737600000,2021-10-09,ENJBRL,9.433,9.52,9.186,9.517,39027.9,364218.9627,457
1633651200000,2021-10-08,ENJBRL,9.28,9.562,9.03,9.445,115082.5,1072945.4766,945
1633564800000,2021-10-07,ENJBRL,9.06,9.264,8.758,9.264,107371.1,963500.4407,911
1633478400000,2021-10-06,ENJBRL,9.3,9.616,8.475,9.042,196623.6,1788772.9984,1571
1633392000000,2021-10-05,ENJBRL,8.529,9.43,8.43,9.288,196530.9,1758576.3698,1268
1633305600000,2021-10-04,ENJBRL,8.302,9.104,8.182,8.534,259655.0,2263508.1923,1457
1633219200000,2021-10-03,ENJBRL,8.101,8.316,7.86,8.298,102213.3,832203.8545,528
1633132800000,2021-10-02,ENJBRL,8.131,8.406,7.981,8.1,123941.8,1013826.0642,740
1633046400000,2021-10-01,ENJBRL,7.127,8.256,7.018,8.156,74239.0,569968.7693,765
1632960000000,2021-09-30,ENJBRL,6.682,7.25,6.68,7.111,99651.1,706366.5721,516
1632873600000,2021-09-29,ENJBRL,6.586,6.917,6.542,6.703,34970.7,234853.581,362
1632787200000,2021-09-28,ENJBRL,6.858,6.95,6.558,6.563,60431.2,407292.256,458
1632700800000,2021-09-27,ENJBRL,7.12,7.363,6.818,6.837,50069.6,353109.9982,447
1632614400000,2021-09-26,ENJBRL,7.177,7.611,6.8,7.142,119926.2,868664.0786,975
1632528000000,2021-09-25,ENJBRL,7.234,7.39,6.926,7.199,77654.3,561720.3964,703
1632441600000,2021-09-24,ENJBRL,7.928,7.946,6.721,7.212,128949.0,929400.0584,1106
1632355200000,2021-09-23,ENJBRL,7.566,7.928,7.367,7.904,74550.3,571700.7843,675
1632268800000,2021-09-22,ENJBRL,6.53,7.611,6.39,7.563,106225.7,760139.9547,822
1632182400000,2021-09-21,ENJBRL,7.152,7.498,6.345,6.51,141522.02,978327.2004,1235
1632096000000,2021-09-20,ENJBRL,8.363,8.363,7.0,7.174,164018.35,1241386.51032,1360
1632009600000,2021-09-19,ENJBRL,8.728,8.728,8.243,8.353,20858.0,177009.1456,384
1631923200000,2021-09-18,ENJBRL,8.679,8.972,8.57,8.755,35565.0,313274.0786,378
1631836800000,2021-09-17,ENJBRL,8.881,8.97,8.506,8.706,60306.0,527202.8135,506
1631750400000,2021-09-16,ENJBRL,9.24,9.302,8.719,8.912,65165.9,584515.1315,511
1631664000000,2021-09-15,ENJBRL,8.857,9.302,8.782,9.263,85452.6,773698.3742,616
1631577600000,2021-09-14,ENJBRL,8.496,8.863,8.392,8.854,45354.8,392364.2025,494
1631491200000,2021-09-13,ENJBRL,9.08,9.107,8.0,8.533,82216.3,694214.7259,904
1631404800000,2021-09-12,ENJBRL,8.908,9.33,8.715,9.064,34741.6,313807.9733,478
1631318400000,2021-09-11,ENJBRL,8.79,9.243,8.701,8.919,37733.7,338699.3317,488
1631232000000,2021-09-10,ENJBRL,9.468,9.8,8.519,8.763,86744.0,786366.1123,982
1631145600000,2021-09-09,ENJBRL,9.196,9.785,9.0,9.445,83526.7,789748.601,1040
1631059200000,2021-09-08,ENJBRL,9.304,9.503,8.04,9.168,186304.1,1653840.207,1820
1630972800000,2021-09-07,ENJBRL,11.353,11.372,7.897,9.304,420776.96,4068319.15171,3753
1630886400000,2021-09-06,ENJBRL,11.387,11.736,10.963,11.353,98469.7,1115239.8978,817
1630800000000,2021-09-05,ENJBRL,10.952,11.444,10.799,11.411,51755.6,576799.8768,677
1630713600000,2021-09-04,ENJBRL,10.8,11.114,10.656,10.947,69315.8,756817.0554,603
1630627200000,2021-09-03,ENJBRL,10.667,10.906,10.373,10.813,61406.9,660205.2973,604
1630540800000,2021-09-02,ENJBRL,10.816,11.002,10.51,10.699,68256.4,733793.1089,758
1630454400000,2021-09-01,ENJBRL,10.516,10.899,10.2,10.798,94242.6,994266.7726,855
1630368000000,2021-08-31,ENJBRL,10.912,11.217,10.344,10.548,136449.3,1470623.9342,1218
1630281600000,2021-08-30,ENJBRL,11.391,12.124,10.804,10.893,265721.41,3050028.27881,2633
1630195200000,2021-08-29,ENJBRL,10.746,11.613,10.2,11.4,171007.6,1879373.71192,1781
1630108800000,2021-08-28,ENJBRL,10.434,10.863,10.18,10.781,143583.9,1510613.9704,911
1630022400000,2021-08-27,ENJBRL,9.805,10.595,9.55,10.454,161527.24,1639357.56896,1256
1629936000000,2021-08-26,ENJBRL,10.92,10.931,9.643,9.84,133425.1,1347770.54542,1459
1629849600000,2021-08-25,ENJBRL,10.041,10.968,9.476,10.898,258785.36,2686589.62475,1874
1629763200000,2021-08-24,ENJBRL,11.807,11.863,9.9,10.05,208266.73,2244306.59052,2312
1629676800000,2021-08-23,ENJBRL,10.003,11.9,9.814,11.862,366257.03,4053116.87779,3229
1629590400000,2021-08-22,ENJBRL,9.976,10.575,9.4,9.984,203335.81,2036209.3504,1634
1629504000000,2021-08-21,ENJBRL,9.02,10.609,8.944,9.976,406748.92,3971159.25842,3381
1629417600000,2021-08-20,ENJBRL,8.546,9.017,8.466,9.017,195804.92,1713433.76328,1495
1629331200000,2021-08-19,ENJBRL,8.242,8.567,7.959,8.546,123419.2,1018799.6481,1199
1629244800000,2021-08-18,ENJBRL,8.199,8.402,7.759,8.244,98977.2,804044.3148,1288
1629158400000,2021-08-17,ENJBRL,8.622,9.009,8.129,8.222,132212.7,1136437.09117,1765
1629072000000,2021-08-16,ENJBRL,8.822,9.246,8.533,8.599,160180.63,1421577.39647,1733
1628985600000,2021-08-15,ENJBRL,8.885,8.911,8.422,8.8,110089.49,954348.42662,1010
1628899200000,2021-08-14,ENJBRL,8.838,9.075,8.466,8.9,212629.0,1865926.65503,1748
1628812800000,2021-08-13,ENJBRL,8.288,8.838,8.199,8.838,179718.42,1547202.38891,1352
1628726400000,2021-08-12,ENJBRL,8.555,8.8,7.843,8.283,214935.25,1780156.17742,2020
1628640000000,2021-08-11,ENJBRL,8.504,8.954,8.391,8.582,149625.57,1288877.81681,1960
1628553600000,2021-08-10,ENJBRL,8.073,8.627,7.97,8.505,403590.37,3344205.16904,2531
1628467200000,2021-08-09,ENJBRL,7.444,8.495,7.14,8.073,303088.24,2439684.0042,2089
1628380800000,2021-08-08,ENJBRL,7.875,8.1,7.33,7.421,202246.36,1568217.54637,1239
1628294400000,2021-08-07,ENJBRL,7.58,8.101,7.468,7.875,240577.55,1882556.06957,1736
1628208000000,2021-08-06,ENJBRL,7.369,7.656,7.253,7.571,197679.51,1476901.60956,889
1628121600000,2021-08-05,ENJBRL,7.315,7.4,6.99,7.363,247945.32,1788323.39568,1140
1628035200000,2021-08-04,ENJBRL,7.109,7.43,6.985,7.315,278094.48,2021998.07268,1055
1627948800000,2021-08-03,ENJBRL,7.246,7.357,6.927,7.087,333550.26,2388782.92333,1240
1627862400000,2021-08-02,ENJBRL,7.152,7.37,6.988,7.224,289356.07,2088264.59768,1114
1627776000000,2021-08-01,ENJBRL,7.512,7.7,7.119,7.164,337835.87,2533732.81679,1658
1627689600000,2021-07-31,ENJBRL,7.525,7.589,7.308,7.511,229247.2,1702656.09008,1160
1627603200000,2021-07-30,ENJBRL,7.144,7.53,6.8,7.525,624707.55,4452376.16634,2537
1627516800000,2021-07-29,ENJBRL,6.892,7.8,6.76,7.128,892534.63,6436379.96359,3702
1627430400000,2021-07-28,ENJBRL,7.013,7.156,6.745,6.85,229353.46,1585421.81485,1401
1627344000000,2021-07-27,ENJBRL,6.723,7.262,6.367,7.03,666545.18,4678650.0177,2974
1627257600000,2021-07-26,ENJBRL,7.093,7.415,6.556,6.759,757716.1,5354579.78582,3530
1627171200000,2021-07-25,ENJBRL,6.788,7.168,6.432,7.114,660685.78,4509271.68925,2747
1627084800000,2021-07-24,ENJBRL,6.521,7.177,6.39,6.799,775238.97,5307977.10546,3603
1626998400000,2021-07-23,ENJBRL,5.912,6.515,5.762,6.501,564661.45,3454552.47389,2082
1626912000000,2021-07-22,ENJBRL,5.755,5.973,5.594,5.912,462273.14,2681556.46567,1621
1626825600000,2021-07-21,ENJBRL,5.245,5.937,5.053,5.749,414144.25,2344201.86105,2004
1626739200000,2021-07-20,ENJBRL,5.688,5.769,4.913,5.24,325539.54,1700378.98838,1905
1626652800000,2021-07-19,ENJBRL,6.113,6.128,5.524,5.666,234955.24,1360536.71029,1258
1626566400000,2021-07-18,ENJBRL,6.161,6.44,5.968,6.123,262136.03,1625604.31954,1084
1626480000000,2021-07-17,ENJBRL,6.11,6.322,6.02,6.161,329157.57,2018033.54359,1572
1626393600000,2021-07-16,ENJBRL,6.464,6.766,6.07,6.101,521649.62,3330452.80458,2543
1626307200000,2021-07-15,ENJBRL,6.776,7.496,6.164,6.464,1123170.72,7815285.64814,5111
1626220800000,2021-07-14,ENJBRL,6.363,6.91,5.84,6.769,632257.14,4055730.38005,2903
1626134400000,2021-07-13,ENJBRL,6.845,6.935,6.194,6.365,327741.21,2165733.08721,1524
1626048000000,2021-07-12,ENJBRL,7.257,7.3,6.611,6.827,460358.12,3191372.64053,2114
1625961600000,2021-07-11,ENJBRL,6.832,7.465,6.784,7.278,642865.29,4596060.06806,2641
1625875200000,2021-07-10,ENJBRL,6.827,7.315,6.616,6.847,979055.48,6846090.99346,4047
1625788800000,2021-07-09,ENJBRL,6.436,6.932,5.984,6.815,628670.18,4071887.9342,2851
1625702400000,2021-07-08,ENJBRL,7.41,8.008,6.25,6.461,1188307.78,8636396.94442,5491
1625616000000,2021-07-07,ENJBRL,6.12,7.508,6.025,7.409,1416366.74,9793266.0959,5587
1625529600000,2021-07-06,ENJBRL,5.709,6.257,5.702,6.129,482697.63,2911932.13199,1872
1625443200000,2021-07-05,ENJBRL,5.927,5.927,5.479,5.694,256395.98,1462428.93895,1223
1625356800000,2021-07-04,ENJBRL,5.824,6.121,5.697,5.942,272127.02,1627189.79453,1096
1625270400000,2021-07-03,ENJBRL,5.707,6.022,5.522,5.824,289453.25,1664974.7764,1061
1625184000000,2021-07-02,ENJBRL,5.796,5.886,5.355,5.7,335080.29,1879063.84133,1312
1625097600000,2021-07-01,ENJBRL,5.842,6.241,5.442,5.818,872309.07,5061421.82697,3008
1625011200000,2021-06-30,ENJBRL,5.441,5.842,5.197,5.83,601545.17,3286728.2306,2373
1624924800000,2021-06-29,ENJBRL,5.117,5.648,5.101,5.443,471421.71,2546874.31538,1637
1624838400000,2021-06-28,ENJBRL,4.99,5.165,4.847,5.097,277001.23,1388649.82027,1091
1624752000000,2021-06-27,ENJBRL,4.751,4.984,4.652,4.982,241901.73,1153864.97594,950
1624665600000,2021-06-26,ENJBRL,4.718,4.913,4.476,4.761,219556.14,1028977.48205,1317
1624579200000,2021-06-25,ENJBRL,5.334,5.508,4.672,4.733,302274.8,1514768.56169,1873
1624492800000,2021-06-24,ENJBRL,5.259,5.368,4.895,5.318,290167.03,1509857.41068,1534
1624406400000,2021-06-23,ENJBRL,4.598,5.464,4.405,5.261,519835.88,2656769.23813,2730
1624320000000,2021-06-22,ENJBRL,4.768,5.124,3.912,4.599,662723.43,3022178.01225,3994
1624233600000,2021-06-21,ENJBRL,6.444,6.504,4.74,4.774,420364.93,2386441.48543,2178
1624147200000,2021-06-20,ENJBRL,6.387,6.546,5.859,6.439,368372.29,2311900.93573,1471
1624060800000,2021-06-19,ENJBRL,6.563,6.68,6.362,6.385,299442.84,1954816.92612,1234
1623974400000,2021-06-18,ENJBRL,7.05,7.05,6.256,6.572,419364.28,2779883.86299,1843
1623888000000,2021-06-17,ENJBRL,7.129,7.627,6.96,7.04,361219.59,2622639.23973,1702
1623801600000,2021-06-16,ENJBRL,7.127,7.832,6.898,7.118,662769.42,4875222.26766,2953
1623715200000,2021-06-15,ENJBRL,7.286,7.559,7.019,7.121,181129.63,1308775.2083,1253
1623628800000,2021-06-14,ENJBRL,6.679,7.703,6.51,7.286,355286.93,2534886.82495,1654
1623542400000,2021-06-13,ENJBRL,6.304,6.764,6.2,6.695,112100.76,730824.08344,605
1623456000000,2021-06-12,ENJBRL,6.666,6.927,5.957,6.357,258526.97,1644586.61187,1287
1623369600000,2021-06-11,ENJBRL,6.539,8.037,6.375,6.712,576665.46,4239241.58818,2718
1623283200000,2021-06-10,ENJBRL,7.026,7.054,6.411,6.603,142337.46,953656.23169,789
1623196800000,2021-06-09,ENJBRL,6.759,7.012,6.282,7.012,298876.21,1974234.2217,1063
1623110400000,2021-06-08,ENJBRL,6.848,6.991,5.855,6.781,208430.61,1353434.63155,1241
1623024000000,2021-06-07,ENJBRL,7.543,7.713,6.75,6.823,101396.47,745055.04741,889
1622937600000,2021-06-06,ENJBRL,7.419,7.718,7.343,7.543,48322.57,362114.92784,491
1622851200000,2021-06-05,ENJBRL,7.567,8.046,7.162,7.419,106046.29,807834.10385,773
1622764800000,2021-06-04,ENJBRL,8.368,8.696,7.262,7.614,271991.34,2166185.43121,1559
1622678400000,2021-06-03,ENJBRL,8.06,8.6,7.888,8.388,200915.45,1659136.16965,1180
1622592000000,2021-06-02,ENJBRL,8.139,8.4,7.9,8.061,201395.73,1643769.52105,1065
1622505600000,2021-06-01,ENJBRL,8.5,9.01,7.996,8.119,246420.35,2080673.5251,1454
1622419200000,2021-05-31,ENJBRL,8.025,8.767,7.528,8.519,342503.04,2827671.36337,2505
1622332800000,2021-05-30,ENJBRL,7.08,9.214,6.55,8.057,434332.02,3604827.84345,2719
1622246400000,2021-05-29,ENJBRL,7.518,7.821,6.527,7.127,201203.91,1431265.12712,1811
1622160000000,2021-05-28,ENJBRL,9.15,9.242,7.021,7.568,321259.64,2539743.27503,3014
1622073600000,2021-05-27,ENJBRL,10.382,10.875,8.702,9.05,423568.68,4137784.33043,3382
