https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume ENJ,Volume BRL,tradecount
1686528000000,2023-06-12,ENJBRL,1.251,1.251,1.205,1.245,7873.7,9645.1875,176
1686441600000,2023-06-11,ENJBRL,1.243,1.258,1.23,1.25,4101.6,5105.5045,22
1686355200000,2023-06-10,ENJBRL,1.423,1.423,1.131,1.242,56122.5,68319.3307,163
1686268800000,2023-06-09,ENJBRL,1.487,1.488,1.42,1.427,12684.5,18452.3971,44
1686182400000,2023-06-08,ENJBRL,1.485,1.526,1.452,1.498,40466.5,60830.1919,98
1686096000000,2023-06-07,ENJBRL,1.573,1.573,1.474,1.484,9291.7,14253.7068,41
1686009600000,2023-06-06,ENJBRL,1.544,1.608,1.526,1.599,3671.4,5711.6302,48
1685923200000,2023-06-05,ENJBRL,1.68,1.722,1.5,1.535,41738.1,67746.6328,116
1685836800000,2023-06-04,ENJBRL,1.652,1.706,1.647,1.682,9741.7,16397.4059,38
1685750400000,2023-06-03,ENJBRL,1.66,1.66,1.637,1.648,1314.3,2171.1518,18
1685664000000,2023-06-02,ENJBRL,1.664,1.678,1.65,1.664,1013.7,1683.2479,13
1685577600000,2023-06-01,ENJBRL,1.647,1.674,1.644,1.666,4055.5,6730.9966,29
1685491200000,2023-05-31,ENJBRL,1.707,1.712,1.635,1.65,4130.4,6869.6307,38
1685404800000,2023-05-30,ENJBRL,1.683,1.712,1.678,1.702,2054.4,3480.5616,23
1685318400000,2023-05-29,ENJBRL,1.727,1.727,1.68,1.687,4906.0,8324.7944,37
1685232000000,2023-05-28,ENJBRL,1.686,1.738,1.686,1.722,10301.7,17591.886,47
1685145600000,2023-05-27,ENJBRL,1.658,1.683,1.656,1.683,3558.4,5929.6298,92
1685059200000,2023-05-26,ENJBRL,1.673,1.683,1.643,1.66,5033.3,8407.1726,30
1684972800000,2023-05-25,ENJBRL,1.607,1.688,1.588,1.675,21368.0,35056.9526,87
1684886400000,2023-05-24,ENJBRL,1.69,1.69,1.61,1.619,5425.1,8886.2619,31
1684800000000,2023-05-23,ENJBRL,1.692,1.724,1.68,1.694,4855.9,8248.0646,37
1684713600000,2023-05-22,ENJBRL,1.718,1.718,1.683,1.692,2299.5,3893.9791,21
1684627200000,2023-05-21,ENJBRL,1.73,1.73,1.693,1.705,4342.8,7412.1367,22
1684540800000,2023-05-20,ENJBRL,1.728,1.742,1.712,1.729,3171.1,5475.8811,19
1684454400000,2023-05-19,ENJBRL,1.726,1.763,1.713,1.73,2243.1,3880.2801,21
1684368000000,2023-05-18,ENJBRL,1.759,1.768,1.69,1.731,7232.0,12458.0718,49
1684281600000,2023-05-17,ENJBRL,1.746,1.812,1.729,1.766,10957.9,19334.1429,52
1684195200000,2023-05-16,ENJBRL,1.675,1.728,1.647,1.723,13576.3,22724.7583,70
1684108800000,2023-05-15,ENJBRL,1.688,1.704,1.672,1.678,7591.1,12809.6102,46
1684022400000,2023-05-14,ENJBRL,1.64,1.676,1.636,1.658,2978.8,4984.8092,20
1683936000000,2023-05-13,ENJBRL,1.677,1.677,1.641,1.658,5596.8,9282.856,23
1683849600000,2023-05-12,ENJBRL,1.657,1.671,1.598,1.666,5024.7,8230.6524,41
1683763200000,2023-05-11,ENJBRL,1.749,1.749,1.625,1.663,7161.9,11977.6305,62
1683676800000,2023-05-10,ENJBRL,1.725,1.765,1.695,1.754,19753.8,34355.3262,77
1683590400000,2023-05-09,ENJBRL,1.73,1.75,1.712,1.72,13377.0,23268.1134,46
1683504000000,2023-05-08,ENJBRL,1.83,1.83,1.658,1.729,12994.2,22503.808,71
1683417600000,2023-05-07,ENJBRL,1.848,1.852,1.828,1.84,1471.3,2707.1052,25
1683331200000,2023-05-06,ENJBRL,1.925,1.925,1.83,1.85,5541.5,10287.8474,35
1683244800000,2023-05-05,ENJBRL,1.904,1.928,1.898,1.921,3788.3,7260.2426,41
1683158400000,2023-05-04,ENJBRL,1.94,1.944,1.892,1.892,4200.9,8020.3722,21
1683072000000,2023-05-03,ENJBRL,1.914,1.939,1.857,1.926,1144.0,2156.7762,35
1682985600000,2023-05-02,ENJBRL,1.896,1.92,1.863,1.919,6599.5,12547.9647,44
1682899200000,2023-05-01,ENJBRL,1.949,1.954,1.869,1.889,5225.1,10038.9372,34
1682812800000,2023-04-30,ENJBRL,1.996,1.996,1.934,1.952,3129.0,6125.6511,38
1682726400000,2023-04-29,ENJBRL,1.977,2.012,1.977,1.998,13534.0,27059.2615,46
1682640000000,2023-04-28,ENJBRL,2.009,2.009,1.962,1.986,13978.5,27552.582,38
1682553600000,2023-04-27,ENJBRL,1.996,2.027,1.973,1.998,5667.8,11286.5576,42
1682467200000,2023-04-26,ENJBRL,2.019,2.129,1.888,1.993,20545.3,41334.4062,117
1682380800000,2023-04-25,ENJBRL,1.977,2.027,1.932,2.027,10570.4,20525.8519,67
1682294400000,2023-04-24,ENJBRL,1.991,2.024,1.963,1.99,45388.4,90357.4476,111
1682208000000,2023-04-23,ENJBRL,2.009,2.029,1.956,1.995,1417.8,2818.5913,21
1682121600000,2023-04-22,ENJBRL,1.953,2.04,1.944,2.038,8237.4,16584.9503,48
1682035200000,2023-04-21,ENJBRL,2.037,2.065,1.935,1.956,48730.8,96697.4325,136
1681948800000,2023-04-20,ENJBRL,2.114,2.145,2.007,2.039,11777.0,24254.711,70
1681862400000,2023-04-19,ENJBRL,2.27,2.27,2.036,2.096,146563.5,310945.3632,422
1681776000000,2023-04-18,ENJBRL,2.254,2.283,2.223,2.282,8101.6,18319.2746,56
1681689600000,2023-04-17,ENJBRL,2.235,2.235,2.189,2.207,4042.6,8950.9903,36
1681603200000,2023-04-16,ENJBRL,2.209,2.264,2.178,2.246,13064.0,29224.9262,56
1681516800000,2023-04-15,ENJBRL,2.23,2.239,2.17,2.219,8124.2,17773.3097,48
1681430400000,2023-04-14,ENJBRL,2.149,2.226,2.132,2.216,16207.8,35169.0363,111
1681344000000,2023-04-13,ENJBRL,2.084,2.151,2.065,2.151,10918.4,22986.3988,42
1681257600000,2023-04-12,ENJBRL,2.166,2.166,2.068,2.09,19368.4,40518.9895,82
1681171200000,2023-04-11,ENJBRL,2.21,2.21,2.151,2.169,8883.8,19450.5866,61
1681084800000,2023-04-10,ENJBRL,2.249,2.256,2.15,2.216,21287.1,46762.2274,101
1680998400000,2023-04-09,ENJBRL,2.243,2.273,2.193,2.261,14214.8,31768.0562,89
1680912000000,2023-04-08,ENJBRL,2.401,2.421,2.239,2.242,40223.3,94839.6505,165
1680825600000,2023-04-07,ENJBRL,2.158,2.554,2.156,2.409,361885.2,885466.7504,922
1680739200000,2023-04-06,ENJBRL,2.142,2.158,2.094,2.135,1445.9,3078.8453,22
1680652800000,2023-04-05,ENJBRL,2.08,2.189,2.062,2.162,9171.3,19583.6444,62
1680566400000,2023-04-04,ENJBRL,2.025,2.095,2.014,2.085,11797.5,24424.9048,39
1680480000000,2023-04-03,ENJBRL,2.022,2.085,1.98,2.041,14548.1,29775.6027,63
1680393600000,2023-04-02,ENJBRL,2.114,2.125,1.996,2.02,24999.3,52141.2875,56
1680307200000,2023-04-01,ENJBRL,2.1,2.128,2.06,2.116,29294.7,61373.9638,54
1680220800000,2023-03-31,ENJBRL,2.005,2.108,1.98,2.085,5392.8,11173.9165,41
1680134400000,2023-03-30,ENJBRL,2.089,2.089,1.981,2.008,9151.0,18663.4048,46
1680048000000,2023-03-29,ENJBRL,1.97,2.072,1.97,2.063,11645.7,23696.9382,79
1679961600000,2023-03-28,ENJBRL,1.934,1.957,1.898,1.952,6102.9,11717.5373,49
1679875200000,2023-03-27,ENJBRL,2.077,2.077,1.92,1.932,3606.0,7164.4116,42
1679788800000,2023-03-26,ENJBRL,2.012,2.071,2.012,2.066,10060.3,20632.6546,36
1679702400000,2023-03-25,ENJBRL,2.052,2.071,2.0,2.0,1038.8,2094.8369,10
1679616000000,2023-03-24,ENJBRL,2.116,2.126,2.027,2.041,6229.7,12822.2704,58
1679529600000,2023-03-23,ENJBRL,2.041,2.138,2.009,2.11,1414.4,2950.8712,29
1679443200000,2023-03-22,ENJBRL,2.13,2.158,1.97,2.046,12133.3,25331.9172,60
1679356800000,2023-03-21,ENJBRL,2.132,2.176,2.028,2.15,15012.0,32006.373,80
1679270400000,2023-03-20,ENJBRL,2.293,2.307,2.1,2.118,11444.8,24963.8082,59
1679184000000,2023-03-19,ENJBRL,2.205,2.309,2.205,2.236,10542.4,23860.3052,52
1679097600000,2023-03-18,ENJBRL,2.237,2.322,2.171,2.195,46536.2,105530.4893,102
1679011200000,2023-03-17,ENJBRL,2.036,2.26,2.033,2.26,20306.2,43441.5794,82
1678924800000,2023-03-16,ENJBRL,2.055,2.089,2.011,2.036,29969.8,61514.3285,55
1678838400000,2023-03-15,ENJBRL,2.28,2.332,2.032,2.051,21298.4,47518.6568,100
1678752000000,2023-03-14,ENJBRL,2.12,2.326,2.07,2.28,71707.3,156875.9606,183
1678665600000,2023-03-13,ENJBRL,2.0,2.143,1.936,2.123,46835.9,96689.1133,133
1678579200000,2023-03-12,ENJBRL,1.786,1.977,1.786,1.977,8353.2,15339.7665,59
1678492800000,2023-03-11,ENJBRL,1.879,1.911,1.723,1.797,11266.4,20706.034,47
1678406400000,2023-03-10,ENJBRL,1.838,1.884,1.725,1.881,18381.7,33196.0736,84
1678320000000,2023-03-09,ENJBRL,2.017,2.028,1.829,1.858,22044.1,43123.8881,89
1678233600000,2023-03-08,ENJBRL,2.226,2.226,2.013,2.017,21378.8,44922.8046,91
1678147200000,2023-03-07,ENJBRL,2.218,2.343,2.19,2.228,51155.8,117320.5741,88
1678060800000,2023-03-06,ENJBRL,2.152,2.215,2.146,2.209,2017.9,4397.0437,32
1677974400000,2023-03-05,ENJBRL,2.212,2.28,2.178,2.178,1966.3,4411.8808,15
1677888000000,2023-03-04,ENJBRL,2.295,2.295,2.17,2.21,2388.5,5366.8524,24
1677801600000,2023-03-03,ENJBRL,2.4,2.401,2.194,2.286,38515.6,86655.2818,104
1677715200000,2023-03-02,ENJBRL,2.499,2.505,2.38,2.418,9617.0,23160.6737,48
1677628800000,2023-03-01,ENJBRL,2.417,2.526,2.395,2.485,5450.7,13650.7759,39
1677542400000,2023-02-28,ENJBRL,2.524,2.527,2.4,2.414,17089.2,42286.7147,79
1677456000000,2023-02-27,ENJBRL,2.535,2.556,2.46,2.519,7868.0,19846.0771,48
1677369600000,2023-02-26,ENJBRL,2.45,2.58,2.429,2.556,10418.3,26064.4286,49
1677283200000,2023-02-25,ENJBRL,2.606,2.606,2.4,2.457,14519.2,36370.4245,73
1677196800000,2023-02-24,ENJBRL,2.801,2.834,2.593,2.606,62585.8,172072.2375,143
1677110400000,2023-02-23,ENJBRL,2.595,2.939,2.595,2.81,224192.0,630636.4002,612
1677024000000,2023-02-22,ENJBRL,2.622,2.624,2.463,2.505,43987.0,109818.0855,149
1676937600000,2023-02-21,ENJBRL,2.718,2.718,2.55,2.57,24508.8,64614.6175,95
1676851200000,2023-02-20,ENJBRL,2.563,2.8,2.491,2.71,75878.5,205162.631,260
1676764800000,2023-02-19,ENJBRL,2.542,2.637,2.486,2.531,34096.5,88383.9522,135
1676678400000,2023-02-18,ENJBRL,2.56,2.577,2.491,2.559,5717.5,14604.1089,43
1676592000000,2023-02-17,ENJBRL,2.371,2.548,2.371,2.521,35910.6,89461.4573,101
1676505600000,2023-02-16,ENJBRL,2.516,2.585,2.376,2.376,26779.2,67514.0158,118
1676419200000,2023-02-15,ENJBRL,2.331,2.507,2.282,2.5,22671.8,54200.3217,102
1676332800000,2023-02-14,ENJBRL,2.19,2.313,2.164,2.303,25117.2,56290.1937,104
1676246400000,2023-02-13,ENJBRL,2.376,2.382,2.152,2.219,16574.6,36575.2798,81
1676160000000,2023-02-12,ENJBRL,2.406,2.442,2.335,2.345,17218.9,41466.0658,53
1676073600000,2023-02-11,ENJBRL,2.306,2.424,2.295,2.424,7515.3,17744.5103,45
1675987200000,2023-02-10,ENJBRL,2.351,2.363,2.29,2.322,13387.1,31267.5307,101
1675900800000,2023-02-09,ENJBRL,2.614,2.69,2.297,2.352,59631.0,151136.0936,247
1675814400000,2023-02-08,ENJBRL,2.693,2.75,2.526,2.612,13579.3,36397.5123,80
1675728000000,2023-02-07,ENJBRL,2.388,2.746,2.363,2.681,99203.0,256772.3047,246
1675641600000,2023-02-06,ENJBRL,2.399,2.522,2.333,2.367,23211.0,56455.5773,101
1675555200000,2023-02-05,ENJBRL,2.477,2.55,2.313,2.36,140194.1,337260.232,266
1675468800000,2023-02-04,ENJBRL,2.419,2.515,2.394,2.473,16487.5,40643.0798,91
1675382400000,2023-02-03,ENJBRL,2.353,2.429,2.309,2.407,36335.2,87158.2769,88
1675296000000,2023-02-02,ENJBRL,2.42,2.454,2.297,2.332,63412.3,149499.3934,216
1675209600000,2023-02-01,ENJBRL,2.324,2.414,2.2,2.394,37081.2,87001.5916,117
1675123200000,2023-01-31,ENJBRL,2.253,2.331,2.206,2.321,39841.5,90029.8049,90
1675036800000,2023-01-30,ENJBRL,2.418,2.42,2.168,2.223,103250.2,231029.8855,222
1674950400000,2023-01-29,ENJBRL,2.357,2.441,2.3,2.411,46566.1,109857.7209,182
1674864000000,2023-01-28,ENJBRL,2.193,2.576,2.192,2.371,359466.1,862321.8134,758
1674777600000,2023-01-27,ENJBRL,2.129,2.184,2.055,2.178,23397.4,48951.961,108
1674691200000,2023-01-26,ENJBRL,2.187,2.207,2.109,2.129,21237.2,45527.6929,91
1674604800000,2023-01-25,ENJBRL,2.094,2.193,2.041,2.187,40633.9,84184.6615,145
1674518400000,2023-01-24,ENJBRL,2.253,2.32,2.039,2.078,69405.7,149571.462,224
1674432000000,2023-01-23,ENJBRL,2.266,2.335,2.228,2.251,32728.8,74737.1466,102
1674345600000,2023-01-22,ENJBRL,2.275,2.372,2.179,2.235,130930.6,298291.7194,340
1674259200000,2023-01-21,ENJBRL,2.326,2.355,2.178,2.284,51968.2,118074.2713,188
1674172800000,2023-01-20,ENJBRL,2.158,2.307,2.151,2.284,94197.5,208745.6237,276
1674086400000,2023-01-19,ENJBRL,1.85,2.42,1.845,2.145,614570.0,1365473.3256,1082
1674000000000,2023-01-18,ENJBRL,1.882,2.2,1.87,1.895,281757.3,586142.5403,582
1673913600000,2023-01-17,ENJBRL,1.86,1.926,1.831,1.874,16529.5,31097.9971,76
1673827200000,2023-01-16,ENJBRL,1.842,1.96,1.79,1.869,66744.8,124750.8052,175
1673740800000,2023-01-15,ENJBRL,1.811,1.88,1.718,1.849,56333.0,100503.1785,158
1673654400000,2023-01-14,ENJBRL,1.72,1.854,1.642,1.801,76170.9,134003.0024,234
1673568000000,2023-01-13,ENJBRL,1.567,1.75,1.557,1.712,24280.1,39603.8862,117
1673481600000,2023-01-12,ENJBRL,1.572,1.586,1.508,1.567,35997.8,55235.0153,100
1673395200000,2023-01-11,ENJBRL,1.531,1.57,1.482,1.57,13799.8,20860.3675,56
1673308800000,2023-01-10,ENJBRL,1.534,1.575,1.499,1.526,9743.0,15034.3087,50
1673222400000,2023-01-09,ENJBRL,1.491,1.638,1.487,1.54,207183.2,321107.9569,394
1673136000000,2023-01-08,ENJBRL,1.366,1.481,1.358,1.481,20932.7,29733.4053,63
1673049600000,2023-01-07,ENJBRL,1.375,1.421,1.372,1.38,6791.1,9447.7854,47
1672963200000,2023-01-06,ENJBRL,1.353,1.364,1.323,1.357,8130.4,10859.7958,36
1672876800000,2023-01-05,ENJBRL,1.366,1.387,1.352,1.365,4976.9,6781.8225,35
1672790400000,2023-01-04,ENJBRL,1.326,1.374,1.318,1.343,3003.6,4039.7434,40
1672704000000,2023-01-03,ENJBRL,1.325,1.325,1.305,1.321,9815.4,12897.781,32
1672617600000,2023-01-02,ENJBRL,1.267,1.334,1.267,1.314,14331.4,18621.7874,44
1672531200000,2023-01-01,ENJBRL,1.286,1.295,1.277,1.295,1843.6,2373.8031,11
1672444800000,2022-12-31,ENJBRL,1.27,1.298,1.268,1.286,8309.8,10667.7158,29
1672358400000,2022-12-30,ENJBRL,1.28,1.28,1.223,1.267,12682.8,15759.9881,73
1672272000000,2022-12-29,ENJBRL,1.292,1.309,1.244,1.259,3162.0,4007.4733,32
1672185600000,2022-12-28,ENJBRL,1.366,1.366,1.291,1.291,10216.6,13442.9126,42
1672099200000,2022-12-27,ENJBRL,1.382,1.393,1.351,1.359,12483.6,17241.8162,63
1672012800000,2022-12-26,ENJBRL,1.353,1.382,1.35,1.382,2050.2,2808.1945,35
1671926400000,2022-12-25,ENJBRL,1.372,1.372,1.335,1.36,30689.4,41192.4423,83
1671840000000,2022-12-24,ENJBRL,1.383,1.383,1.367,1.37,503.6,690.7705,14
1671753600000,2022-12-23,ENJBRL,1.372,1.389,1.357,1.389,9819.7,13520.5039,40
1671667200000,2022-12-22,ENJBRL,1.375,1.38,1.329,1.366,10509.7,14190.5727,37
1671580800000,2022-12-21,ENJBRL,1.389,1.391,1.353,1.353,3361.6,4606.4157,27
1671494400000,2022-12-20,ENJBRL,1.318,1.399,1.318,1.394,28810.7,39976.8179,65
1671408000000,2022-12-19,ENJBRL,1.383,1.407,1.3,1.318,4451.3,6199.2511,35
1671321600000,2022-12-18,ENJBRL,1.387,1.397,1.368,1.38,1589.5,2195.504,18
1671235200000,2022-12-17,ENJBRL,1.387,1.399,1.341,1.392,1808.9,2472.1823,33
1671148800000,2022-12-16,ENJBRL,1.55,1.558,1.353,1.375,59322.8,83039.3661,129
1671062400000,2022-12-15,ENJBRL,1.576,1.576,1.54,1.553,1664.1,2598.062,25
1670976000000,2022-12-14,ENJBRL,1.603,1.637,1.576,1.576,5032.7,8095.62,44
1670889600000,2022-12-13,ENJBRL,1.573,1.603,1.495,1.598,12892.9,19647.9986,48
1670803200000,2022-12-12,ENJBRL,1.588,1.612,1.538,1.568,13957.6,21812.0971,48
1670716800000,2022-12-11,ENJBRL,1.62,1.643,1.588,1.588,20721.1,33275.6831,59
1670630400000,2022-12-10,ENJBRL,1.604,1.91,1.592,1.617,1351866.0,2399291.313,828
1670544000000,2022-12-09,ENJBRL,1.595,1.761,1.586,1.588,320034.8,533378.3311,372
1670457600000,2022-12-08,ENJBRL,1.565,1.617,1.55,1.598,772635.8,1228444.9725,1094
1670371200000,2022-12-07,ENJBRL,1.657,1.841,1.548,1.588,566475.0,972816.4064,375
1670284800000,2022-12-06,ENJBRL,1.673,1.832,1.632,1.637,199188.2,354420.5204,76
1670198400000,2022-12-05,ENJBRL,1.633,1.71,1.619,1.673,15591.3,26137.3541,61
1670112000000,2022-12-04,ENJBRL,1.607,1.684,1.335,1.633,1705996.1,2371512.1395,487
1670025600000,2022-12-03,ENJBRL,1.626,1.95,1.585,1.585,1247313.8,2292374.4991,466
1669939200000,2022-12-02,ENJBRL,1.588,1.937,1.588,1.641,724833.1,1343629.989,212
1669852800000,2022-12-01,ENJBRL,1.628,1.633,1.588,1.592,6301.0,10135.3818,33
1669766400000,2022-11-30,ENJBRL,1.604,1.653,1.599,1.638,4302.6,7021.5909,32
1669680000000,2022-11-29,ENJBRL,1.581,1.87,1.574,1.592,1092258.8,1941282.1944,329
1669593600000,2022-11-28,ENJBRL,1.619,1.619,1.572,1.597,10010.0,15988.9944,27
1669507200000,2022-11-27,ENJBRL,1.637,1.691,1.637,1.647,8265.9,13779.4536,33
1669420800000,2022-11-26,ENJBRL,1.646,1.685,1.35,1.627,879263.6,1258470.6147,435
1669334400000,2022-11-25,ENJBRL,1.637,1.65,1.59,1.642,4010.1,6526.2997,21
1669248000000,2022-11-24,ENJBRL,1.619,1.97,1.605,1.648,1151201.0,2197452.9225,299
1669161600000,2022-11-23,ENJBRL,1.581,1.623,1.575,1.617,21955.5,35126.6395,66
1669075200000,2022-11-22,ENJBRL,1.539,1.821,1.472,1.58,326862.8,557361.8424,247
1668988800000,2022-11-21,ENJBRL,1.581,1.9,1.488,1.523,1337972.7,2508669.2213,174
1668902400000,2022-11-20,ENJBRL,1.701,1.723,1.587,1.587,12284.8,20435.8105,40
1668816000000,2022-11-19,ENJBRL,1.659,1.715,1.643,1.703,11136.1,18644.676,43
1668729600000,2022-11-18,ENJBRL,1.652,1.98,1.627,1.659,346206.9,672104.7889,58
1668643200000,2022-11-17,ENJBRL,1.662,1.666,1.628,1.649,15146.6,24992.2801,62
1668556800000,2022-11-16,ENJBRL,1.691,1.723,1.637,1.665,9600.1,16013.9409,65
1668470400000,2022-11-15,ENJBRL,1.659,1.739,1.64,1.7,10797.0,18510.4841,89
1668384000000,2022-11-14,ENJBRL,1.621,1.677,1.539,1.661,212838.7,343445.2182,368
1668297600000,2022-11-13,ENJBRL,1.713,2.02,1.6,1.621,1393215.8,2690905.1357,595
1668211200000,2022-11-12,ENJBRL,1.854,2.2,1.7,1.7,533913.3,1074978.1414,334
1668124800000,2022-11-11,ENJBRL,1.964,2.218,1.788,1.859,2844041.1,5953685.4362,1005
1668038400000,2022-11-10,ENJBRL,1.7,2.395,1.7,1.994,1135245.5,2643262.9888,357
1667952000000,2022-11-09,ENJBRL,2.1,2.26,1.66,1.699,1216223.8,2635602.3955,627
1667865600000,2022-11-08,ENJBRL,2.408,2.45,1.9,2.112,746547.9,1733742.1324,323
1667779200000,2022-11-07,ENJBRL,2.282,2.417,2.24,2.403,43354.8,100892.7239,142
1667692800000,2022-11-06,ENJBRL,2.446,2.449,2.288,2.288,4275.8,10155.3055,45
1667606400000,2022-11-05,ENJBRL,2.429,2.544,2.383,2.449,35419.3,87347.9587,100
1667520000000,2022-11-04,ENJBRL,2.225,2.416,2.225,2.413,6008.9,14040.3018,40
1667433600000,2022-11-03,ENJBRL,2.23,2.304,2.225,2.225,10127.5,23028.4162,61
1667347200000,2022-11-02,ENJBRL,2.284,2.305,2.184,2.204,15914.3,35636.1941,52
1667260800000,2022-11-01,ENJBRL,2.386,2.405,2.298,2.306,10438.8,24870.4323,30
1667174400000,2022-10-31,ENJBRL,2.469,2.484,2.349,2.374,18503.5,45251.1808,70
1667088000000,2022-10-30,ENJBRL,2.393,2.566,2.389,2.447,33617.7,84518.1129,62
1667001600000,2022-10-29,ENJBRL,2.405,2.45,2.377,2.382,9202.1,22352.5402,35
1666915200000,2022-10-28,ENJBRL,2.346,2.396,2.309,2.395,1412.5,3362.3626,20
1666828800000,2022-10-27,ENJBRL,2.407,2.433,2.314,2.326,15401.8,36612.8282,52
1666742400000,2022-10-26,ENJBRL,2.294,2.379,2.294,2.366,6472.9,15261.4727,47
1666656000000,2022-10-25,ENJBRL,2.246,2.35,2.211,2.294,17002.2,38844.013,79
1666569600000,2022-10-24,ENJBRL,2.204,2.204,2.143,2.204,1460.1,3200.0834,24
1666483200000,2022-10-23,ENJBRL,2.161,2.178,2.135,2.178,5618.6,12080.1505,12
1666396800000,2022-10-22,ENJBRL,2.163,2.168,2.139,2.147,1295.8,2787.6861,21
1666310400000,2022-10-21,ENJBRL,2.175,2.175,2.1,2.163,2062.9,4422.3989,33
1666224000000,2022-10-20,ENJBRL,2.251,2.26,2.181,2.184,7475.7,16812.3695,38
1666137600000,2022-10-19,ENJBRL,2.294,2.311,2.213,2.213,8364.9,18943.1395,30
1666051200000,2022-10-18,ENJBRL,2.327,2.336,2.261,2.295,9690.0,22379.6411,53
1665964800000,2022-10-17,ENJBRL,2.272,2.307,2.259,2.297,5649.4,12899.8461,41
1665878400000,2022-10-16,ENJBRL,2.277,2.306,2.25,2.271,8129.4,18486.5393,79
1665792000000,2022-10-15,ENJBRL,2.238,2.278,2.223,2.271,8696.9,19630.4554,74
1665705600000,2022-10-14,ENJBRL,2.236,2.309,2.21,2.235,19232.3,43491.8607,129
1665619200000,2022-10-13,ENJBRL,2.262,2.262,2.058,2.243,55183.0,118686.2104,311
1665532800000,2022-10-12,ENJBRL,2.262,2.29,2.247,2.262,6971.6,15838.9429,61
1665446400000,2022-10-11,ENJBRL,2.276,2.276,2.199,2.255,20918.9,46990.5837,128
1665360000000,2022-10-10,ENJBRL,2.377,2.393,2.276,2.276,16860.5,39000.2466,110
1665273600000,2022-10-09,ENJBRL,2.35,2.388,2.349,2.374,2722.7,6459.6008,32
1665187200000,2022-10-08,ENJBRL,2.351,2.407,2.319,2.339,8729.5,20744.8969,54
1665100800000,2022-10-07,ENJBRL,2.353,2.377,2.326,2.351,8154.0,19116.5546,74
1665014400000,2022-10-06,ENJBRL,2.377,2.407,2.33,2.348,8533.5,20233.7307,70
1664928000000,2022-10-05,ENJBRL,2.375,2.391,2.337,2.37,10576.6,25046.9341,78
1664841600000,2022-10-04,ENJBRL,2.351,2.399,2.335,2.39,11273.3,26676.6626,88
1664755200000,2022-10-03,ENJBRL,2.348,2.389,2.305,2.343,14837.5,34758.6535,129
1664668800000,2022-10-02,ENJBRL,2.426,2.451,2.348,2.362,11958.3,28619.9959,88
