https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume MATIC,Volume BRL,tradecount
1692230400000,2023-08-17,MATICBRL,3.125,3.153,2.704,2.896,953787.1,2806439.4316,4795
1692144000000,2023-08-16,MATICBRL,3.195,3.198,3.038,3.122,549496.2,1715770.3598,3255
1692057600000,2023-08-15,MATICBRL,3.372,3.378,3.122,3.201,502208.4,1637287.6339,2655
1691971200000,2023-08-14,MATICBRL,3.347,3.94,3.316,3.377,495269.4,1732466.0305,1805
1691884800000,2023-08-13,MATICBRL,3.365,3.412,3.326,3.35,125550.6,421581.2869,1130
1691798400000,2023-08-12,MATICBRL,3.353,3.372,3.332,3.364,173676.9,582635.9406,1469
1691712000000,2023-08-11,MATICBRL,3.362,3.386,3.316,3.353,197084.9,660761.1277,1458
1691625600000,2023-08-10,MATICBRL,3.403,3.438,3.348,3.361,260738.3,882248.1151,1619
1691539200000,2023-08-09,MATICBRL,3.37,3.433,3.359,3.403,348524.1,1181864.79,2017
1691452800000,2023-08-08,MATICBRL,3.27,3.417,3.248,3.372,456403.4,1531876.9964,2424
1691366400000,2023-08-07,MATICBRL,3.273,3.353,3.194,3.27,406074.9,1327815.3118,2278
1691280000000,2023-08-06,MATICBRL,3.272,3.314,3.259,3.273,183040.1,600759.1089,1832
1691193600000,2023-08-05,MATICBRL,3.261,3.287,3.23,3.274,174380.2,569069.7824,1639
1691107200000,2023-08-04,MATICBRL,3.29,3.322,3.222,3.26,362283.1,1188957.8893,2801
1691020800000,2023-08-03,MATICBRL,3.292,3.356,3.233,3.289,422419.9,1393787.6967,2981
1690934400000,2023-08-02,MATICBRL,3.377,3.383,3.267,3.295,313173.8,1042441.4383,3316
1690848000000,2023-08-01,MATICBRL,3.277,3.38,3.155,3.372,492855.6,1611285.1206,5235
1690761600000,2023-07-31,MATICBRL,3.336,3.386,3.244,3.278,348006.2,1154081.1684,4111
1690675200000,2023-07-30,MATICBRL,3.434,3.436,3.267,3.336,241522.1,811555.5001,2400
1690588800000,2023-07-29,MATICBRL,3.391,3.462,3.383,3.431,173544.0,593198.8443,2183
1690502400000,2023-07-28,MATICBRL,3.421,3.444,3.369,3.392,260912.4,887146.9044,2704
1690416000000,2023-07-27,MATICBRL,3.451,3.503,3.389,3.421,279495.2,961721.9896,2383
1690329600000,2023-07-26,MATICBRL,3.387,3.488,3.33,3.45,312638.3,1067456.7008,2827
1690243200000,2023-07-25,MATICBRL,3.476,3.485,3.353,3.386,225703.1,771491.6996,2138
1690156800000,2023-07-24,MATICBRL,3.657,3.68,3.401,3.476,259866.0,909309.7799,2637
1690070400000,2023-07-23,MATICBRL,3.601,3.699,3.57,3.653,105762.7,384713.2003,1232
1689984000000,2023-07-22,MATICBRL,3.702,3.736,3.578,3.603,148376.8,546123.9798,1450
1689897600000,2023-07-21,MATICBRL,3.7,3.752,3.661,3.704,188041.7,695643.2021,1663
1689811200000,2023-07-20,MATICBRL,3.591,3.859,3.581,3.7,238236.6,887786.4581,1843
1689724800000,2023-07-19,MATICBRL,3.558,3.652,3.519,3.585,230910.3,830765.1895,1918
1689638400000,2023-07-18,MATICBRL,3.767,3.782,3.537,3.574,228698.5,826566.3437,2142
1689552000000,2023-07-17,MATICBRL,3.708,3.849,3.627,3.76,162983.5,611026.1376,1729
1689465600000,2023-07-16,MATICBRL,3.867,3.884,3.696,3.705,118911.7,449675.7463,1299
1689379200000,2023-07-15,MATICBRL,3.909,3.99,3.848,3.866,137631.2,537720.0646,1464
1689292800000,2023-07-14,MATICBRL,4.087,4.216,3.76,3.912,488279.8,1949550.6518,3653
1689206400000,2023-07-13,MATICBRL,3.517,4.281,3.463,4.085,1052161.2,4121409.1819,6008
1689120000000,2023-07-12,MATICBRL,3.63,3.701,3.47,3.515,309259.8,1102087.981,1914
1689033600000,2023-07-11,MATICBRL,3.602,3.677,3.586,3.628,170568.4,618540.4014,1506
1688947200000,2023-07-10,MATICBRL,3.388,3.684,3.303,3.594,600714.2,2119773.7606,2511
1688860800000,2023-07-09,MATICBRL,3.345,3.449,3.338,3.388,173014.9,588198.0882,1120
1688774400000,2023-07-08,MATICBRL,3.321,3.411,3.302,3.346,260015.2,869454.3302,1105
1688688000000,2023-07-07,MATICBRL,3.259,3.328,3.229,3.321,258894.5,853749.9353,1439
1688601600000,2023-07-06,MATICBRL,3.257,3.403,3.19,3.259,332144.3,1101741.8455,1735
1688515200000,2023-07-05,MATICBRL,3.385,3.43,3.225,3.262,288930.5,956192.9917,2019
1688428800000,2023-07-04,MATICBRL,3.434,3.457,3.35,3.387,282427.2,960125.0984,1900
1688342400000,2023-07-03,MATICBRL,3.295,3.474,3.268,3.429,371115.6,1251026.7354,2157
1688256000000,2023-07-02,MATICBRL,3.267,3.325,3.192,3.293,183191.0,594165.2414,1225
1688169600000,2023-07-01,MATICBRL,3.192,3.271,3.129,3.265,389813.2,1258626.0863,1762
1688083200000,2023-06-30,MATICBRL,3.046,3.25,2.964,3.189,701870.2,2198232.4909,3229
1687996800000,2023-06-29,MATICBRL,2.993,3.137,2.985,3.042,280068.9,855128.9363,1679
1687910400000,2023-06-28,MATICBRL,3.201,3.201,2.939,2.995,405560.6,1249672.3837,2445
1687824000000,2023-06-27,MATICBRL,3.098,3.248,3.086,3.2,225200.4,720377.1344,1585
1687737600000,2023-06-26,MATICBRL,3.212,3.216,3.052,3.099,272705.7,857042.1268,1743
1687651200000,2023-06-25,MATICBRL,3.14,3.255,3.116,3.217,150917.6,485860.5536,1226
1687564800000,2023-06-24,MATICBRL,3.256,3.313,3.089,3.145,237530.9,758655.821,1498
1687478400000,2023-06-23,MATICBRL,3.135,3.323,3.134,3.257,400303.3,1300396.1184,2054
1687392000000,2023-06-22,MATICBRL,3.195,3.383,3.125,3.14,316638.9,1023603.2452,2288
1687305600000,2023-06-21,MATICBRL,3.039,3.24,3.02,3.192,450506.4,1420230.0906,2676
1687219200000,2023-06-20,MATICBRL,2.945,3.068,2.85,3.038,297503.4,879211.704,1752
1687132800000,2023-06-19,MATICBRL,2.909,2.984,2.865,2.956,144002.5,420039.592,1330
1687046400000,2023-06-18,MATICBRL,2.983,3.012,2.892,2.904,109428.4,323967.9697,892
1686960000000,2023-06-17,MATICBRL,2.867,3.057,2.84,2.982,156485.3,466930.9528,1188
1686873600000,2023-06-16,MATICBRL,2.855,2.907,2.7,2.867,281931.1,796750.0179,1799
1686787200000,2023-06-15,MATICBRL,3.006,3.05,2.698,2.861,268240.5,769947.5954,2229
1686700800000,2023-06-14,MATICBRL,3.163,3.222,2.939,3.013,319735.4,995719.2444,1769
1686614400000,2023-06-13,MATICBRL,3.149,3.305,3.048,3.157,406484.2,1290194.2988,1701
1686528000000,2023-06-12,MATICBRL,3.137,3.24,3.05,3.149,163610.8,515007.2599,1428
1686441600000,2023-06-11,MATICBRL,3.012,3.268,2.936,3.137,270612.1,846941.9171,2133
1686355200000,2023-06-10,MATICBRL,3.576,3.577,2.551,3.019,1308144.1,3885072.1646,8583
1686268800000,2023-06-09,MATICBRL,3.885,3.914,3.55,3.577,212423.0,785408.8876,2193
1686182400000,2023-06-08,MATICBRL,3.8,3.903,3.75,3.884,122521.5,471810.3056,1599
1686096000000,2023-06-07,MATICBRL,4.063,4.063,3.773,3.8,248704.2,964355.1824,2622
1686009600000,2023-06-06,MATICBRL,4.166,4.176,3.934,4.062,244896.7,991535.5761,3064
1685923200000,2023-06-05,MATICBRL,4.475,4.479,4.09,4.166,207592.6,883480.3647,2479
1685836800000,2023-06-04,MATICBRL,4.509,4.548,4.473,4.479,123348.5,558101.7787,902
1685750400000,2023-06-03,MATICBRL,4.494,4.529,4.462,4.506,65197.4,293632.3946,698
1685664000000,2023-06-02,MATICBRL,4.487,4.585,4.442,4.494,137826.2,622154.4762,1066
1685577600000,2023-06-01,MATICBRL,4.542,4.577,4.461,4.489,141107.3,638725.3134,1221
1685491200000,2023-05-31,MATICBRL,4.567,4.586,4.45,4.533,115394.2,522686.8657,1077
1685404800000,2023-05-30,MATICBRL,4.587,4.638,4.488,4.567,142734.1,653452.8137,1268
1685318400000,2023-05-29,MATICBRL,4.733,4.765,4.563,4.59,187800.0,872052.5152,1358
1685232000000,2023-05-28,MATICBRL,4.638,4.8,4.62,4.728,253122.9,1190612.7469,922
1685145600000,2023-05-27,MATICBRL,4.572,4.65,4.561,4.638,75539.7,348842.8132,761
1685059200000,2023-05-26,MATICBRL,4.488,4.88,4.467,4.581,383089.4,1770267.0336,1683
1684972800000,2023-05-25,MATICBRL,4.364,4.545,4.27,4.483,290838.2,1292848.966,1068
1684886400000,2023-05-24,MATICBRL,4.45,4.454,4.273,4.361,203516.4,882864.638,988
1684800000000,2023-05-23,MATICBRL,4.364,4.462,4.345,4.447,144575.9,637564.6827,940
1684713600000,2023-05-22,MATICBRL,4.3,4.382,4.244,4.356,209336.2,901267.279,1069
1684627200000,2023-05-21,MATICBRL,4.382,4.391,4.294,4.3,96420.7,418577.5982,771
1684540800000,2023-05-20,MATICBRL,4.368,4.411,4.33,4.391,36876.2,161213.7517,749
1684454400000,2023-05-19,MATICBRL,4.357,4.403,4.315,4.364,113277.5,494649.2849,959
1684368000000,2023-05-18,MATICBRL,4.401,4.465,4.223,4.357,131066.5,571533.4498,1773
1684281600000,2023-05-17,MATICBRL,4.211,4.482,4.184,4.402,234849.5,1017811.4294,1698
1684195200000,2023-05-16,MATICBRL,4.245,4.265,4.138,4.223,84951.8,356634.503,871
1684108800000,2023-05-15,MATICBRL,4.279,4.354,4.215,4.245,198695.0,851222.587,1398
1684022400000,2023-05-14,MATICBRL,4.211,4.319,4.179,4.275,116801.4,498697.1042,914
1683936000000,2023-05-13,MATICBRL,4.307,4.308,4.205,4.208,156638.4,666536.1123,1252
1683849600000,2023-05-12,MATICBRL,4.187,4.344,4.07,4.302,200726.1,844939.2134,1905
1683763200000,2023-05-11,MATICBRL,4.369,4.371,4.125,4.188,146116.6,618938.9185,1723
1683676800000,2023-05-10,MATICBRL,4.397,4.515,4.171,4.369,209700.7,915104.1868,2656
1683590400000,2023-05-09,MATICBRL,4.546,4.576,4.348,4.399,151085.1,671263.32,1379
1683504000000,2023-05-08,MATICBRL,4.823,4.853,4.412,4.538,236387.7,1094708.753,2092
1683417600000,2023-05-07,MATICBRL,4.892,4.935,4.823,4.823,66090.4,323133.7435,852
1683331200000,2023-05-06,MATICBRL,4.971,4.994,4.757,4.888,157880.2,768982.0378,1546
1683244800000,2023-05-05,MATICBRL,4.915,5.026,4.902,4.969,127282.4,632212.4949,1164
1683158400000,2023-05-04,MATICBRL,5.05,5.062,4.9,4.913,194499.7,969723.3135,1333
1683072000000,2023-05-03,MATICBRL,4.952,5.102,4.866,5.051,192514.0,958413.0264,1472
1682985600000,2023-05-02,MATICBRL,4.844,4.966,4.815,4.951,132475.5,647895.686,1331
1682899200000,2023-05-01,MATICBRL,4.938,4.983,4.788,4.85,134160.7,655531.8402,1513
1682812800000,2023-04-30,MATICBRL,5.05,5.085,4.904,4.93,97525.8,488847.8296,1067
1682726400000,2023-04-29,MATICBRL,5.027,5.144,5.0,5.039,144047.8,730793.9422,1149
1682640000000,2023-04-28,MATICBRL,5.07,5.083,4.941,5.024,134813.6,675244.6868,1849
1682553600000,2023-04-27,MATICBRL,5.015,5.163,4.966,5.079,159712.4,809956.9989,1666
1682467200000,2023-04-26,MATICBRL,5.1,5.377,4.828,5.013,329042.4,1691284.6093,2256
1682380800000,2023-04-25,MATICBRL,5.025,5.168,4.84,5.111,206628.9,1023042.3492,1947
1682294400000,2023-04-24,MATICBRL,5.125,5.225,4.949,5.02,260210.5,1322204.0516,2186
1682208000000,2023-04-23,MATICBRL,5.254,5.282,5.031,5.132,220029.1,1135701.0489,1754
1682121600000,2023-04-22,MATICBRL,5.182,5.272,5.155,5.257,160001.1,833514.2469,1615
1682035200000,2023-04-21,MATICBRL,5.318,5.371,5.12,5.182,264757.0,1395725.5527,2055
1681948800000,2023-04-20,MATICBRL,5.555,5.629,5.269,5.318,310019.4,1691157.5502,2712
1681862400000,2023-04-19,MATICBRL,5.865,5.889,5.448,5.557,401038.5,2265602.7335,2796
1681776000000,2023-04-18,MATICBRL,5.739,5.89,5.701,5.869,283632.1,1649187.2416,1739
1681689600000,2023-04-17,MATICBRL,5.898,5.899,5.715,5.739,247100.9,1432609.5809,1651
1681603200000,2023-04-16,MATICBRL,5.849,5.929,5.753,5.899,134415.0,782233.5186,896
1681516800000,2023-04-15,MATICBRL,5.74,5.887,5.661,5.847,137754.5,797451.1153,1422
1681430400000,2023-04-14,MATICBRL,5.619,5.883,5.618,5.744,407359.4,2352790.9092,3209
1681344000000,2023-04-13,MATICBRL,5.475,5.65,5.439,5.614,180419.5,1007494.6583,2122
1681257600000,2023-04-12,MATICBRL,5.593,5.616,5.431,5.471,200015.4,1099870.5981,2174
1681171200000,2023-04-11,MATICBRL,5.695,5.739,5.581,5.588,222360.2,1259269.9397,2259
1681084800000,2023-04-10,MATICBRL,5.6,5.708,5.538,5.695,197228.8,1111472.469,1707
1680998400000,2023-04-09,MATICBRL,5.614,5.654,5.528,5.603,130331.1,728752.4193,1149
1680912000000,2023-04-08,MATICBRL,5.641,5.699,5.605,5.616,124848.7,706569.0517,1162
1680825600000,2023-04-07,MATICBRL,5.676,5.705,5.59,5.641,80529.5,454958.0351,1152
1680739200000,2023-04-06,MATICBRL,5.771,5.798,5.644,5.673,128857.7,735298.478,1687
1680652800000,2023-04-05,MATICBRL,5.816,5.952,5.7,5.777,185494.0,1081337.689,1865
1680566400000,2023-04-04,MATICBRL,5.604,5.883,5.58,5.814,193794.1,1116793.7409,1669
1680480000000,2023-04-03,MATICBRL,5.622,5.72,5.489,5.598,131161.9,735380.5266,1491
1680393600000,2023-04-02,MATICBRL,5.688,5.732,5.554,5.622,97198.0,549383.0089,820
1680307200000,2023-04-01,MATICBRL,5.716,5.763,5.61,5.686,84029.2,476387.1977,777
1680220800000,2023-03-31,MATICBRL,5.64,5.738,5.525,5.714,91277.4,515172.5069,948
1680134400000,2023-03-30,MATICBRL,5.802,5.872,5.562,5.642,145219.1,825761.7628,1172
1680048000000,2023-03-29,MATICBRL,5.652,5.95,5.645,5.801,192126.4,1121918.9687,1204
1679961600000,2023-03-28,MATICBRL,5.5,5.741,5.437,5.652,141039.4,788710.437,1063
1679875200000,2023-03-27,MATICBRL,5.856,5.866,5.402,5.502,178985.6,998827.8292,1354
1679788800000,2023-03-26,MATICBRL,5.72,5.922,5.688,5.849,130630.2,761024.315,797
1679702400000,2023-03-25,MATICBRL,5.802,5.894,5.646,5.721,99679.6,574324.1393,818
1679616000000,2023-03-24,MATICBRL,6.027,6.1,5.65,5.799,241465.2,1413715.9516,1547
1679529600000,2023-03-23,MATICBRL,5.867,6.14,5.827,6.027,257481.6,1538528.5283,1791
1679443200000,2023-03-22,MATICBRL,6.099,6.156,5.735,5.874,368394.7,2196648.499,2074
1679356800000,2023-03-21,MATICBRL,5.833,6.184,5.729,6.105,283122.9,1700806.9573,1751
1679270400000,2023-03-20,MATICBRL,6.183,6.201,5.813,5.84,423534.4,2542123.403,2253
1679184000000,2023-03-19,MATICBRL,6.177,6.423,6.131,6.175,284787.7,1792305.643,1560
1679097600000,2023-03-18,MATICBRL,6.488,6.618,6.156,6.188,566018.6,3641056.4499,2552
1679011200000,2023-03-17,MATICBRL,6.048,6.522,5.993,6.49,595607.0,3753334.893,3204
1678924800000,2023-03-16,MATICBRL,5.91,6.106,5.842,6.052,211620.4,1270213.856,1659
1678838400000,2023-03-15,MATICBRL,6.319,6.466,5.737,5.9,426617.4,2612705.1147,2863
1678752000000,2023-03-14,MATICBRL,6.25,6.541,5.974,6.328,575739.8,3650554.3676,3394
1678665600000,2023-03-13,MATICBRL,5.952,6.5,5.641,6.25,566286.5,3415013.4902,3039
1678579200000,2023-03-12,MATICBRL,5.399,5.963,5.327,5.934,389969.1,2216623.7566,1934
1678492800000,2023-03-11,MATICBRL,5.541,5.721,4.99,5.399,259207.1,1398447.1069,1746
1678406400000,2023-03-10,MATICBRL,5.293,5.598,4.905,5.555,281666.7,1491453.698,2446
1678320000000,2023-03-09,MATICBRL,5.449,5.642,5.079,5.283,294581.4,1582668.0861,2548
1678233600000,2023-03-08,MATICBRL,6.017,6.04,5.4,5.445,275744.1,1574854.5318,2256
1678147200000,2023-03-07,MATICBRL,5.87,6.067,5.812,6.013,203673.9,1212799.026,1719
1678060800000,2023-03-06,MATICBRL,5.936,5.972,5.837,5.872,105792.0,623369.7375,1475
1677974400000,2023-03-05,MATICBRL,5.9,6.067,5.861,5.943,102888.1,616089.8802,1119
1677888000000,2023-03-04,MATICBRL,6.124,6.154,5.724,5.905,149674.1,889827.6432,1596
1677801600000,2023-03-03,MATICBRL,6.417,6.419,5.911,6.124,308130.2,1880072.0851,2502
1677715200000,2023-03-02,MATICBRL,6.51,6.531,6.237,6.4,156289.8,990095.0111,1480
1677628800000,2023-03-01,MATICBRL,6.27,6.591,6.238,6.527,173727.9,1122326.0341,1735
1677542400000,2023-02-28,MATICBRL,6.444,6.524,6.201,6.26,179042.0,1144572.0027,1757
1677456000000,2023-02-27,MATICBRL,6.691,6.712,6.345,6.444,211788.0,1379571.4162,1810
1677369600000,2023-02-26,MATICBRL,6.508,6.772,6.463,6.694,145842.4,966948.1101,1448
1677283200000,2023-02-25,MATICBRL,6.613,6.666,6.243,6.511,217397.6,1410912.8388,2187
1677196800000,2023-02-24,MATICBRL,6.966,7.036,6.505,6.613,328239.5,2217183.5786,3254
1677110400000,2023-02-23,MATICBRL,7.245,7.352,6.871,6.984,293751.1,2081414.1154,2803
1677024000000,2023-02-22,MATICBRL,7.225,7.276,6.888,7.232,367998.2,2600491.4059,3256
1676937600000,2023-02-21,MATICBRL,7.66,7.799,7.116,7.23,300884.5,2220312.9255,3016
1676851200000,2023-02-20,MATICBRL,7.75,7.84,7.508,7.648,194328.5,1494292.9849,2417
1676764800000,2023-02-19,MATICBRL,7.73,7.98,7.632,7.746,285598.9,2241651.6976,2797
1676678400000,2023-02-18,MATICBRL,7.935,8.146,7.652,7.733,465155.3,3677520.97,4167
1676592000000,2023-02-17,MATICBRL,7.161,8.046,7.161,7.935,962619.4,7382265.4664,6999
1676505600000,2023-02-16,MATICBRL,6.9,7.668,6.836,7.165,920494.1,6666884.4936,7372
1676419200000,2023-02-15,MATICBRL,6.555,6.915,6.425,6.899,448723.8,3006514.9009,4107
1676332800000,2023-02-14,MATICBRL,6.167,6.571,6.036,6.557,426872.4,2713690.7625,3506
1676246400000,2023-02-13,MATICBRL,6.53,6.567,5.927,6.174,335404.0,2067211.2055,3547
1676160000000,2023-02-12,MATICBRL,6.574,6.857,6.426,6.525,331364.7,2227993.3387,1901
1676073600000,2023-02-11,MATICBRL,6.45,6.614,6.39,6.582,117537.7,763738.3511,1328
1675987200000,2023-02-10,MATICBRL,6.506,6.95,6.437,6.462,360107.7,2420909.085,2443
1675900800000,2023-02-09,MATICBRL,6.817,7.087,6.389,6.521,492400.6,3337069.0751,3263
1675814400000,2023-02-08,MATICBRL,6.613,7.091,6.557,6.817,430121.3,2914237.3818,3667
1675728000000,2023-02-07,MATICBRL,6.159,6.615,6.159,6.61,251096.1,1619354.5274,2257
1675641600000,2023-02-06,MATICBRL,6.256,6.447,6.1,6.173,154992.5,975160.9084,1863
1675555200000,2023-02-05,MATICBRL,6.487,6.51,6.133,6.256,188437.5,1192096.6654,1812
1675468800000,2023-02-04,MATICBRL,6.39,6.632,6.262,6.483,340466.9,2195660.07,2356
1675382400000,2023-02-03,MATICBRL,6.02,6.445,5.944,6.403,424734.6,2634981.4221,3295
1675296000000,2023-02-02,MATICBRL,6.066,6.343,5.969,6.003,505150.1,3128552.619,3897
1675209600000,2023-02-01,MATICBRL,5.692,6.123,5.475,6.075,385254.8,2214621.7244,2523
1675123200000,2023-01-31,MATICBRL,5.591,5.76,5.546,5.669,130576.2,739134.4218,1587
1675036800000,2023-01-30,MATICBRL,6.021,6.044,5.481,5.586,313456.5,1790519.4765,2587
1674950400000,2023-01-29,MATICBRL,5.876,6.149,5.797,6.032,301294.4,1804553.7938,1934
1674864000000,2023-01-28,MATICBRL,5.974,5.993,5.61,5.885,255503.7,1494099.3107,1737
1674777600000,2023-01-27,MATICBRL,5.73,6.096,5.44,5.956,325896.2,1875313.295,2487
1674691200000,2023-01-26,MATICBRL,5.081,5.76,5.052,5.748,436298.5,2379777.7384,2417
1674604800000,2023-01-25,MATICBRL,4.948,5.18,4.836,5.084,170560.7,845291.106,1417
1674518400000,2023-01-24,MATICBRL,5.19,5.424,4.917,4.95,330797.6,1720825.4501,1739
1674432000000,2023-01-23,MATICBRL,5.198,5.284,5.055,5.186,155897.9,810359.6824,1362
1674345600000,2023-01-22,MATICBRL,5.155,5.377,5.091,5.198,146212.2,763516.5516,1329
1674259200000,2023-01-21,MATICBRL,5.35,5.398,5.143,5.158,230857.2,1219948.5093,2043
1674172800000,2023-01-20,MATICBRL,4.964,5.356,4.88,5.346,197654.3,1014658.1777,2040
1674086400000,2023-01-19,MATICBRL,4.868,4.98,4.813,4.971,114468.6,562183.525,1303
1674000000000,2023-01-18,MATICBRL,5.122,5.217,4.795,4.874,256506.4,1299734.414,1686
1673913600000,2023-01-17,MATICBRL,5.27,5.367,5.123,5.133,143965.1,752273.4494,1443
1673827200000,2023-01-16,MATICBRL,5.045,5.369,4.98,5.27,259164.5,1350537.0055,1600
1673740800000,2023-01-15,MATICBRL,5.12,5.14,4.894,5.06,145099.7,727237.6995,1385
1673654400000,2023-01-14,MATICBRL,4.774,5.37,4.771,5.121,367539.1,1858171.1424,3200
1673568000000,2023-01-13,MATICBRL,4.736,4.818,4.612,4.776,183072.4,862350.4433,1857
1673481600000,2023-01-12,MATICBRL,4.644,4.748,4.45,4.736,298488.3,1383050.0711,2303
1673395200000,2023-01-11,MATICBRL,4.501,4.693,4.436,4.643,145941.8,658505.8382,1452
1673308800000,2023-01-10,MATICBRL,4.455,4.519,4.411,4.502,154056.9,688962.6739,1443
1673222400000,2023-01-09,MATICBRL,4.469,4.662,4.431,4.457,318782.2,1446839.855,2296
1673136000000,2023-01-08,MATICBRL,4.275,4.498,4.221,4.471,155786.3,672668.6345,1231
1673049600000,2023-01-07,MATICBRL,4.222,4.291,4.217,4.272,105729.0,450503.9669,1100
1672963200000,2023-01-06,MATICBRL,4.243,4.272,4.131,4.219,235611.4,986340.9404,1782
1672876800000,2023-01-05,MATICBRL,4.372,4.393,4.228,4.243,187759.3,807766.9534,1501
1672790400000,2023-01-04,MATICBRL,4.227,4.449,4.2,4.375,241758.5,1054799.147,1688
1672704000000,2023-01-03,MATICBRL,4.154,4.235,4.125,4.225,172014.9,718852.8885,1415
1672617600000,2023-01-02,MATICBRL,4.034,4.201,3.981,4.15,135967.3,563650.3502,1022
1672531200000,2023-01-01,MATICBRL,4.038,4.057,3.98,4.036,55320.9,222515.1541,543
1672444800000,2022-12-31,MATICBRL,4.068,4.109,4.024,4.036,73305.0,297842.1831,757
1672358400000,2022-12-30,MATICBRL,4.133,4.152,3.984,4.064,113256.0,457354.2839,1105
1672272000000,2022-12-29,MATICBRL,4.159,4.177,4.075,4.127,113925.5,470195.4516,1004
1672185600000,2022-12-28,MATICBRL,4.273,4.279,4.12,4.155,95954.4,399772.6116,1075
1672099200000,2022-12-27,MATICBRL,4.259,4.323,4.228,4.272,96079.0,410721.2809,835
1672012800000,2022-12-26,MATICBRL,4.122,4.283,4.118,4.254,82634.6,347262.2131,699
1671926400000,2022-12-25,MATICBRL,4.123,4.137,4.071,4.122,60252.5,247396.7699,483
1671840000000,2022-12-24,MATICBRL,4.143,4.154,4.115,4.123,94791.3,391576.3399,677
1671753600000,2022-12-23,MATICBRL,4.161,4.2,4.102,4.134,134673.2,559660.8884,896
1671667200000,2022-12-22,MATICBRL,4.155,4.174,4.036,4.162,137735.7,566099.5812,1002
1671580800000,2022-12-21,MATICBRL,4.209,4.22,4.12,4.158,131528.7,547246.9198,989
1671494400000,2022-12-20,MATICBRL,4.115,4.269,4.089,4.212,214198.4,901479.1571,1345
1671408000000,2022-12-19,MATICBRL,4.316,4.355,4.044,4.111,97270.7,405842.409,933
1671321600000,2022-12-18,MATICBRL,4.327,4.375,4.263,4.302,47103.2,202703.4786,571
1671235200000,2022-12-17,MATICBRL,4.234,4.34,4.154,4.326,92164.9,392472.7517,1042
1671148800000,2022-12-16,MATICBRL,4.666,4.707,4.166,4.238,331435.9,1445138.2765,2172
1671062400000,2022-12-15,MATICBRL,4.738,4.758,4.639,4.665,161487.9,757988.9423,1248
1670976000000,2022-12-14,MATICBRL,4.844,4.97,4.729,4.746,199387.6,968981.8159,1373
1670889600000,2022-12-13,MATICBRL,4.784,4.919,4.631,4.84,336754.7,1615810.703,1991
1670803200000,2022-12-12,MATICBRL,4.676,4.798,4.58,4.791,149735.3,701124.3722,1301
1670716800000,2022-12-11,MATICBRL,4.766,4.803,4.664,4.682,134039.5,633654.3597,951
1670630400000,2022-12-10,MATICBRL,4.783,4.798,4.73,4.761,45244.9,215429.7787,542
1670544000000,2022-12-09,MATICBRL,4.864,4.896,4.769,4.783,78589.6,379833.6182,689
1670457600000,2022-12-08,MATICBRL,4.73,4.877,4.651,4.869,83616.5,399639.1526,822
1670371200000,2022-12-07,MATICBRL,4.831,4.851,4.607,4.71,100441.6,472958.1202,994
1670284800000,2022-12-06,MATICBRL,4.798,4.856,4.743,4.83,83210.8,398939.6953,807
1670198400000,2022-12-05,MATICBRL,4.812,4.921,4.757,4.795,83814.0,405162.5457,855
1670112000000,2022-12-04,MATICBRL,4.736,5.62,4.7,4.811,1216803.6,6492498.2549,1489
1670025600000,2022-12-03,MATICBRL,4.935,4.965,4.716,4.738,60179.8,290863.7486,596
1669939200000,2022-12-02,MATICBRL,4.746,4.965,4.695,4.935,143023.1,688121.4306,778
1669852800000,2022-12-01,MATICBRL,4.897,4.947,4.725,4.744,155537.7,749627.8625,1154
1669766400000,2022-11-30,MATICBRL,4.465,4.93,4.459,4.893,161895.7,763663.6475,1268
1669680000000,2022-11-29,MATICBRL,4.418,4.542,4.383,4.465,98768.2,441020.8277,838
1669593600000,2022-11-28,MATICBRL,4.564,4.572,4.335,4.423,82237.7,363619.5869,857
1669507200000,2022-11-27,MATICBRL,4.567,4.667,4.529,4.551,86713.5,400885.6886,655
1669420800000,2022-11-26,MATICBRL,4.57,4.699,4.522,4.571,96510.6,445672.5405,778
1669334400000,2022-11-25,MATICBRL,4.55,4.599,4.4,4.551,86608.1,392343.7826,825
1669248000000,2022-11-24,MATICBRL,4.623,4.762,4.515,4.546,149047.7,689248.4531,973
1669161600000,2022-11-23,MATICBRL,4.581,4.689,4.51,4.639,204968.8,944174.0425,1193
1669075200000,2022-11-22,MATICBRL,4.251,4.62,4.174,4.581,270499.6,1215211.8669,1361
1668988800000,2022-11-21,MATICBRL,4.372,4.414,4.09,4.251,337682.7,1446994.7459,1888
1668902400000,2022-11-20,MATICBRL,4.73,4.761,4.318,4.38,221720.0,1004331.2446,1240
1668816000000,2022-11-19,MATICBRL,4.736,4.767,4.593,4.74,136643.9,640794.1692,912
1668729600000,2022-11-18,MATICBRL,4.7,4.834,4.682,4.744,202805.6,965596.1542,1380
1668643200000,2022-11-17,MATICBRL,4.814,4.878,4.633,4.703,262975.6,1247812.5535,1541
1668556800000,2022-11-16,MATICBRL,4.974,5.03,4.68,4.814,217841.6,1046600.1054,1538
1668470400000,2022-11-15,MATICBRL,4.849,5.14,4.809,4.965,188997.8,945527.7523,1485
1668384000000,2022-11-14,MATICBRL,4.653,5.072,4.37,4.85,956450.1,4637433.894,4070
1668297600000,2022-11-13,MATICBRL,4.953,5.086,4.52,4.653,318233.1,1505131.0624,1793
