https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume ADA,Volume BRL,tradecount
1670976000000,2022-12-14,ADABRL,1.644,1.662,1.605,1.618,266309.7,435968.6391,981
1670889600000,2022-12-13,ADABRL,1.61,1.666,1.577,1.645,501700.3,807575.7493,1197
1670803200000,2022-12-12,ADABRL,1.612,1.619,1.582,1.61,171179.5,274452.1507,819
1670716800000,2022-12-11,ADABRL,1.637,1.649,1.605,1.613,103919.9,169419.9592,460
1670630400000,2022-12-10,ADABRL,1.64,1.65,1.631,1.637,136625.1,223910.9704,517
1670544000000,2022-12-09,ADABRL,1.647,1.656,1.627,1.638,182766.1,300162.7328,570
1670457600000,2022-12-08,ADABRL,1.627,1.654,1.61,1.648,245518.0,400687.1986,806
1670371200000,2022-12-07,ADABRL,1.673,1.687,1.612,1.629,493174.0,812020.5786,1220
1670284800000,2022-12-06,ADABRL,1.683,1.693,1.658,1.676,198190.4,330734.496,797
1670198400000,2022-12-05,ADABRL,1.686,1.713,1.675,1.685,336161.4,569934.0977,909
1670112000000,2022-12-04,ADABRL,1.679,1.73,1.375,1.686,5755716.6,8584123.7959,2281
1670025600000,2022-12-03,ADABRL,1.665,1.97,1.655,1.678,1394844.9,2556616.1001,1114
1669939200000,2022-12-02,ADABRL,1.642,1.683,1.623,1.663,206147.9,341112.9615,775
1669852800000,2022-12-01,ADABRL,1.673,1.678,1.634,1.638,196361.9,324878.7036,840
1669766400000,2022-11-30,ADABRL,1.646,1.697,1.631,1.673,277627.3,462491.8101,1286
1669680000000,2022-11-29,ADABRL,1.652,1.677,1.63,1.649,196650.2,324662.6743,841
1669593600000,2022-11-28,ADABRL,1.685,1.689,1.62,1.65,190189.1,313159.2097,601
1669507200000,2022-11-27,ADABRL,1.691,1.72,1.677,1.685,117569.2,200098.7756,487
1669420800000,2022-11-26,ADABRL,1.698,1.739,1.4,1.691,1008640.1,1535524.4589,1174
1669334400000,2022-11-25,ADABRL,1.696,1.718,1.652,1.703,215435.6,363124.1215,705
1669248000000,2022-11-24,ADABRL,1.712,1.72,1.667,1.698,256216.3,432688.762,900
1669161600000,2022-11-23,ADABRL,1.682,1.727,1.664,1.711,511593.8,869143.398,1278
1669075200000,2022-11-22,ADABRL,1.626,1.694,1.589,1.694,738320.8,1208550.527,1265
1668988800000,2022-11-21,ADABRL,1.691,1.694,1.58,1.627,1263042.0,2073800.7682,2208
1668902400000,2022-11-20,ADABRL,1.769,1.788,1.679,1.693,249411.3,429909.4282,866
1668816000000,2022-11-19,ADABRL,1.755,1.792,1.735,1.773,190547.0,336040.8375,1118
1668729600000,2022-11-18,ADABRL,1.749,1.787,1.73,1.756,434884.8,762931.7846,1166
1668643200000,2022-11-17,ADABRL,1.777,1.786,1.72,1.749,499410.2,872420.3002,1327
1668556800000,2022-11-16,ADABRL,1.778,1.81,1.713,1.777,326172.3,575246.7683,1130
1668470400000,2022-11-15,ADABRL,1.755,1.821,1.748,1.779,315556.9,564112.898,1191
1668384000000,2022-11-14,ADABRL,1.724,1.925,1.651,1.759,1160909.7,2013105.5183,2619
1668297600000,2022-11-13,ADABRL,1.785,1.813,1.691,1.72,923376.4,1607778.2728,1893
1668211200000,2022-11-12,ADABRL,1.887,1.893,1.759,1.784,473758.4,862315.031,1969
1668124800000,2022-11-11,ADABRL,1.972,2.024,1.83,1.886,2389191.4,4471226.0116,2550
1668038400000,2022-11-10,ADABRL,1.678,2.073,1.658,1.979,1091401.3,2067519.0583,4047
1667952000000,2022-11-09,ADABRL,1.947,1.991,1.643,1.674,1304106.3,2384558.6792,4129
1667865600000,2022-11-08,ADABRL,2.1,2.15,1.83,1.947,2005505.1,4010570.0242,3945
1667779200000,2022-11-07,ADABRL,2.049,2.43,2.029,2.092,2205032.2,5044044.1141,2269
1667692800000,2022-11-06,ADABRL,2.173,2.19,2.05,2.05,306648.8,654985.7127,1288
1667606400000,2022-11-05,ADABRL,2.148,2.225,2.138,2.17,384716.1,837628.3204,1187
1667520000000,2022-11-04,ADABRL,2.011,2.169,2.003,2.144,713417.8,1500159.9327,2082
1667433600000,2022-11-03,ADABRL,2.002,2.066,1.995,2.009,317643.3,646140.5114,1147
1667347200000,2022-11-02,ADABRL,2.077,2.118,1.978,2.003,650763.1,1331812.9358,1673
1667260800000,2022-11-01,ADABRL,2.118,2.165,2.059,2.08,479795.3,1005530.3647,1165
1667174400000,2022-10-31,ADABRL,2.172,2.228,2.095,2.121,503312.8,1083825.3991,1359
1667088000000,2022-10-30,ADABRL,2.232,2.232,2.125,2.174,285931.6,618670.2844,868
1667001600000,2022-10-29,ADABRL,2.149,2.331,2.133,2.231,946035.8,2118180.394,1925
1666915200000,2022-10-28,ADABRL,2.064,2.186,2.015,2.149,613024.7,1284464.6509,1665
1666828800000,2022-10-27,ADABRL,2.151,2.233,2.056,2.063,527225.0,1123673.1751,1542
1666742400000,2022-10-26,ADABRL,2.113,2.182,2.084,2.151,514919.6,1101923.0668,1651
1666656000000,2022-10-25,ADABRL,1.891,2.205,1.89,2.108,1149134.2,2403072.1248,2816
1666569600000,2022-10-24,ADABRL,1.882,1.915,1.848,1.887,348319.7,658956.1576,1320
1666483200000,2022-10-23,ADABRL,1.832,1.89,1.804,1.882,187953.2,346277.2582,595
1666396800000,2022-10-22,ADABRL,1.818,1.844,1.789,1.832,238961.6,435693.6478,984
1666310400000,2022-10-21,ADABRL,1.789,1.823,1.748,1.816,572930.6,1024791.0834,1447
1666224000000,2022-10-20,ADABRL,1.853,1.887,1.772,1.788,343965.4,629007.9975,1312
1666137600000,2022-10-19,ADABRL,1.908,1.91,1.841,1.855,350969.7,661779.4713,1221
1666051200000,2022-10-18,ADABRL,1.971,1.977,1.887,1.913,294492.8,569359.7136,1101
1665964800000,2022-10-17,ADABRL,1.961,1.984,1.937,1.966,439490.9,863205.7908,1037
1665878400000,2022-10-16,ADABRL,1.941,1.987,1.939,1.963,214623.5,420917.52,812
1665792000000,2022-10-15,ADABRL,1.954,1.972,1.93,1.943,248062.2,485280.0036,1031
1665705600000,2022-10-14,ADABRL,1.987,2.042,1.926,1.954,529588.6,1054098.7112,2383
1665619200000,2022-10-13,ADABRL,2.017,2.019,1.857,1.986,1194491.5,2317416.3547,3993
1665532800000,2022-10-12,ADABRL,2.069,2.095,1.989,2.018,387761.25,792657.228,2289
1665446400000,2022-10-11,ADABRL,2.096,2.101,2.008,2.069,605990.0,1252427.6184,2963
1665360000000,2022-10-10,ADABRL,2.22,2.238,2.081,2.096,372227.3,803194.332,2064
1665273600000,2022-10-09,ADABRL,2.209,2.224,2.198,2.219,146026.4,323333.7474,987
1665187200000,2022-10-08,ADABRL,2.221,2.238,2.196,2.211,166734.6,370297.6061,785
1665100800000,2022-10-07,ADABRL,2.253,2.26,2.201,2.22,294574.9,656297.0812,978
1665014400000,2022-10-06,ADABRL,2.252,2.281,2.235,2.252,262611.8,592281.437,1003
1664928000000,2022-10-05,ADABRL,2.264,2.271,2.223,2.25,314807.6,707095.789,1138
1664841600000,2022-10-04,ADABRL,2.222,2.277,2.209,2.265,495562.1,1114862.6093,1267
1664755200000,2022-10-03,ADABRL,2.264,2.284,2.188,2.22,473417.0,1050970.8083,1393
1664668800000,2022-10-02,ADABRL,2.319,2.328,2.255,2.264,246670.1,563991.9733,893
1664582400000,2022-10-01,ADABRL,2.34,2.352,2.303,2.314,182191.8,423658.9198,790
1664496000000,2022-09-30,ADABRL,2.355,2.37,2.308,2.342,409254.5,954773.075,1409
1664409600000,2022-09-29,ADABRL,2.336,2.359,2.304,2.355,300008.1,699716.4294,1048
1664323200000,2022-09-28,ADABRL,2.358,2.365,2.283,2.338,449837.1,1043745.5544,1468
1664236800000,2022-09-27,ADABRL,2.376,2.447,2.34,2.359,441069.9,1056105.8082,1797
1664150400000,2022-09-26,ADABRL,2.332,2.387,2.287,2.377,428595.1,1006298.4639,1857
1664064000000,2022-09-25,ADABRL,2.357,2.411,2.299,2.333,337286.8,794339.0056,2169
1663977600000,2022-09-24,ADABRL,2.414,2.446,2.355,2.36,682708.2,1643890.0269,2327
1663891200000,2022-09-23,ADABRL,2.36,2.483,2.329,2.414,681157.1,1633094.7379,2366
1663804800000,2022-09-22,ADABRL,2.287,2.399,2.264,2.359,488183.9,1147385.0784,1753
1663718400000,2022-09-21,ADABRL,2.29,2.397,2.246,2.298,937401.2,2174840.791,2704
1663632000000,2022-09-20,ADABRL,2.357,2.362,2.267,2.286,474759.3,1094837.3109,1499
1663545600000,2022-09-19,ADABRL,2.366,2.39,2.293,2.355,515083.3,1203983.9106,1850
1663459200000,2022-09-18,ADABRL,2.555,2.58,2.332,2.361,357721.6,868075.0023,1282
1663372800000,2022-09-17,ADABRL,2.495,2.57,2.49,2.567,321816.6,815449.4644,1087
1663286400000,2022-09-16,ADABRL,2.457,2.502,2.408,2.5,350535.3,857582.6539,1391
1663200000000,2022-09-15,ADABRL,2.497,2.503,2.414,2.452,305306.6,751523.2984,1205
1663113600000,2022-09-14,ADABRL,2.416,2.527,2.407,2.498,389220.1,967442.3167,1782
1663027200000,2022-09-13,ADABRL,2.557,2.594,2.403,2.416,738674.7,1825217.1401,2519
1662940800000,2022-09-12,ADABRL,2.631,2.677,2.542,2.556,549450.8,1433667.8004,1901
1662854400000,2022-09-11,ADABRL,2.653,2.689,2.586,2.631,358382.4,946636.2534,1377
1662768000000,2022-09-10,ADABRL,2.599,2.707,2.56,2.649,841076.0,2236010.9326,2101
1662681600000,2022-09-09,ADABRL,2.5,2.61,2.499,2.599,536236.2,1370292.4909,2275
1662595200000,2022-09-08,ADABRL,2.515,2.522,2.422,2.505,225950.4,560025.6491,1506
1662508800000,2022-09-07,ADABRL,2.433,2.53,2.388,2.507,461497.4,1139365.112,1865
1662422400000,2022-09-06,ADABRL,2.582,2.65,2.419,2.433,715714.4,1808246.1435,3024
1662336000000,2022-09-05,ADABRL,2.621,2.634,2.507,2.586,382900.5,977554.3155,1501
1662249600000,2022-09-04,ADABRL,2.496,2.65,2.478,2.613,504456.3,1304729.3652,1933
1662163200000,2022-09-03,ADABRL,2.362,2.526,2.356,2.499,457798.1,1131521.1704,2090
1662076800000,2022-09-02,ADABRL,2.396,2.422,2.335,2.362,363347.2,864652.2241,1487
1661990400000,2022-09-01,ADABRL,2.307,2.4,2.287,2.391,437409.8,1027236.73,1625
1661904000000,2022-08-31,ADABRL,2.332,2.387,2.302,2.302,220257.2,516903.5501,2523
1661817600000,2022-08-30,ADABRL,2.278,2.347,2.239,2.324,360081.0,825190.3823,1337
1661731200000,2022-08-29,ADABRL,2.196,2.289,2.168,2.276,242542.9,544029.9118,1008
1661644800000,2022-08-28,ADABRL,2.296,2.318,2.19,2.192,172553.9,390221.4855,794
1661558400000,2022-08-27,ADABRL,2.198,2.304,2.176,2.296,286949.1,645918.9743,1158
1661472000000,2022-08-26,ADABRL,2.388,2.478,2.174,2.198,1464165.1,3464808.637,5668
1661385600000,2022-08-25,ADABRL,2.352,2.435,2.352,2.388,624353.0,1489214.2985,2574
1661299200000,2022-08-24,ADABRL,2.392,2.397,2.329,2.351,757038.0,1788994.235,3143
1661212800000,2022-08-23,ADABRL,2.391,2.41,2.314,2.391,718101.5,1699498.2765,3044
1661126400000,2022-08-22,ADABRL,2.415,2.418,2.287,2.392,409936.6,963379.7965,2790
1661040000000,2022-08-21,ADABRL,2.358,2.464,2.333,2.415,304390.3,732809.9383,1573
1660953600000,2022-08-20,ADABRL,2.347,2.414,2.277,2.355,545144.6,1282836.5371,2025
1660867200000,2022-08-19,ADABRL,2.662,2.665,2.329,2.351,1224581.5,3014044.5745,3307
1660780800000,2022-08-18,ADABRL,2.798,2.815,2.64,2.666,531248.4,1457858.1219,1346
1660694400000,2022-08-17,ADABRL,2.87,2.998,2.759,2.777,949633.8,2708987.9141,1954
1660608000000,2022-08-16,ADABRL,2.81,2.931,2.8,2.878,692312.6,1990328.1101,1578
1660521600000,2022-08-15,ADABRL,2.912,2.966,2.78,2.811,571324.2,1632327.6889,1744
1660435200000,2022-08-14,ADABRL,2.855,3.035,2.844,2.911,733826.3,2165123.4687,1856
1660348800000,2022-08-13,ADABRL,2.755,2.888,2.738,2.857,671196.9,1901476.403,1617
1660262400000,2022-08-12,ADABRL,2.735,2.772,2.7,2.756,355503.8,969680.8183,1186
1660176000000,2022-08-11,ADABRL,2.745,2.792,2.722,2.747,445481.2,1229089.9452,1450
1660089600000,2022-08-10,ADABRL,2.641,2.746,2.591,2.744,677556.3,1820920.5355,1754
1660003200000,2022-08-09,ADABRL,2.761,2.761,2.615,2.645,494377.0,1317666.6728,1436
1659916800000,2022-08-08,ADABRL,2.741,2.839,2.716,2.761,647801.0,1799099.801,1675
1659830400000,2022-08-07,ADABRL,2.656,2.788,2.633,2.742,471632.2,1280482.2455,1104
1659744000000,2022-08-06,ADABRL,2.683,2.71,2.65,2.657,181532.2,487023.496,868
1659657600000,2022-08-05,ADABRL,2.622,2.719,2.619,2.682,323682.5,862538.0402,1100
1659571200000,2022-08-04,ADABRL,2.656,2.708,2.591,2.622,416997.9,1099260.099,1164
1659484800000,2022-08-03,ADABRL,2.63,2.733,2.593,2.659,492440.6,1324920.9336,1286
1659398400000,2022-08-02,ADABRL,2.669,2.681,2.547,2.631,632870.9,1654359.3201,1460
1659312000000,2022-08-01,ADABRL,2.69,2.745,2.605,2.672,556479.9,1481958.9115,1441
1659225600000,2022-07-31,ADABRL,2.729,2.829,2.68,2.697,377584.1,1040206.074,1154
1659139200000,2022-07-30,ADABRL,2.72,2.897,2.66,2.743,763537.4,2128977.0357,1900
1659052800000,2022-07-29,ADABRL,2.676,2.832,2.641,2.717,806453.9,2209123.8569,2193
1658966400000,2022-07-28,ADABRL,2.695,2.723,2.573,2.677,649967.9,1731761.1904,1762
1658880000000,2022-07-27,ADABRL,2.522,2.706,2.47,2.693,825082.8,2125585.6833,1977
1658793600000,2022-07-26,ADABRL,2.569,2.577,2.431,2.525,617848.5,1538293.8108,1633
1658707200000,2022-07-25,ADABRL,2.825,2.84,2.562,2.565,504375.3,1350776.8899,1641
1658620800000,2022-07-24,ADABRL,2.856,2.95,2.815,2.826,439074.8,1260122.8731,1358
1658534400000,2022-07-23,ADABRL,2.676,2.865,2.617,2.855,429779.2,1173866.7676,1325
1658448000000,2022-07-22,ADABRL,2.743,2.807,2.638,2.672,451062.0,1229348.1557,1434
1658361600000,2022-07-21,ADABRL,2.694,2.769,2.618,2.752,573660.4,1545031.2766,1660
1658275200000,2022-07-20,ADABRL,2.802,2.975,2.674,2.691,1034554.8,2921249.5318,2746
1658188800000,2022-07-19,ADABRL,2.665,2.853,2.577,2.797,933492.7,2545238.7055,2515
1658102400000,2022-07-18,ADABRL,2.439,2.686,2.416,2.67,1078563.2,2799698.7604,2386
1658016000000,2022-07-17,ADABRL,2.489,2.52,2.401,2.427,447072.4,1097368.4434,1003
1657929600000,2022-07-16,ADABRL,2.398,2.492,2.346,2.48,310372.8,756206.4308,991
1657843200000,2022-07-15,ADABRL,2.402,2.455,2.339,2.398,669126.7,1605805.0496,1387
1657756800000,2022-07-14,ADABRL,2.374,2.432,2.267,2.398,575989.9,1356345.4742,1326
1657670400000,2022-07-13,ADABRL,2.275,2.39,2.208,2.374,739913.2,1700490.1237,1871
1657584000000,2022-07-12,ADABRL,2.346,2.385,2.275,2.281,510144.2,1194150.4357,1494
1657497600000,2022-07-11,ADABRL,2.447,2.453,2.333,2.347,554032.1,1324889.0196,1457
1657411200000,2022-07-10,ADABRL,2.528,2.54,2.414,2.449,309612.0,761941.593,961
1657324800000,2022-07-09,ADABRL,2.476,2.565,2.464,2.535,258243.7,654108.8158,877
1657238400000,2022-07-08,ADABRL,2.569,2.643,2.466,2.471,527971.9,1335409.4062,1746
1657152000000,2022-07-07,ADABRL,2.508,2.595,2.489,2.566,526155.7,1336730.1238,1841
1657065600000,2022-07-06,ADABRL,2.465,2.526,2.414,2.507,347277.0,861630.4686,1421
1656979200000,2022-07-05,ADABRL,2.51,2.516,2.404,2.466,598104.1,1465805.7438,1387
1656892800000,2022-07-04,ADABRL,2.431,2.533,2.375,2.507,559531.8,1380237.8921,1375
1656806400000,2022-07-03,ADABRL,2.427,2.455,2.375,2.436,140198.8,338477.1126,442
1656720000000,2022-07-02,ADABRL,2.4,2.461,2.359,2.429,179832.6,435194.173,541
1656633600000,2022-07-01,ADABRL,2.427,2.494,2.345,2.394,439192.0,1055955.1463,1002
1656547200000,2022-06-30,ADABRL,2.422,2.434,2.286,2.424,528114.0,1235507.4727,1285
1656460800000,2022-06-29,ADABRL,2.476,2.516,2.409,2.424,294964.6,725776.8824,926
1656374400000,2022-06-28,ADABRL,2.541,2.601,2.468,2.476,456355.3,1157900.4942,1033
1656288000000,2022-06-27,ADABRL,2.573,2.67,2.495,2.542,472468.8,1217733.1203,1085
1656201600000,2022-06-26,ADABRL,2.608,2.75,2.571,2.579,538882.8,1435328.1163,1323
1656115200000,2022-06-25,ADABRL,2.619,2.66,2.518,2.616,381696.6,988946.8172,1128
1656028800000,2022-06-24,ADABRL,2.519,2.668,2.499,2.607,1028619.1,2682910.0814,2207
1655942400000,2022-06-23,ADABRL,2.397,2.535,2.384,2.519,653936.1,1613024.9708,1392
1655856000000,2022-06-22,ADABRL,2.474,2.49,2.37,2.397,535722.6,1299982.5185,1400
1655769600000,2022-06-21,ADABRL,2.54,2.642,2.454,2.473,898593.3,2297080.9063,2052
1655683200000,2022-06-20,ADABRL,2.509,2.62,2.387,2.549,980899.7,2470363.7173,2126
1655596800000,2022-06-19,ADABRL,2.362,2.535,2.26,2.509,1007283.0,2429773.2499,2009
1655510400000,2022-06-18,ADABRL,2.518,2.561,2.188,2.367,1533965.8,3602345.6571,3147
1655424000000,2022-06-17,ADABRL,2.448,2.573,2.426,2.523,747770.3,1880666.7408,1750
1655337600000,2022-06-16,ADABRL,2.721,2.78,2.404,2.442,1372181.0,3534693.4513,3457
1655251200000,2022-06-15,ADABRL,2.495,2.738,2.328,2.728,3988067.1,10019400.2022,7851
1655164800000,2022-06-14,ADABRL,2.395,2.683,2.261,2.495,3121355.4,7806380.3567,6330
1655078400000,2022-06-13,ADABRL,2.482,2.537,2.208,2.398,4493848.0,10606950.859,9600
1654992000000,2022-06-12,ADABRL,2.785,2.817,2.476,2.477,1602786.1,4211645.8504,4000
1654905600000,2022-06-11,ADABRL,2.879,3.086,2.734,2.775,1175979.6,3387953.9639,3139
1654819200000,2022-06-10,ADABRL,3.115,3.135,2.852,2.879,1328601.9,3936578.4519,3555
1654732800000,2022-06-09,ADABRL,3.159,3.23,3.078,3.116,786588.2,2474563.5359,2454
1654646400000,2022-06-08,ADABRL,2.995,3.272,2.957,3.15,2079732.0,6567647.6352,4915
1654560000000,2022-06-07,ADABRL,2.935,3.145,2.755,2.998,1850849.7,5466623.7765,4610
1654473600000,2022-06-06,ADABRL,2.731,3.093,2.719,2.936,1596346.9,4715109.4068,4245
1654387200000,2022-06-05,ADABRL,2.725,2.794,2.666,2.732,367246.8,1004575.928,1368
1654300800000,2022-06-04,ADABRL,2.693,2.747,2.623,2.725,543321.1,1460161.9877,1720
1654214400000,2022-06-03,ADABRL,2.827,2.913,2.595,2.693,1170923.0,3192474.2217,3372
1654128000000,2022-06-02,ADABRL,2.675,2.868,2.663,2.827,1436323.6,3979672.7417,3881
1654041600000,2022-06-01,ADABRL,2.992,3.005,2.596,2.669,1536864.1,4294400.2714,4284
1653955200000,2022-05-31,ADABRL,2.721,3.288,2.718,2.989,3730660.2,11285167.3722,10204
1653868800000,2022-05-30,ADABRL,2.3,2.76,2.274,2.725,1251413.2,3188404.2863,3940
1653782400000,2022-05-29,ADABRL,2.222,2.3,2.177,2.294,371571.6,836945.6527,1656
1653696000000,2022-05-28,ADABRL,2.177,2.24,2.136,2.22,394778.8,867906.0069,1929
1653609600000,2022-05-27,ADABRL,2.305,2.329,2.126,2.168,975436.1,2157147.6853,3074
1653523200000,2022-05-26,ADABRL,2.498,2.525,2.24,2.305,1005517.2,2368597.6082,3235
1653436800000,2022-05-25,ADABRL,2.526,2.576,2.458,2.497,528893.4,1324024.6537,1605
1653350400000,2022-05-24,ADABRL,2.49,2.544,2.373,2.531,641299.7,1586411.5111,1964
1653264000000,2022-05-23,ADABRL,2.656,2.71,2.447,2.487,908960.7,2367127.9977,2284
1653177600000,2022-05-22,ADABRL,2.607,2.691,2.573,2.661,227326.3,601757.0416,1099
1653091200000,2022-05-21,ADABRL,2.54,2.647,2.483,2.598,317535.9,820481.3698,1358
1653004800000,2022-05-20,ADABRL,2.638,2.696,2.443,2.542,736583.4,1863393.585,2206
1652918400000,2022-05-19,ADABRL,2.542,2.69,2.465,2.639,643402.4,1674861.0543,2460
1652832000000,2022-05-18,ADABRL,2.863,2.906,2.516,2.532,811073.1,2175555.7043,2884
1652745600000,2022-05-17,ADABRL,2.836,3.195,2.748,2.871,934697.5,2712566.8457,2667
1652659200000,2022-05-16,ADABRL,3.048,3.138,2.7,2.827,1304240.2,3801307.4757,3786
1652572800000,2022-05-15,ADABRL,2.742,3.06,2.618,3.055,938846.3,2689206.1188,3428
1652486400000,2022-05-14,ADABRL,2.698,2.834,2.51,2.749,972480.5,2584569.9259,4191
1652400000000,2022-05-13,ADABRL,2.448,3.143,2.43,2.7,2594840.4,7457214.345,9103
1652313600000,2022-05-12,ADABRL,2.685,2.85,2.012,2.449,5374788.0,12891728.7094,15847
1652227200000,2022-05-11,ADABRL,3.255,3.418,2.457,2.669,4261537.1,12677268.51404,13379
1652140800000,2022-05-10,ADABRL,3.143,3.644,3.046,3.257,3338954.1,11303617.0556,9326
1652054400000,2022-05-09,ADABRL,3.802,3.866,3.118,3.138,2418516.09,8265115.77002,8087
1651968000000,2022-05-08,ADABRL,3.895,3.923,3.725,3.8,730013.4,2783008.3255,2549
1651881600000,2022-05-07,ADABRL,4.006,4.015,3.831,3.892,514104.8,2033416.4817,2082
1651795200000,2022-05-06,ADABRL,3.99,4.045,3.914,4.002,994574.4,3961032.9786,3541
1651708800000,2022-05-05,ADABRL,4.437,4.465,3.906,3.993,1519600.2,6309515.6743,4837
1651622400000,2022-05-04,ADABRL,3.846,4.45,3.842,4.436,1557536.8,6527825.7174,4369
1651536000000,2022-05-03,ADABRL,3.967,4.051,3.805,3.85,441430.3,1730494.1507,2000
1651449600000,2022-05-02,ADABRL,3.954,4.018,3.854,3.966,720237.1,2833400.1375,2392
1651363200000,2022-05-01,ADABRL,3.795,4.011,3.744,3.949,703876.8,2730918.5634,2258
1651276800000,2022-04-30,ADABRL,4.015,4.088,3.694,3.795,646384.96,2526173.4694,2870
1651190400000,2022-04-29,ADABRL,4.194,4.222,3.937,4.021,995627.4,4028434.4294,3142
1651104000000,2022-04-28,ADABRL,4.184,4.244,4.141,4.193,715815.3,3002796.648,2137
1651017600000,2022-04-27,ADABRL,4.155,4.297,4.117,4.193,786760.4,3311616.1084,2938
1650931200000,2022-04-26,ADABRL,4.399,4.415,4.101,4.155,817627.3,3463194.407,3513
1650844800000,2022-04-25,ADABRL,4.278,4.42,4.001,4.397,800910.4,3369624.3869,3428
1650758400000,2022-04-24,ADABRL,4.283,4.332,4.244,4.278,210507.4,902976.9685,1250
1650672000000,2022-04-23,ADABRL,4.373,4.4,4.26,4.285,212483.7,921736.3478,1324
1650585600000,2022-04-22,ADABRL,4.238,4.4,4.213,4.373,563663.9,2428177.5836,2571
1650499200000,2022-04-21,ADABRL,4.361,4.514,4.164,4.243,446884.9,1950878.5484,2716
1650412800000,2022-04-20,ADABRL,4.473,4.578,4.327,4.361,647212.0,2880789.3751,3339
1650326400000,2022-04-19,ADABRL,4.388,4.49,4.341,4.479,493108.5,2175364.2002,2986
1650240000000,2022-04-18,ADABRL,4.34,4.396,4.158,4.39,628644.8,2687281.56,2883
1650153600000,2022-04-17,ADABRL,4.515,4.559,4.335,4.358,214967.9,961245.5614,1313
1650067200000,2022-04-16,ADABRL,4.526,4.565,4.437,4.511,162165.2,730970.402,1164
1649980800000,2022-04-15,ADABRL,4.417,4.548,4.406,4.526,292866.8,1317949.8683,1592
1649894400000,2022-04-14,ADABRL,4.606,4.65,4.369,4.418,453055.6,2036757.2235,2461
1649808000000,2022-04-13,ADABRL,4.496,4.627,4.391,4.603,523803.3,2369658.9061,2422
1649721600000,2022-04-12,ADABRL,4.364,4.605,4.337,4.496,713690.5,3205113.7466,3208
1649635200000,2022-04-11,ADABRL,4.864,4.891,4.35,4.358,1097834.9,5027045.7074,4608
1649548800000,2022-04-10,ADABRL,4.96,5.071,4.865,4.869,284195.1,1408225.2432,1789
1649462400000,2022-04-09,ADABRL,4.856,4.985,4.846,4.961,360989.0,1770818.4411,2038
1649376000000,2022-04-08,ADABRL,5.217,5.267,4.839,4.867,489963.3,2474122.336,2583
1649289600000,2022-04-07,ADABRL,5.013,5.264,4.948,5.23,456962.7,2344291.1999,2696
1649203200000,2022-04-06,ADABRL,5.486,5.501,4.981,5.011,757545.0,3967777.6789,4196
1649116800000,2022-04-05,ADABRL,5.601,5.654,5.46,5.489,412336.4,2300811.5781,2765
1649030400000,2022-04-04,ADABRL,5.574,5.786,5.405,5.627,641185.2,3602293.1764,3354
1648944000000,2022-04-03,ADABRL,5.44,5.638,5.382,5.576,211283.2,1166884.2918,1806
1648857600000,2022-04-02,ADABRL,5.483,5.614,5.4,5.434,341762.7,1883803.5383,2395
1648771200000,2022-04-01,ADABRL,5.472,5.568,5.277,5.483,537469.6,2932207.6561,3339
1648684800000,2022-03-31,ADABRL,5.72,5.892,5.422,5.45,846823.1,4773660.9466,4007
1648598400000,2022-03-30,ADABRL,5.715,5.855,5.581,5.717,495389.4,2830743.2939,3179
1648512000000,2022-03-29,ADABRL,5.603,5.933,5.602,5.712,728533.5,4191996.5287,4997
1648425600000,2022-03-28,ADABRL,5.64,5.989,5.534,5.596,1132092.5,6549555.9607,5738
1648339200000,2022-03-27,ADABRL,5.51,5.645,5.291,5.64,689245.6,3794125.3375,2900
1648252800000,2022-03-26,ADABRL,5.245,5.543,5.164,5.519,491117.1,2642745.9603,3152
1648166400000,2022-03-25,ADABRL,5.472,5.654,5.151,5.245,1116583.9,6001636.6783,5466
1648080000000,2022-03-24,ADABRL,5.391,5.776,5.246,5.477,2116856.7,11755494.9416,8859
1647993600000,2022-03-23,ADABRL,4.822,5.4,4.735,5.374,1893997.5,9731940.1449,8569
1647907200000,2022-03-22,ADABRL,4.57,4.882,4.51,4.821,806949.3,3824103.3042,4226
1647820800000,2022-03-21,ADABRL,4.444,4.626,4.365,4.567,546452.2,2471360.7709,3679
1647734400000,2022-03-20,ADABRL,4.559,4.62,4.365,4.427,337528.8,1507379.0094,1994
1647648000000,2022-03-19,ADABRL,4.292,4.62,4.289,4.559,551417.0,2461242.5643,3343
1647561600000,2022-03-18,ADABRL,4.225,4.329,4.15,4.291,392258.6,1669148.3495,2928
1647475200000,2022-03-17,ADABRL,4.263,4.38,4.188,4.221,398530.7,1707435.9388,2685
1647388800000,2022-03-16,ADABRL,4.115,4.277,4.076,4.269,602621.3,2518253.7422,3361
1647302400000,2022-03-15,ADABRL,4.107,4.2,4.015,4.109,512765.4,2108762.6474,3211
1647216000000,2022-03-14,ADABRL,4.02,4.133,3.968,4.107,588590.2,2390624.0094,2380
1647129600000,2022-03-13,ADABRL,4.022,4.178,3.987,4.024,594865.5,2421801.5284,2016
1647043200000,2022-03-12,ADABRL,4.01,4.084,4.007,4.018,239541.6,969233.2114,1854
1646956800000,2022-03-11,ADABRL,4.072,4.13,3.96,4.017,764354.0,3090143.5554,2967
1646870400000,2022-03-10,ADABRL,4.29,4.301,4.01,4.072,550054.6,2248860.4092,2965
