https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume XRP,Volume BRL,tradecount
1687392000000,2023-06-22,XRPBRL,2.393,2.511,2.31,2.361,305690.0,733511.383,1441
1687305600000,2023-06-21,XRPBRL,2.372,2.41,2.351,2.389,262487.0,625258.351,1381
1687219200000,2023-06-20,XRPBRL,2.371,2.385,2.275,2.371,283525.0,660103.565,1139
1687132800000,2023-06-19,XRPBRL,2.37,2.404,2.338,2.37,223692.0,530106.057,1151
1687046400000,2023-06-18,XRPBRL,2.335,2.418,2.314,2.373,119705.0,284134.419,592
1686960000000,2023-06-17,XRPBRL,2.31,2.354,2.287,2.335,110877.0,258274.88,683
1686873600000,2023-06-16,XRPBRL,2.32,2.331,2.212,2.311,317253.0,720159.764,1083
1686787200000,2023-06-15,XRPBRL,2.332,2.355,2.264,2.326,310158.0,717327.959,1279
1686700800000,2023-06-14,XRPBRL,2.539,2.543,2.217,2.336,687171.0,1641743.809,1922
1686614400000,2023-06-13,XRPBRL,2.566,2.76,2.47,2.542,896246.0,2351929.138,2641
1686528000000,2023-06-12,XRPBRL,2.573,2.593,2.518,2.569,258641.0,660519.23,980
1686441600000,2023-06-11,XRPBRL,2.506,2.613,2.488,2.575,89885.0,229064.153,543
1686355200000,2023-06-10,XRPBRL,2.648,2.651,2.337,2.509,517905.0,1273016.804,1527
1686268800000,2023-06-09,XRPBRL,2.603,2.669,2.586,2.652,199424.0,524030.4,863
1686182400000,2023-06-08,XRPBRL,2.575,2.623,2.56,2.603,117364.0,304272.387,673
1686096000000,2023-06-07,XRPBRL,2.621,2.652,2.509,2.575,234531.0,606343.777,923
1686009600000,2023-06-06,XRPBRL,2.539,2.634,2.467,2.618,390957.0,994579.842,1187
1685923200000,2023-06-05,XRPBRL,2.687,2.721,2.424,2.539,546680.0,1394533.026,1647
1685836800000,2023-06-04,XRPBRL,2.599,2.74,2.58,2.692,166824.0,447600.03,807
1685750400000,2023-06-03,XRPBRL,2.621,2.661,2.578,2.599,301787.0,789225.735,805
1685664000000,2023-06-02,XRPBRL,2.563,2.628,2.545,2.621,234801.0,609665.886,820
1685577600000,2023-06-01,XRPBRL,2.616,2.62,2.545,2.556,183506.0,470921.595,803
1685491200000,2023-05-31,XRPBRL,2.643,2.668,2.541,2.628,651028.0,1694246.32,1602
1685404800000,2023-05-30,XRPBRL,2.499,2.678,2.475,2.643,800979.0,2091111.46,2256
1685318400000,2023-05-29,XRPBRL,2.424,2.499,2.398,2.494,281321.0,688017.661,992
1685232000000,2023-05-28,XRPBRL,2.373,2.446,2.366,2.424,106409.0,254573.396,506
1685145600000,2023-05-27,XRPBRL,2.357,2.405,2.334,2.374,205981.0,488758.042,718
1685059200000,2023-05-26,XRPBRL,2.286,2.361,2.275,2.355,295177.0,688232.014,913
1684972800000,2023-05-25,XRPBRL,2.26,2.292,2.215,2.283,219767.0,496298.305,704
1684886400000,2023-05-24,XRPBRL,2.323,2.323,2.222,2.263,213936.0,485020.99,647
1684800000000,2023-05-23,XRPBRL,2.307,2.333,2.289,2.325,207454.0,478710.307,620
1684713600000,2023-05-22,XRPBRL,2.305,2.345,2.265,2.308,192731.0,443135.477,745
1684627200000,2023-05-21,XRPBRL,2.346,2.351,2.286,2.292,170678.0,396984.379,666
1684540800000,2023-05-20,XRPBRL,2.344,2.36,2.321,2.345,178159.0,417290.222,923
1684454400000,2023-05-19,XRPBRL,2.3,2.383,2.287,2.344,340065.0,795504.195,1302
1684368000000,2023-05-18,XRPBRL,2.226,2.35,2.202,2.298,377249.0,864889.298,1187
1684281600000,2023-05-17,XRPBRL,2.206,2.293,2.179,2.228,283954.0,633044.131,1069
1684195200000,2023-05-16,XRPBRL,2.11,2.207,2.067,2.2,210387.0,444108.288,865
1684108800000,2023-05-15,XRPBRL,2.116,2.135,2.097,2.11,178055.0,375907.837,641
1684022400000,2023-05-14,XRPBRL,2.103,2.144,2.092,2.116,66801.0,141538.865,303
1683936000000,2023-05-13,XRPBRL,2.138,2.138,2.102,2.103,92287.0,195488.582,429
1683849600000,2023-05-12,XRPBRL,2.094,2.21,2.067,2.143,322732.0,685041.478,843
1683763200000,2023-05-11,XRPBRL,2.14,2.144,2.051,2.095,292741.0,612366.02,766
1683676800000,2023-05-10,XRPBRL,2.147,2.176,2.069,2.146,410650.0,873181.944,813
1683590400000,2023-05-09,XRPBRL,2.158,2.161,2.114,2.157,248413.0,530804.534,605
1683504000000,2023-05-08,XRPBRL,2.251,2.264,2.065,2.16,449898.0,972418.082,1172
1683417600000,2023-05-07,XRPBRL,2.298,2.306,2.238,2.249,108134.0,246853.173,374
1683331200000,2023-05-06,XRPBRL,2.328,2.332,2.266,2.301,174015.0,398030.614,532
1683244800000,2023-05-05,XRPBRL,2.306,2.335,2.291,2.327,217163.0,502601.08,714
1683158400000,2023-05-04,XRPBRL,2.323,2.329,2.281,2.309,176260.0,406123.257,533
1683072000000,2023-05-03,XRPBRL,2.353,2.356,2.268,2.327,223805.0,516781.185,671
1682985600000,2023-05-02,XRPBRL,2.347,2.36,2.315,2.356,242822.0,568320.777,587
1682899200000,2023-05-01,XRPBRL,2.374,2.374,2.3,2.35,188811.0,440854.227,573
1682812800000,2023-04-30,XRPBRL,2.406,2.415,2.364,2.367,104949.0,251031.997,391
1682726400000,2023-04-29,XRPBRL,2.41,2.45,2.376,2.398,170026.0,410357.071,500
1682640000000,2023-04-28,XRPBRL,2.335,2.424,2.323,2.417,259640.0,616149.509,803
1682553600000,2023-04-27,XRPBRL,2.348,2.385,2.305,2.339,210106.0,490745.793,755
1682467200000,2023-04-26,XRPBRL,2.389,2.453,2.222,2.348,510898.0,1207821.021,1312
1682380800000,2023-04-25,XRPBRL,2.336,2.4,2.294,2.39,264361.0,617353.391,789
1682294400000,2023-04-24,XRPBRL,2.376,2.48,2.278,2.341,391160.0,926133.752,934
1682208000000,2023-04-23,XRPBRL,2.421,2.421,2.328,2.378,164713.0,391526.407,553
1682121600000,2023-04-22,XRPBRL,2.302,2.439,2.277,2.422,211013.0,502349.531,761
1682035200000,2023-04-21,XRPBRL,2.414,2.437,2.257,2.301,462972.0,1078053.429,1147
1681948800000,2023-04-20,XRPBRL,2.522,2.552,2.36,2.416,331233.0,813020.23,1093
1681862400000,2023-04-19,XRPBRL,2.667,2.685,2.318,2.517,1075661.0,2713882.903,2291
1681776000000,2023-04-18,XRPBRL,2.543,2.7,2.539,2.664,468089.0,1220816.074,1138
1681689600000,2023-04-17,XRPBRL,2.593,2.597,2.527,2.545,271748.0,694790.562,844
1681603200000,2023-04-16,XRPBRL,2.592,2.615,2.579,2.594,168276.0,436731.386,627
1681516800000,2023-04-15,XRPBRL,2.584,2.607,2.557,2.595,142178.0,367841.889,685
1681430400000,2023-04-14,XRPBRL,2.538,2.7,2.532,2.587,512330.0,1332404.616,1379
1681344000000,2023-04-13,XRPBRL,2.505,2.555,2.488,2.538,294724.0,743667.636,887
1681257600000,2023-04-12,XRPBRL,2.596,2.605,2.488,2.503,489258.0,1234199.811,1088
1681171200000,2023-04-11,XRPBRL,2.631,2.68,2.58,2.6,466058.0,1222576.18,1185
1681084800000,2023-04-10,XRPBRL,2.572,2.641,2.545,2.631,325456.0,842373.347,978
1680998400000,2023-04-09,XRPBRL,2.573,2.595,2.547,2.572,139300.0,358350.59,585
1680912000000,2023-04-08,XRPBRL,2.612,2.613,2.565,2.573,163815.0,423883.371,686
1680825600000,2023-04-07,XRPBRL,2.562,2.623,2.533,2.613,215993.0,560292.111,782
1680739200000,2023-04-06,XRPBRL,2.561,2.597,2.506,2.562,353876.0,906829.909,1079
1680652800000,2023-04-05,XRPBRL,2.565,2.677,2.531,2.56,409515.0,1058089.577,1245
1680566400000,2023-04-04,XRPBRL,2.53,2.594,2.487,2.565,409522.0,1044610.653,1096
1680480000000,2023-04-03,XRPBRL,2.655,2.69,2.47,2.533,579016.0,1488819.968,1479
1680393600000,2023-04-02,XRPBRL,2.61,2.712,2.567,2.656,286375.0,758765.333,995
1680307200000,2023-04-01,XRPBRL,2.739,2.742,2.541,2.605,537573.0,1409702.797,1412
1680220800000,2023-03-31,XRPBRL,2.731,2.826,2.697,2.746,545597.0,1499842.367,1389
1680134400000,2023-03-30,XRPBRL,2.806,2.881,2.698,2.744,1190092.0,3292868.857,2282
1680048000000,2023-03-29,XRPBRL,2.682,3.031,2.682,2.805,1559553.0,4455915.724,3113
1679961600000,2023-03-28,XRPBRL,2.528,2.77,2.46,2.681,1450854.0,3818626.158,2728
1679875200000,2023-03-27,XRPBRL,2.374,2.581,2.345,2.521,972216.0,2407885.631,2159
1679788800000,2023-03-26,XRPBRL,2.352,2.455,2.338,2.373,181642.0,434030.623,683
1679702400000,2023-03-25,XRPBRL,2.253,2.462,2.236,2.348,764479.0,1814856.307,1322
1679616000000,2023-03-24,XRPBRL,2.355,2.355,2.199,2.253,342957.0,777022.936,783
1679529600000,2023-03-23,XRPBRL,2.232,2.419,2.186,2.355,834949.0,1964379.997,1557
1679443200000,2023-03-22,XRPBRL,2.485,2.51,2.16,2.232,1511743.0,3557684.498,2746
1679356800000,2023-03-21,XRPBRL,1.978,2.606,1.975,2.475,2901270.0,6780761.918,4747
1679270400000,2023-03-20,XRPBRL,2.047,2.07,1.968,1.978,451958.0,907689.972,821
1679184000000,2023-03-19,XRPBRL,1.981,2.115,1.981,2.045,728173.0,1501488.833,927
1679097600000,2023-03-18,XRPBRL,2.015,2.064,1.957,1.971,341223.0,686359.048,735
1679011200000,2023-03-17,XRPBRL,1.924,2.025,1.91,2.015,537536.0,1061901.532,966
1678924800000,2023-03-16,XRPBRL,1.902,1.942,1.894,1.922,441223.0,847946.956,638
1678838400000,2023-03-15,XRPBRL,1.968,1.978,1.899,1.903,767978.0,1484037.964,1166
1678752000000,2023-03-14,XRPBRL,1.948,2.033,1.905,1.967,942321.0,1859724.549,2048
1678665600000,2023-03-13,XRPBRL,1.917,1.986,1.833,1.946,886564.0,1701239.135,1659
1678579200000,2023-03-12,XRPBRL,1.86,1.923,1.794,1.921,394879.0,735631.16,952
1678492800000,2023-03-11,XRPBRL,1.939,1.968,1.861,1.862,465137.0,883571.133,2031
1678406400000,2023-03-10,XRPBRL,1.926,1.954,1.862,1.94,730250.0,1395796.404,1096
1678320000000,2023-03-09,XRPBRL,2.013,2.052,1.895,1.927,679441.0,1343401.091,1135
1678233600000,2023-03-08,XRPBRL,1.987,2.088,1.948,2.013,887039.0,1804107.883,1438
1678147200000,2023-03-07,XRPBRL,1.92,2.007,1.905,1.99,498777.0,978685.484,840
1678060800000,2023-03-06,XRPBRL,1.919,1.947,1.882,1.919,284409.0,544851.198,632
1677974400000,2023-03-05,XRPBRL,1.955,1.97,1.915,1.92,90654.0,175687.303,297
1677888000000,2023-03-04,XRPBRL,1.983,1.992,1.928,1.956,175340.0,343882.481,489
1677801600000,2023-03-03,XRPBRL,1.972,1.993,1.867,1.977,390077.0,752089.602,853
1677715200000,2023-03-02,XRPBRL,1.999,2.004,1.955,1.971,205044.0,404810.089,502
1677628800000,2023-03-01,XRPBRL,1.969,2.006,1.954,2.002,343313.0,682794.849,707
1677542400000,2023-02-28,XRPBRL,1.977,2.007,1.94,1.97,406039.0,802206.193,722
1677456000000,2023-02-27,XRPBRL,1.968,1.988,1.936,1.978,231594.0,454947.448,603
1677369600000,2023-02-26,XRPBRL,1.971,1.983,1.956,1.973,90395.0,178074.715,360
1677283200000,2023-02-25,XRPBRL,1.978,1.98,1.932,1.974,135124.0,265464.379,414
1677196800000,2023-02-24,XRPBRL,2.004,2.023,1.944,1.978,374242.0,742087.432,751
1677110400000,2023-02-23,XRPBRL,2.051,2.06,1.996,2.005,398211.0,807351.011,805
1677024000000,2023-02-22,XRPBRL,2.043,2.071,1.998,2.05,311746.0,634169.485,694
1676937600000,2023-02-21,XRPBRL,2.066,2.087,2.019,2.043,242490.0,496094.812,610
1676851200000,2023-02-20,XRPBRL,2.023,2.121,1.98,2.071,415206.0,856961.973,783
1676764800000,2023-02-19,XRPBRL,2.051,2.069,2.015,2.019,267896.0,546146.435,561
1676678400000,2023-02-18,XRPBRL,2.054,2.068,2.034,2.055,152376.0,312499.667,477
1676592000000,2023-02-17,XRPBRL,2.006,2.077,1.99,2.054,380571.0,774522.266,708
1676505600000,2023-02-16,XRPBRL,2.084,2.108,2.01,2.01,409632.0,849482.956,988
1676419200000,2023-02-15,XRPBRL,1.99,2.101,1.963,2.084,495467.0,1008566.456,866
1676332800000,2023-02-14,XRPBRL,1.928,2.001,1.894,1.991,463865.0,902997.332,850
1676246400000,2023-02-13,XRPBRL,1.977,1.991,1.892,1.927,385214.0,745542.453,925
1676160000000,2023-02-12,XRPBRL,2.017,2.025,1.96,1.977,238155.0,477195.333,734
1676073600000,2023-02-11,XRPBRL,2.004,2.02,1.998,2.019,233272.0,469115.683,1863
1675987200000,2023-02-10,XRPBRL,2.022,2.058,1.996,2.004,511648.0,1036135.225,1469
1675900800000,2023-02-09,XRPBRL,2.076,2.146,1.979,2.029,1723634.0,3589421.634,2212
1675814400000,2023-02-08,XRPBRL,2.099,2.108,2.06,2.076,771398.0,1606662.321,1153
1675728000000,2023-02-07,XRPBRL,2.031,2.105,2.023,2.101,896477.0,1850191.1,1103
1675641600000,2023-02-06,XRPBRL,2.072,2.101,2.028,2.033,504327.0,1043023.246,864
1675555200000,2023-02-05,XRPBRL,2.122,2.126,2.051,2.075,483583.0,1005415.434,1020
1675468800000,2023-02-04,XRPBRL,2.116,2.17,2.099,2.12,236617.0,503308.739,642
1675382400000,2023-02-03,XRPBRL,2.085,2.122,2.065,2.119,373963.0,783895.821,782
1675296000000,2023-02-02,XRPBRL,2.102,2.119,2.06,2.085,400465.0,836922.551,923
1675209600000,2023-02-01,XRPBRL,2.07,2.112,2.026,2.106,400212.0,825339.094,849
1675123200000,2023-01-31,XRPBRL,2.022,2.1,1.997,2.072,353288.0,726794.276,851
1675036800000,2023-01-30,XRPBRL,2.121,2.16,1.993,2.022,539862.0,1110418.763,1149
1674950400000,2023-01-29,XRPBRL,2.095,2.136,2.089,2.115,257542.0,543944.925,594
1674864000000,2023-01-28,XRPBRL,2.118,2.138,2.085,2.094,117358.0,247064.888,586
1674777600000,2023-01-27,XRPBRL,2.087,2.122,2.045,2.12,308424.0,641093.491,735
1674691200000,2023-01-26,XRPBRL,2.138,2.138,2.075,2.091,250745.0,527429.355,747
1674604800000,2023-01-25,XRPBRL,2.11,2.163,2.06,2.136,420230.0,881161.134,859
1674518400000,2023-01-24,XRPBRL,2.213,2.245,2.092,2.109,530264.0,1157723.029,1150
1674432000000,2023-01-23,XRPBRL,2.092,2.258,2.091,2.213,1359024.0,2998384.599,2202
1674345600000,2023-01-22,XRPBRL,2.103,2.145,2.072,2.093,253970.0,534513.141,670
1674259200000,2023-01-21,XRPBRL,2.151,2.162,2.072,2.103,478389.0,1018297.456,1103
1674172800000,2023-01-20,XRPBRL,2.045,2.164,2.011,2.156,364201.0,761321.396,1036
1674086400000,2023-01-19,XRPBRL,1.965,2.076,1.959,2.046,561805.0,1138229.341,1046
1674000000000,2023-01-18,XRPBRL,1.997,2.03,1.896,1.966,736837.0,1455083.712,1383
1673913600000,2023-01-17,XRPBRL,1.994,2.045,1.956,1.993,475894.0,952796.475,1055
1673827200000,2023-01-16,XRPBRL,1.977,2.085,1.949,1.996,767171.0,1536171.313,1314
1673740800000,2023-01-15,XRPBRL,2.032,2.033,1.948,1.977,505610.0,1001217.353,827
1673654400000,2023-01-14,XRPBRL,1.978,2.083,1.932,2.036,1101598.0,2218945.956,1829
1673568000000,2023-01-13,XRPBRL,1.939,1.987,1.903,1.979,500773.0,969798.624,894
1673481600000,2023-01-12,XRPBRL,1.943,1.984,1.886,1.939,633620.0,1223211.532,1196
1673395200000,2023-01-11,XRPBRL,1.84,1.974,1.825,1.94,1097465.0,2107048.259,1559
1673308800000,2023-01-10,XRPBRL,1.85,1.861,1.818,1.839,341807.0,630742.766,724
1673222400000,2023-01-09,XRPBRL,1.837,1.9,1.83,1.845,839417.0,1570665.823,1444
1673136000000,2023-01-08,XRPBRL,1.823,1.844,1.78,1.834,292446.0,527628.626,601
1673049600000,2023-01-07,XRPBRL,1.818,1.831,1.809,1.82,133484.0,243075.274,471
1672963200000,2023-01-06,XRPBRL,1.819,1.833,1.777,1.818,382127.0,688170.454,819
1672876800000,2023-01-05,XRPBRL,1.882,1.89,1.783,1.819,635641.0,1164518.736,834
1672790400000,2023-01-04,XRPBRL,1.861,1.919,1.85,1.886,528862.0,1000797.806,897
1672704000000,2023-01-03,XRPBRL,1.849,1.875,1.816,1.863,365297.0,672562.138,914
1672617600000,2023-01-02,XRPBRL,1.797,1.892,1.593,1.851,1377673.0,2440647.31,1873
1672531200000,2023-01-01,XRPBRL,1.806,1.806,1.785,1.795,64963.0,116816.736,233
1672444800000,2022-12-31,XRPBRL,1.842,1.842,1.805,1.806,116815.0,213072.791,378
1672358400000,2022-12-30,XRPBRL,1.82,1.849,1.774,1.842,304313.0,550408.924,968
1672272000000,2022-12-29,XRPBRL,1.889,1.897,1.786,1.823,413812.0,755014.242,1373
1672185600000,2022-12-28,XRPBRL,1.95,1.952,1.881,1.889,266909.0,507623.095,616
1672099200000,2022-12-27,XRPBRL,1.912,1.973,1.88,1.946,419763.0,815282.509,873
1672012800000,2022-12-26,XRPBRL,1.794,1.942,1.794,1.914,371990.0,702688.967,781
1671926400000,2022-12-25,XRPBRL,1.821,1.821,1.783,1.795,92989.0,167087.228,275
1671840000000,2022-12-24,XRPBRL,1.835,1.835,1.818,1.821,116575.0,212695.076,442
1671753600000,2022-12-23,XRPBRL,1.819,1.846,1.803,1.835,336333.0,614298.817,748
1671667200000,2022-12-22,XRPBRL,1.809,1.828,1.782,1.826,254263.0,459123.371,692
1671580800000,2022-12-21,XRPBRL,1.834,1.837,1.768,1.809,261862.0,469835.556,666
1671494400000,2022-12-20,XRPBRL,1.804,1.855,1.783,1.827,511122.0,930649.53,1692
1671408000000,2022-12-19,XRPBRL,1.858,1.866,1.772,1.803,368790.0,667216.209,1913
1671321600000,2022-12-18,XRPBRL,1.878,1.88,1.837,1.856,128010.0,237917.292,918
1671235200000,2022-12-17,XRPBRL,1.871,1.895,1.847,1.881,217046.0,406285.021,1512
1671148800000,2022-12-16,XRPBRL,2.003,2.01,1.838,1.875,623110.0,1184410.034,1368
1671062400000,2022-12-15,XRPBRL,2.025,2.032,1.987,2.006,195220.0,392441.842,700
1670976000000,2022-12-14,XRPBRL,2.073,2.084,2.0,2.029,244772.0,501734.077,739
1670889600000,2022-12-13,XRPBRL,2.035,2.08,1.986,2.071,299737.0,612361.619,943
1670803200000,2022-12-12,XRPBRL,1.997,2.05,1.953,2.035,268825.0,535033.534,1097
1670716800000,2022-12-11,XRPBRL,2.027,2.035,1.987,2.0,104701.0,210767.882,377
1670630400000,2022-12-10,XRPBRL,2.042,2.044,2.022,2.024,141192.0,287026.267,430
1670544000000,2022-12-09,XRPBRL,2.067,2.069,2.024,2.045,191019.0,390029.852,522
1670457600000,2022-12-08,XRPBRL,2.014,2.075,1.651,2.064,1247394.0,2219258.443,843
1670371200000,2022-12-07,XRPBRL,2.062,2.065,1.687,2.009,1653913.0,3025506.147,1205
1670284800000,2022-12-06,XRPBRL,2.048,2.067,2.007,2.061,276693.0,564416.943,914
1670198400000,2022-12-05,XRPBRL,2.044,2.075,2.015,2.05,340082.0,695688.727,1324
1670112000000,2022-12-04,XRPBRL,2.034,2.061,1.668,2.04,1559677.0,2866350.444,1238
1670025600000,2022-12-03,XRPBRL,2.06,2.088,2.025,2.031,394508.0,810633.839,920
1669939200000,2022-12-02,XRPBRL,2.064,2.08,2.008,2.072,367848.0,751600.92,1398
1669852800000,2022-12-01,XRPBRL,2.143,2.144,2.06,2.069,279448.0,584960.445,1049
1669766400000,2022-11-30,XRPBRL,2.117,2.168,2.075,2.142,431291.0,918762.596,1151
1669680000000,2022-11-29,XRPBRL,2.092,2.145,2.059,2.12,407343.0,852470.062,929
1669593600000,2022-11-28,XRPBRL,2.136,2.15,2.011,2.102,266071.0,548474.412,856
1669507200000,2022-11-27,XRPBRL,2.134,2.201,2.122,2.132,170259.0,369135.276,653
1669420800000,2022-11-26,XRPBRL,2.207,2.234,2.125,2.135,416593.0,909860.142,1155
1669334400000,2022-11-25,XRPBRL,2.154,2.243,2.091,2.204,620417.0,1347162.699,1385
1669248000000,2022-11-24,XRPBRL,2.042,2.165,2.01,2.158,668043.0,1402067.766,1232
1669161600000,2022-11-23,XRPBRL,2.019,2.059,1.981,2.05,495797.0,1003985.617,1045
1669075200000,2022-11-22,XRPBRL,1.949,2.032,1.881,2.024,542328.0,1065993.759,1014
1668988800000,2022-11-21,XRPBRL,1.954,1.968,1.862,1.948,1049732.0,2007194.401,2092
1668902400000,2022-11-20,XRPBRL,2.075,2.139,1.942,1.961,489641.0,993361.002,894
1668816000000,2022-11-19,XRPBRL,2.06,2.092,2.03,2.079,287587.0,591113.655,1102
1668729600000,2022-11-18,XRPBRL,2.053,2.081,2.02,2.06,583269.0,1195782.592,1329
1668643200000,2022-11-17,XRPBRL,2.012,2.077,1.977,2.059,553366.0,1122316.936,1452
1668556800000,2022-11-16,XRPBRL,2.049,2.054,1.92,2.008,367401.0,732764.884,1011
1668470400000,2022-11-15,XRPBRL,1.995,2.098,1.945,2.048,627724.0,1269088.928,2015
1668384000000,2022-11-14,XRPBRL,1.778,2.017,1.689,2.001,1968801.0,3661839.283,3144
1668297600000,2022-11-13,XRPBRL,1.91,1.938,1.735,1.782,844505.0,1517434.136,1665
1668211200000,2022-11-12,XRPBRL,2.041,2.041,1.902,1.913,265325.0,516330.814,1102
1668124800000,2022-11-11,XRPBRL,2.116,2.13,1.961,2.029,906043.0,1832115.723,2018
1668038400000,2022-11-10,XRPBRL,1.757,2.16,1.75,2.126,1017043.0,2036441.891,3647
1667952000000,2022-11-09,XRPBRL,2.127,2.145,1.683,1.761,1409364.0,2683775.673,5874
1667865600000,2022-11-08,XRPBRL,2.414,2.418,1.8,2.132,1804044.0,4006673.624,3297
1667779200000,2022-11-07,XRPBRL,2.397,2.465,2.357,2.413,814795.0,1966260.434,1458
1667692800000,2022-11-06,XRPBRL,2.509,2.515,2.387,2.402,416331.0,1027179.757,752
1667606400000,2022-11-05,XRPBRL,2.578,2.593,2.487,2.511,514651.0,1305817.841,962
1667520000000,2022-11-04,XRPBRL,2.344,2.61,2.339,2.576,1613517.0,4070298.279,2673
1667433600000,2022-11-03,XRPBRL,2.336,2.394,2.329,2.347,370820.0,875261.65,878
1667347200000,2022-11-02,XRPBRL,2.397,2.409,2.318,2.34,437440.0,1034550.818,1085
1667260800000,2022-11-01,XRPBRL,2.421,2.429,2.352,2.403,603727.0,1440305.472,1014
1667174400000,2022-10-31,XRPBRL,2.454,2.476,2.352,2.423,803401.0,1942269.82,1397
1667088000000,2022-10-30,XRPBRL,2.495,2.506,2.417,2.454,252375.0,619894.83,615
1667001600000,2022-10-29,XRPBRL,2.52,2.56,2.472,2.495,356774.0,896144.897,945
1666915200000,2022-10-28,XRPBRL,2.458,2.527,2.429,2.52,333652.0,829067.639,980
1666828800000,2022-10-27,XRPBRL,2.507,2.575,2.444,2.449,520162.0,1305753.121,1222
1666742400000,2022-10-26,XRPBRL,2.428,2.512,2.411,2.505,388881.0,959120.431,1106
1666656000000,2022-10-25,XRPBRL,2.397,2.503,2.345,2.432,688832.0,1668244.224,1805
1666569600000,2022-10-24,XRPBRL,2.436,2.455,2.358,2.398,501398.0,1205195.913,1187
1666483200000,2022-10-23,XRPBRL,2.424,2.453,2.355,2.436,383532.0,925180.81,923
1666396800000,2022-10-22,XRPBRL,2.401,2.452,2.375,2.427,344815.0,832565.852,1199
1666310400000,2022-10-21,XRPBRL,2.347,2.404,2.306,2.4,672839.0,1580213.722,1593
1666224000000,2022-10-20,XRPBRL,2.398,2.464,2.221,2.348,852732.0,2000373.756,1513
1666137600000,2022-10-19,XRPBRL,2.46,2.467,2.374,2.391,373016.0,905171.075,1166
1666051200000,2022-10-18,XRPBRL,2.545,2.558,2.42,2.455,415246.0,1029688.217,1216
1665964800000,2022-10-17,XRPBRL,2.523,2.545,2.464,2.532,729399.0,1829011.836,1394
1665878400000,2022-10-16,XRPBRL,2.569,2.597,2.495,2.528,346617.0,881757.033,1292
1665792000000,2022-10-15,XRPBRL,2.606,2.611,2.548,2.569,199263.0,515166.72,1757
1665705600000,2022-10-14,XRPBRL,2.534,2.686,2.522,2.607,630430.0,1652880.02,1937
1665619200000,2022-10-13,XRPBRL,2.581,2.588,2.333,2.525,967482.0,2395779.3,2368
1665532800000,2022-10-12,XRPBRL,2.579,2.623,2.555,2.578,291994.0,755580.259,1555
1665446400000,2022-10-11,XRPBRL,2.58,2.648,2.496,2.566,627044.0,1616153.049,2267
1665360000000,2022-10-10,XRPBRL,2.793,2.819,2.577,2.579,828698.0,2234732.643,2432
1665273600000,2022-10-09,XRPBRL,2.707,2.873,2.655,2.794,978648.0,2718158.618,1614
1665187200000,2022-10-08,XRPBRL,2.712,2.773,2.68,2.708,533137.0,1455238.385,1395
1665100800000,2022-10-07,XRPBRL,2.592,2.792,2.533,2.717,1162850.0,3101185.831,2365
1665014400000,2022-10-06,XRPBRL,2.553,2.643,2.553,2.594,478931.0,1243132.391,1314
1664928000000,2022-10-05,XRPBRL,2.495,2.622,2.456,2.553,881759.0,2240194.361,1852
1664841600000,2022-10-04,XRPBRL,2.401,2.529,2.345,2.493,727019.0,1793892.316,1520
1664755200000,2022-10-03,XRPBRL,2.419,2.451,2.323,2.397,704980.0,1676102.594,1727
1664668800000,2022-10-02,XRPBRL,2.559,2.575,2.396,2.417,755421.0,1871721.741,1626
1664582400000,2022-10-01,XRPBRL,2.587,2.622,2.521,2.56,672803.0,1727784.194,1405
1664496000000,2022-09-30,XRPBRL,2.621,2.675,2.511,2.585,1519553.0,3946609.68,2719
1664409600000,2022-09-29,XRPBRL,2.402,2.743,2.305,2.614,2291978.0,5792326.842,3602
1664323200000,2022-09-28,XRPBRL,2.383,2.436,2.238,2.403,870488.0,2028774.056,1892
1664236800000,2022-09-27,XRPBRL,2.487,2.573,2.327,2.381,1308431.0,3210515.778,2470
1664150400000,2022-09-26,XRPBRL,2.562,2.62,2.4,2.49,1096904.0,2734836.083,2329
1664064000000,2022-09-25,XRPBRL,2.551,2.717,2.488,2.567,2394969.0,6244084.22,3853
1663977600000,2022-09-24,XRPBRL,2.648,2.707,2.47,2.551,2560752.0,6665145.084,3987
1663891200000,2022-09-23,XRPBRL,2.502,2.874,2.4,2.648,7723070.0,20289697.478,9932
1663804800000,2022-09-22,XRPBRL,2.065,2.687,2.061,2.497,5052290.0,12066972.399,6627
1663718400000,2022-09-21,XRPBRL,2.133,2.241,2.0,2.053,2620816.0,5514050.996,3540
1663632000000,2022-09-20,XRPBRL,2.012,2.189,1.927,2.151,2260055.0,4722616.059,3027
1663545600000,2022-09-19,XRPBRL,1.894,2.045,1.802,2.005,1008582.0,1941189.795,1499
1663459200000,2022-09-18,XRPBRL,1.985,2.103,1.88,1.893,1136767.0,2276416.005,1584
1663372800000,2022-09-17,XRPBRL,1.871,2.007,1.831,1.98,700301.0,1366875.748,1103
1663286400000,2022-09-16,XRPBRL,1.719,1.883,1.695,1.874,508609.0,912983.139,819
1663200000000,2022-09-15,XRPBRL,1.773,1.778,1.702,1.718,291293.0,505085.424,619
1663113600000,2022-09-14,XRPBRL,1.732,1.787,1.694,1.774,259417.0,455374.622,572
1663027200000,2022-09-13,XRPBRL,1.837,1.837,1.726,1.735,329136.0,583473.928,788
1662940800000,2022-09-12,XRPBRL,1.834,1.846,1.709,1.837,273756.0,495003.264,644
