https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume SHIB,Volume BRL,tradecount
1693094400000,2023-08-27,SHIBBRL,3.965e-05,4.014e-05,3.94e-05,3.947e-05,5867310955.0,233223.34476293,838
1693008000000,2023-08-26,SHIBBRL,3.99e-05,4.041e-05,3.969e-05,3.979e-05,4896981342.0,195814.45955076,905
1692921600000,2023-08-25,SHIBBRL,4.026e-05,4.05e-05,3.919e-05,3.99e-05,15563007805.0,621100.63696919,1336
1692835200000,2023-08-24,SHIBBRL,4.08e-05,4.087e-05,3.948e-05,4.026e-05,15043310962.0,604396.99363423,1359
1692748800000,2023-08-23,SHIBBRL,3.976e-05,4.176e-05,3.955e-05,4.08e-05,22448601203.0,918840.50892819,1968
1692662400000,2023-08-22,SHIBBRL,3.99e-05,4.02e-05,3.773e-05,3.976e-05,18471627206.0,725523.74332537,1926
1692576000000,2023-08-21,SHIBBRL,4.186e-05,4.21e-05,3.901e-05,3.991e-05,19059455551.0,769066.53738882,2036
1692489600000,2023-08-20,SHIBBRL,4.254e-05,4.267e-05,4.109e-05,4.191e-05,9284163761.0,390184.76518317,1298
1692403200000,2023-08-19,SHIBBRL,4.315e-05,4.366e-05,4.192e-05,4.255e-05,15998961296.0,682609.40987271,1903
1692316800000,2023-08-18,SHIBBRL,4.102e-05,4.44e-05,4.04e-05,4.313e-05,22310671751.0,946242.43218074,2661
1692230400000,2023-08-17,SHIBBRL,4.616e-05,4.694e-05,3.7e-05,4.103e-05,84836487947.0,3697619.30833928,6086
1692144000000,2023-08-16,SHIBBRL,4.969e-05,5.079e-05,4.534e-05,4.617e-05,78612864902.0,3784730.049667,5596
1692057600000,2023-08-15,SHIBBRL,5.055e-05,5.324e-05,4.734e-05,4.974e-05,69663556333.0,3507569.69342977,5425
1691971200000,2023-08-14,SHIBBRL,5.061e-05,5.254e-05,4.922e-05,5.063e-05,48292389039.0,2466413.37077548,3974
1691884800000,2023-08-13,SHIBBRL,5.271e-05,5.342e-05,5.003e-05,5.056e-05,34270099239.0,1774096.6768642,3321
1691798400000,2023-08-12,SHIBBRL,5.183e-05,5.577e-05,5.143e-05,5.268e-05,80257415369.0,4303768.67948865,7297
1691712000000,2023-08-11,SHIBBRL,4.871e-05,5.208e-05,4.801e-05,5.175e-05,42055316423.0,2112699.26490653,4749
1691625600000,2023-08-10,SHIBBRL,4.742e-05,4.962e-05,4.723e-05,4.872e-05,32719853396.0,1585917.28562051,3437
1691539200000,2023-08-09,SHIBBRL,4.674e-05,4.938e-05,4.641e-05,4.746e-05,48542470585.0,2309516.99160675,4605
1691452800000,2023-08-08,SHIBBRL,4.406e-05,4.764e-05,4.346e-05,4.679e-05,45369182118.0,2071874.9234382,4128
1691366400000,2023-08-07,SHIBBRL,4.597e-05,4.648e-05,4.321e-05,4.409e-05,22463645786.0,1001666.3964458,2950
1691280000000,2023-08-06,SHIBBRL,4.892e-05,5.043e-05,4.525e-05,4.596e-05,43069049946.0,2037218.85228784,4379
1691193600000,2023-08-05,SHIBBRL,4.269e-05,5.164e-05,4.248e-05,4.895e-05,117638441194.0,5688076.43805119,9197
1691107200000,2023-08-04,SHIBBRL,4.078e-05,4.312e-05,4.078e-05,4.259e-05,26927248227.0,1141133.83904138,2883
1691020800000,2023-08-03,SHIBBRL,3.943e-05,4.116e-05,3.931e-05,4.078e-05,11259310960.0,455197.40174873,1556
1690934400000,2023-08-02,SHIBBRL,4.054e-05,4.072e-05,3.919e-05,3.948e-05,10472050020.0,417928.05181283,1260
1690848000000,2023-08-01,SHIBBRL,4.031e-05,4.056e-05,3.88e-05,4.055e-05,16929197703.0,673209.74393682,1701
1690761600000,2023-07-31,SHIBBRL,3.962e-05,4.15e-05,3.936e-05,4.037e-05,19693628979.0,797759.91354067,1911
1690675200000,2023-07-30,SHIBBRL,4.069e-05,4.193e-05,3.875e-05,3.962e-05,24319679311.0,981754.72358113,2351
1690588800000,2023-07-29,SHIBBRL,3.91e-05,4.12e-05,3.889e-05,4.073e-05,19947080094.0,796521.48078988,2256
1690502400000,2023-07-28,SHIBBRL,3.722e-05,4.022e-05,3.709e-05,3.906e-05,25869070650.0,1011666.27387388,2301
1690416000000,2023-07-27,SHIBBRL,3.752e-05,3.786e-05,3.684e-05,3.721e-05,7594910381.0,283024.54083061,983
1690329600000,2023-07-26,SHIBBRL,3.787e-05,3.812e-05,3.678e-05,3.754e-05,15635108854.0,583610.98358063,1296
1690243200000,2023-07-25,SHIBBRL,3.657e-05,3.798e-05,3.649e-05,3.783e-05,15849317802.0,589478.2746,1400
1690156800000,2023-07-24,SHIBBRL,3.793e-05,3.858e-05,3.616e-05,3.657e-05,17621102036.0,654600.29986993,1384
1690070400000,2023-07-23,SHIBBRL,3.75e-05,3.811e-05,3.73e-05,3.793e-05,6459640977.0,244039.33915608,933
1689984000000,2023-07-22,SHIBBRL,3.773e-05,3.813e-05,3.714e-05,3.745e-05,9944412622.0,373477.32063423,980
1689897600000,2023-07-21,SHIBBRL,3.708e-05,3.852e-05,3.69e-05,3.773e-05,10462196373.0,393930.80069875,1152
1689811200000,2023-07-20,SHIBBRL,3.738e-05,3.814e-05,3.675e-05,3.703e-05,11937182722.0,445819.53978447,1278
1689724800000,2023-07-19,SHIBBRL,3.727e-05,3.79e-05,3.69e-05,3.74e-05,8744413188.0,326657.17799714,950
1689638400000,2023-07-18,SHIBBRL,3.798e-05,3.82e-05,3.67e-05,3.727e-05,8649945654.0,323030.26311753,1000
1689552000000,2023-07-17,SHIBBRL,3.793e-05,3.889e-05,3.674e-05,3.797e-05,13316227653.0,503243.73189116,1502
1689465600000,2023-07-16,SHIBBRL,3.913e-05,3.952e-05,3.778e-05,3.794e-05,12393941321.0,479911.14797504,1869
1689379200000,2023-07-15,SHIBBRL,3.865e-05,4.121e-05,3.827e-05,3.913e-05,24513542889.0,978270.72758235,2842
1689292800000,2023-07-14,SHIBBRL,3.834e-05,4.07e-05,3.675e-05,3.865e-05,33101050134.0,1281556.36595828,3485
1689206400000,2023-07-13,SHIBBRL,3.643e-05,3.895e-05,3.609e-05,3.836e-05,22750596679.0,856062.16599071,2495
1689120000000,2023-07-12,SHIBBRL,3.676e-05,3.7e-05,3.565e-05,3.645e-05,8943853851.0,324846.11451079,1522
1689033600000,2023-07-11,SHIBBRL,3.696e-05,3.729e-05,3.637e-05,3.676e-05,7052772386.0,259123.14669406,1450
1688947200000,2023-07-10,SHIBBRL,3.802e-05,3.802e-05,3.641e-05,3.696e-05,12319280440.0,456739.76499567,2074
1688860800000,2023-07-09,SHIBBRL,3.763e-05,3.839e-05,3.733e-05,3.802e-05,16876054017.0,638186.86456921,2297
1688774400000,2023-07-08,SHIBBRL,3.59e-05,3.798e-05,3.565e-05,3.761e-05,14550558093.0,535965.64905099,1681
1688688000000,2023-07-07,SHIBBRL,3.528e-05,3.594e-05,3.496e-05,3.591e-05,8132526347.0,289813.16329884,1493
1688601600000,2023-07-06,SHIBBRL,3.631e-05,3.715e-05,3.506e-05,3.523e-05,10393938878.0,374155.01837497,1754
1688515200000,2023-07-05,SHIBBRL,3.737e-05,3.763e-05,3.596e-05,3.627e-05,9823450297.0,360395.65263363,1701
1688428800000,2023-07-04,SHIBBRL,3.729e-05,3.809e-05,3.67e-05,3.735e-05,13383459759.0,500686.74938505,1958
1688342400000,2023-07-03,SHIBBRL,3.697e-05,3.76e-05,3.67e-05,3.731e-05,12271288246.0,455976.74593999,2167
1688256000000,2023-07-02,SHIBBRL,3.685e-05,3.726e-05,3.587e-05,3.697e-05,10716840003.0,392181.55645898,1534
1688169600000,2023-07-01,SHIBBRL,3.643e-05,3.745e-05,3.616e-05,3.689e-05,14887078287.0,547733.14404733,2016
1688083200000,2023-06-30,SHIBBRL,3.572e-05,3.73e-05,3.424e-05,3.644e-05,19618591824.0,707605.07950338,2731
1687996800000,2023-06-29,SHIBBRL,3.528e-05,3.626e-05,3.519e-05,3.571e-05,7522667703.0,268666.36031309,1538
1687910400000,2023-06-28,SHIBBRL,3.672e-05,3.672e-05,3.433e-05,3.528e-05,12111400201.0,431537.91732988,2119
1687824000000,2023-06-27,SHIBBRL,3.624e-05,3.693e-05,3.599e-05,3.676e-05,10221348045.0,372220.90378506,1817
1687737600000,2023-06-26,SHIBBRL,3.789e-05,3.816e-05,3.566e-05,3.622e-05,12232776271.0,452980.69410234,2055
1687651200000,2023-06-25,SHIBBRL,3.749e-05,3.848e-05,3.73e-05,3.792e-05,6793516990.0,257519.61512201,1528
1687564800000,2023-06-24,SHIBBRL,3.821e-05,3.888e-05,3.696e-05,3.749e-05,11616375792.0,442555.68841981,2280
1687478400000,2023-06-23,SHIBBRL,3.73e-05,3.9e-05,3.708e-05,3.823e-05,19351952775.0,735167.08859975,2771
1687392000000,2023-06-22,SHIBBRL,3.605e-05,4.04e-05,3.6e-05,3.728e-05,51347284196.0,1974839.54896772,5391
1687305600000,2023-06-21,SHIBBRL,3.498e-05,3.639e-05,3.487e-05,3.605e-05,19245894144.0,689197.45282565,2792
1687219200000,2023-06-20,SHIBBRL,3.468e-05,3.503e-05,3.356e-05,3.496e-05,12656512690.0,435567.27707402,2160
1687132800000,2023-06-19,SHIBBRL,3.506e-05,3.561e-05,3.388e-05,3.468e-05,17718600936.0,614320.25277687,3166
1687046400000,2023-06-18,SHIBBRL,3.395e-05,3.67e-05,3.367e-05,3.509e-05,26033306285.0,916340.19431799,4205
1686960000000,2023-06-17,SHIBBRL,3.317e-05,3.405e-05,3.297e-05,3.395e-05,12739074686.0,427634.85370454,2149
1686873600000,2023-06-16,SHIBBRL,3.269e-05,3.327e-05,3.213e-05,3.321e-05,10332739818.0,338311.82230756,2097
1686787200000,2023-06-15,SHIBBRL,3.187e-05,3.305e-05,3.143e-05,3.268e-05,11738987205.0,378270.97716971,2179
1686700800000,2023-06-14,SHIBBRL,3.33e-05,3.386e-05,3.117e-05,3.189e-05,17197942382.0,561311.13854303,2430
1686614400000,2023-06-13,SHIBBRL,3.262e-05,3.383e-05,3.213e-05,3.328e-05,11657024189.0,383960.45364293,1832
1686528000000,2023-06-12,SHIBBRL,3.298e-05,3.308e-05,3.16e-05,3.262e-05,10788715339.0,350123.48920074,1959
1686441600000,2023-06-11,SHIBBRL,3.391e-05,3.399e-05,3.235e-05,3.297e-05,13974705211.0,463705.47917105,2123
1686355200000,2023-06-10,SHIBBRL,3.88e-05,3.899e-05,2.7e-05,3.393e-05,85132296244.0,2657027.97431507,7523
1686268800000,2023-06-09,SHIBBRL,3.949e-05,3.978e-05,3.836e-05,3.883e-05,7611826670.0,297225.38694958,1427
1686182400000,2023-06-08,SHIBBRL,3.907e-05,3.983e-05,3.876e-05,3.95e-05,6428878043.0,253492.38211539,1374
1686096000000,2023-06-07,SHIBBRL,4.04e-05,4.04e-05,3.852e-05,3.907e-05,12239721982.0,480393.3886558,1940
1686009600000,2023-06-06,SHIBBRL,3.975e-05,4.072e-05,3.91e-05,4.04e-05,10404961795.0,416930.10390212,1896
1685923200000,2023-06-05,SHIBBRL,4.318e-05,4.34e-05,3.838e-05,3.978e-05,17099491144.0,692361.40414935,2574
1685836800000,2023-06-04,SHIBBRL,4.307e-05,4.356e-05,4.279e-05,4.319e-05,4848866894.0,209842.0182419,1069
1685750400000,2023-06-03,SHIBBRL,4.297e-05,4.345e-05,4.264e-05,4.308e-05,5100105130.0,219652.91561913,1029
1685664000000,2023-06-02,SHIBBRL,4.269e-05,4.357e-05,4.16e-05,4.295e-05,13511277357.0,575320.07202873,1927
1685577600000,2023-06-01,SHIBBRL,4.35e-05,4.458e-05,4.262e-05,4.271e-05,10911692842.0,473647.37859954,1751
1685491200000,2023-05-31,SHIBBRL,4.398e-05,4.408e-05,4.27e-05,4.37e-05,10245769690.0,441813.32590183,1806
1685404800000,2023-05-30,SHIBBRL,4.399e-05,4.478e-05,4.355e-05,4.395e-05,9061316124.0,400039.20514313,1602
1685318400000,2023-05-29,SHIBBRL,4.426e-05,4.454e-05,4.383e-05,4.399e-05,7153018295.0,315829.27788053,1416
1685232000000,2023-05-28,SHIBBRL,4.343e-05,4.474e-05,4.324e-05,4.426e-05,13517091938.0,596960.3559217,2089
1685145600000,2023-05-27,SHIBBRL,4.298e-05,4.36e-05,4.275e-05,4.345e-05,5360874913.0,230841.71587004,1213
1685059200000,2023-05-26,SHIBBRL,4.283e-05,4.328e-05,4.24e-05,4.298e-05,7582999348.0,324557.73874833,1593
1684972800000,2023-05-25,SHIBBRL,4.243e-05,4.378e-05,4.145e-05,4.281e-05,10000249269.0,425399.46592184,1927
1684886400000,2023-05-24,SHIBBRL,4.449e-05,4.45e-05,4.199e-05,4.244e-05,10904856167.0,467554.34549779,2299
1684800000000,2023-05-23,SHIBBRL,4.395e-05,4.585e-05,4.391e-05,4.449e-05,21314168556.0,952450.57721557,2808
1684713600000,2023-05-22,SHIBBRL,4.276e-05,4.518e-05,4.234e-05,4.394e-05,22669820943.0,998216.76689084,2398
1684627200000,2023-05-21,SHIBBRL,4.362e-05,4.374e-05,4.254e-05,4.275e-05,6204810790.0,267187.28000906,887
1684540800000,2023-05-20,SHIBBRL,4.35e-05,4.396e-05,4.333e-05,4.366e-05,4648258196.0,202961.83024943,823
1684454400000,2023-05-19,SHIBBRL,4.352e-05,4.38e-05,4.326e-05,4.35e-05,6292919989.0,273929.48257587,946
1684368000000,2023-05-18,SHIBBRL,4.356e-05,4.395e-05,4.249e-05,4.351e-05,11276091244.0,490826.85559408,1124
1684281600000,2023-05-17,SHIBBRL,4.373e-05,4.407e-05,4.278e-05,4.356e-05,12628186586.0,549447.04871326,1217
1684195200000,2023-05-16,SHIBBRL,4.34e-05,4.374e-05,4.3e-05,4.373e-05,6892064132.0,298880.64835708,896
1684108800000,2023-05-15,SHIBBRL,4.378e-05,4.422e-05,4.32e-05,4.339e-05,10171628534.0,445933.20150023,1093
1684022400000,2023-05-14,SHIBBRL,4.33e-05,4.408e-05,4.289e-05,4.378e-05,5789448465.0,252684.70825385,749
1683936000000,2023-05-13,SHIBBRL,4.4e-05,4.405e-05,4.307e-05,4.333e-05,9130185261.0,397755.85288848,1107
1683849600000,2023-05-12,SHIBBRL,4.318e-05,4.4e-05,4.206e-05,4.399e-05,10417146822.0,447674.86719208,1322
1683763200000,2023-05-11,SHIBBRL,4.482e-05,4.484e-05,4.257e-05,4.321e-05,11377989344.0,496541.99916714,1391
1683676800000,2023-05-10,SHIBBRL,4.509e-05,4.558e-05,4.342e-05,4.482e-05,13079527629.0,586046.72901584,1445
1683590400000,2023-05-09,SHIBBRL,4.495e-05,4.528e-05,4.389e-05,4.514e-05,10869848856.0,484624.12668354,1467
1683504000000,2023-05-08,SHIBBRL,4.683e-05,4.699e-05,4.18e-05,4.495e-05,32309897081.0,1443471.70553721,2838
1683417600000,2023-05-07,SHIBBRL,4.746e-05,4.78e-05,4.677e-05,4.686e-05,7271171107.0,344059.27418167,1277
1683331200000,2023-05-06,SHIBBRL,4.989e-05,4.995e-05,4.612e-05,4.744e-05,23994496353.0,1150096.30888456,2527
1683244800000,2023-05-05,SHIBBRL,4.951e-05,4.997e-05,4.91e-05,4.984e-05,11111496705.0,550716.18664772,1833
1683158400000,2023-05-04,SHIBBRL,5.078e-05,5.086e-05,4.945e-05,4.948e-05,7536186479.0,377142.32078617,1324
1683072000000,2023-05-03,SHIBBRL,5.07e-05,5.123e-05,4.939e-05,5.076e-05,9417454342.0,471386.43562157,1334
1682985600000,2023-05-02,SHIBBRL,5.032e-05,5.135e-05,4.96e-05,5.072e-05,6724396704.0,338654.15364375,1281
1682899200000,2023-05-01,SHIBBRL,5.06e-05,5.089e-05,4.945e-05,5.035e-05,11793254135.0,591693.97445461,1613
1682812800000,2023-04-30,SHIBBRL,5.174e-05,5.179e-05,5.048e-05,5.07e-05,7887473282.0,404950.81717268,1101
1682726400000,2023-04-29,SHIBBRL,5.16e-05,5.218e-05,5.123e-05,5.173e-05,4623740598.0,239179.38686489,988
1682640000000,2023-04-28,SHIBBRL,5.147e-05,5.181e-05,5.082e-05,5.159e-05,7390213461.0,379610.53561237,1228
1682553600000,2023-04-27,SHIBBRL,5.165e-05,5.253e-05,5.129e-05,5.144e-05,9935097258.0,516973.80876558,1365
1682467200000,2023-04-26,SHIBBRL,5.27e-05,5.457e-05,4.987e-05,5.172e-05,32398922912.0,1701072.24632048,2512
1682380800000,2023-04-25,SHIBBRL,5.212e-05,5.304e-05,5.139e-05,5.272e-05,9611063046.0,499322.98817316,1492
1682294400000,2023-04-24,SHIBBRL,5.276e-05,5.323e-05,5.156e-05,5.218e-05,11324500522.0,594434.79731677,1581
1682208000000,2023-04-23,SHIBBRL,5.361e-05,5.367e-05,5.17e-05,5.282e-05,8237003577.0,434747.10836283,1216
1682121600000,2023-04-22,SHIBBRL,5.26e-05,5.377e-05,5.204e-05,5.359e-05,9426435477.0,498289.97466727,1525
1682035200000,2023-04-21,SHIBBRL,5.384e-05,5.442e-05,5.163e-05,5.272e-05,15580489507.0,828099.32107579,1814
1681948800000,2023-04-20,SHIBBRL,5.551e-05,5.637e-05,5.285e-05,5.391e-05,20113652307.0,1102376.61842914,2158
1681862400000,2023-04-19,SHIBBRL,5.798e-05,5.798e-05,5.4e-05,5.555e-05,28797438039.0,1608834.2115937,2484
1681776000000,2023-04-18,SHIBBRL,5.662e-05,5.824e-05,5.619e-05,5.795e-05,18060754071.0,1038355.90176875,2088
1681689600000,2023-04-17,SHIBBRL,5.766e-05,5.837e-05,5.627e-05,5.661e-05,23166698344.0,1324131.98843753,2288
1681603200000,2023-04-16,SHIBBRL,5.769e-05,5.93e-05,5.696e-05,5.762e-05,24638996403.0,1428403.71460954,2534
1681516800000,2023-04-15,SHIBBRL,5.567e-05,5.786e-05,5.471e-05,5.77e-05,14280189728.0,803911.37183127,1836
1681430400000,2023-04-14,SHIBBRL,5.5e-05,5.685e-05,5.478e-05,5.572e-05,18756244360.0,1044691.26748403,2224
1681344000000,2023-04-13,SHIBBRL,5.441e-05,5.564e-05,5.406e-05,5.498e-05,11829840795.0,649982.67166207,1582
1681257600000,2023-04-12,SHIBBRL,5.556e-05,5.573e-05,5.357e-05,5.435e-05,16708943258.0,910853.81484031,2157
1681171200000,2023-04-11,SHIBBRL,5.654e-05,5.674e-05,5.55e-05,5.556e-05,12546753502.0,704577.90387464,2151
1681084800000,2023-04-10,SHIBBRL,5.576e-05,5.669e-05,5.518e-05,5.653e-05,11647146559.0,650801.24263393,1908
1680998400000,2023-04-09,SHIBBRL,5.534e-05,5.61e-05,5.513e-05,5.577e-05,7422475447.0,413458.44457125,1499
1680912000000,2023-04-08,SHIBBRL,5.572e-05,5.632e-05,5.501e-05,5.539e-05,9679573016.0,538322.42770517,1805
1680825600000,2023-04-07,SHIBBRL,5.578e-05,5.606e-05,5.512e-05,5.572e-05,9368632403.0,521236.98227384,1891
1680739200000,2023-04-06,SHIBBRL,5.681e-05,5.69e-05,5.531e-05,5.58e-05,18689510945.0,1048697.81909762,2611
1680652800000,2023-04-05,SHIBBRL,5.73e-05,5.84e-05,5.603e-05,5.682e-05,21391670446.0,1222275.57815032,2696
1680566400000,2023-04-04,SHIBBRL,5.728e-05,5.897e-05,5.649e-05,5.735e-05,34016378391.0,1965154.56221903,3779
1680480000000,2023-04-03,SHIBBRL,5.534e-05,5.942e-05,5.414e-05,5.724e-05,64807643515.0,3702630.77491826,5561
1680393600000,2023-04-02,SHIBBRL,5.72e-05,5.872e-05,5.502e-05,5.53e-05,22662661320.0,1285420.68711099,2455
1680307200000,2023-04-01,SHIBBRL,5.536e-05,5.892e-05,5.463e-05,5.714e-05,31059611828.0,1766340.66117773,2942
1680220800000,2023-03-31,SHIBBRL,5.444e-05,5.598e-05,5.4e-05,5.529e-05,13269206374.0,728024.10267633,1431
1680134400000,2023-03-30,SHIBBRL,5.521e-05,5.559e-05,5.351e-05,5.444e-05,12407864307.0,678824.39754616,1639
1680048000000,2023-03-29,SHIBBRL,5.446e-05,5.64e-05,5.434e-05,5.521e-05,12060361986.0,668954.8276405,1582
1679961600000,2023-03-28,SHIBBRL,5.484e-05,5.487e-05,5.351e-05,5.447e-05,9675413110.0,524166.2626273,1410
1679875200000,2023-03-27,SHIBBRL,5.623e-05,5.802e-05,5.399e-05,5.476e-05,21604835357.0,1205646.56878091,2075
1679788800000,2023-03-26,SHIBBRL,5.572e-05,5.656e-05,5.553e-05,5.618e-05,8185494771.0,458907.54278245,1115
1679702400000,2023-03-25,SHIBBRL,5.622e-05,5.671e-05,5.512e-05,5.57e-05,16332840988.0,915268.63744472,1518
1679616000000,2023-03-24,SHIBBRL,5.759e-05,5.765e-05,5.5e-05,5.62e-05,18175877842.0,1023785.28878617,1662
1679529600000,2023-03-23,SHIBBRL,5.609e-05,5.809e-05,5.577e-05,5.751e-05,21974621169.0,1254850.83995742,1947
1679443200000,2023-03-22,SHIBBRL,5.782e-05,5.845e-05,5.402e-05,5.602e-05,45609975111.0,2586964.82162675,2987
1679356800000,2023-03-21,SHIBBRL,5.534e-05,5.863e-05,5.448e-05,5.776e-05,28153276909.0,1602165.7964754,2662
1679270400000,2023-03-20,SHIBBRL,5.774e-05,5.844e-05,5.49e-05,5.541e-05,24608871558.0,1387031.77960581,2515
1679184000000,2023-03-19,SHIBBRL,5.663e-05,5.898e-05,5.65e-05,5.774e-05,17943350420.0,1040521.84383171,1905
1679097600000,2023-03-18,SHIBBRL,5.914e-05,6.024e-05,5.613e-05,5.655e-05,31964110861.0,1872494.625408,2860
1679011200000,2023-03-17,SHIBBRL,5.535e-05,5.949e-05,5.499e-05,5.915e-05,30229863083.0,1731933.73369182,2746
1678924800000,2023-03-16,SHIBBRL,5.517e-05,5.605e-05,5.413e-05,5.535e-05,23696077851.0,1310084.38464144,2312
1678838400000,2023-03-15,SHIBBRL,5.95e-05,6.023e-05,5.42e-05,5.51e-05,37991344945.0,2159347.54337359,2992
1678752000000,2023-03-14,SHIBBRL,5.77e-05,6.187e-05,5.652e-05,5.948e-05,59276493082.0,3514149.28590703,4359
1678665600000,2023-03-13,SHIBBRL,5.554e-05,5.86e-05,5.355e-05,5.772e-05,41551389059.0,2352148.63975765,3548
1678579200000,2023-03-12,SHIBBRL,5.255e-05,5.574e-05,5.164e-05,5.549e-05,22446208912.0,1203297.75052637,2086
1678492800000,2023-03-11,SHIBBRL,5.389e-05,5.541e-05,5.124e-05,5.261e-05,30114827651.0,1598787.48869313,2622
1678406400000,2023-03-10,SHIBBRL,5.241e-05,5.439e-05,5.023e-05,5.395e-05,38570941511.0,2022206.38273538,3484
1678320000000,2023-03-09,SHIBBRL,5.664e-05,5.785e-05,5.112e-05,5.237e-05,36284629558.0,1970146.43845839,3328
1678233600000,2023-03-08,SHIBBRL,5.811e-05,6.012e-05,5.583e-05,5.667e-05,33012609522.0,1916366.29927986,3071
1678147200000,2023-03-07,SHIBBRL,5.79e-05,5.86e-05,5.537e-05,5.815e-05,22147715325.0,1259507.52445312,2453
1678060800000,2023-03-06,SHIBBRL,5.801e-05,5.842e-05,5.689e-05,5.785e-05,12250604176.0,707565.65201659,1662
1677974400000,2023-03-05,SHIBBRL,5.829e-05,5.914e-05,5.758e-05,5.81e-05,8535687090.0,499517.947754,1334
1677888000000,2023-03-04,SHIBBRL,5.965e-05,5.997e-05,5.641e-05,5.829e-05,18977474036.0,1103531.59394789,2060
1677801600000,2023-03-03,SHIBBRL,6.301e-05,6.304e-05,5.747e-05,5.965e-05,27887512038.0,1654855.06044689,2962
1677715200000,2023-03-02,SHIBBRL,6.393e-05,6.411e-05,6.137e-05,6.301e-05,31338463040.0,1956883.57895774,2464
1677628800000,2023-03-01,SHIBBRL,6.294e-05,6.496e-05,6.25e-05,6.39e-05,11938402118.0,763304.50033971,2009
1677542400000,2023-02-28,SHIBBRL,6.537e-05,6.544e-05,6.265e-05,6.294e-05,13773530195.0,887052.90088386,2186
1677456000000,2023-02-27,SHIBBRL,6.71e-05,6.719e-05,6.446e-05,6.538e-05,14907908651.0,980552.62793182,2410
1677369600000,2023-02-26,SHIBBRL,6.473e-05,6.858e-05,6.434e-05,6.711e-05,18514118108.0,1228629.14621835,2173
1677283200000,2023-02-25,SHIBBRL,6.56e-05,6.594e-05,6.265e-05,6.473e-05,15924907051.0,1024501.56165083,2344
1677196800000,2023-02-24,SHIBBRL,6.773e-05,6.837e-05,6.385e-05,6.56e-05,20446974356.0,1357526.11820558,2706
1677110400000,2023-02-23,SHIBBRL,6.815e-05,7.072e-05,6.711e-05,6.772e-05,34216937659.0,2354461.97901029,3336
1677024000000,2023-02-22,SHIBBRL,6.817e-05,6.834e-05,6.547e-05,6.817e-05,14714551126.0,980380.12090334,2288
1676937600000,2023-02-21,SHIBBRL,7.015e-05,7.075e-05,6.7e-05,6.806e-05,19413770723.0,1333850.51210583,2432
1676851200000,2023-02-20,SHIBBRL,6.97e-05,7.174e-05,6.818e-05,7.008e-05,17721507081.0,1242381.53622316,2412
1676764800000,2023-02-19,SHIBBRL,6.864e-05,7.28e-05,6.816e-05,6.975e-05,44647958725.0,3156084.51007962,3602
1676678400000,2023-02-18,SHIBBRL,6.855e-05,6.968e-05,6.782e-05,6.868e-05,11933845963.0,819072.76814546,2002
1676592000000,2023-02-17,SHIBBRL,6.636e-05,6.935e-05,6.597e-05,6.851e-05,23516455308.0,1605904.08614095,2820
1676505600000,2023-02-16,SHIBBRL,7.151e-05,7.234e-05,6.578e-05,6.637e-05,45882629941.0,3216039.29041098,4858
1676419200000,2023-02-15,SHIBBRL,6.65e-05,7.246e-05,6.54e-05,7.135e-05,41834734826.0,2904989.03014548,4597
1676332800000,2023-02-14,SHIBBRL,6.489e-05,6.69e-05,6.3e-05,6.645e-05,32932470304.0,2144339.94413264,3209
1676246400000,2023-02-13,SHIBBRL,6.785e-05,6.88e-05,6.239e-05,6.475e-05,31284730472.0,2038802.21159827,3479
1676160000000,2023-02-12,SHIBBRL,6.787e-05,7.119e-05,6.622e-05,6.771e-05,34904532100.0,2400050.53782153,3549
1676073600000,2023-02-11,SHIBBRL,6.755e-05,6.88e-05,6.516e-05,6.784e-05,43658523688.0,2919290.5134298,3813
1675987200000,2023-02-10,SHIBBRL,6.431e-05,6.995e-05,6.414e-05,6.76e-05,51144362554.0,3408980.08649365,4722
1675900800000,2023-02-09,SHIBBRL,7.191e-05,7.214e-05,6.217e-05,6.446e-05,47433340381.0,3202661.53928217,5139
1675814400000,2023-02-08,SHIBBRL,7.496e-05,7.54e-05,7.071e-05,7.175e-05,28358198627.0,2061664.83005296,4301
1675728000000,2023-02-07,SHIBBRL,7.302e-05,7.527e-05,7.135e-05,7.496e-05,32309089473.0,2364971.50464868,4560
1675641600000,2023-02-06,SHIBBRL,7.43e-05,7.692e-05,7.219e-05,7.291e-05,43950908367.0,3287540.63592527,5160
1675555200000,2023-02-05,SHIBBRL,7.588e-05,7.919e-05,7.232e-05,7.43e-05,66185197574.0,4979181.0516782,6719
1675468800000,2023-02-04,SHIBBRL,6.55e-05,8.129e-05,6.539e-05,7.601e-05,167688094935.0,12491582.3055454,13190
1675382400000,2023-02-03,SHIBBRL,6.191e-05,6.645e-05,6.13e-05,6.55e-05,34846113617.0,2227499.69116363,4083
1675296000000,2023-02-02,SHIBBRL,6.094e-05,6.539e-05,5.965e-05,6.171e-05,84085387831.0,5252892.46083691,5541
1675209600000,2023-02-01,SHIBBRL,6.031e-05,6.127e-05,5.798e-05,6.084e-05,32232897983.0,1921019.65323618,3449
1675123200000,2023-01-31,SHIBBRL,5.921e-05,6.161e-05,5.885e-05,6.029e-05,19028561559.0,1148160.90221886,2796
1675036800000,2023-01-30,SHIBBRL,6.187e-05,6.219e-05,5.747e-05,5.922e-05,30874934773.0,1838671.92252307,3565
