https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume LINK,Volume BRL,tradecount
1688342400000,2023-07-03,LINKBRL,31.59,32.25,31.25,31.79,14361.48,456494.0016,849
1688256000000,2023-07-02,LINKBRL,31.32,31.66,30.7,31.53,4858.87,151481.4745,345
1688169600000,2023-07-01,LINKBRL,30.5,31.47,29.78,31.32,5960.0,181925.7914,327
1688083200000,2023-06-30,LINKBRL,28.76,31.08,28.14,30.46,14702.68,436764.2398,720
1687996800000,2023-06-29,LINKBRL,28.47,30.11,28.32,28.76,4586.96,133792.9071,315
1687910400000,2023-06-28,LINKBRL,29.96,29.96,28.0,28.47,8199.68,237852.5689,453
1687824000000,2023-06-27,LINKBRL,29.07,30.28,29.07,29.93,8876.61,264862.2096,543
1687737600000,2023-06-26,LINKBRL,29.7,29.95,28.94,29.1,4936.81,145246.9058,244
1687651200000,2023-06-25,LINKBRL,29.51,30.56,29.33,29.7,2773.05,82845.8373,246
1687564800000,2023-06-24,LINKBRL,29.21,29.73,28.65,29.52,6502.35,188356.2285,342
1687478400000,2023-06-23,LINKBRL,26.67,29.59,26.54,29.12,8865.51,253576.1048,449
1687392000000,2023-06-22,LINKBRL,26.53,27.64,26.47,26.67,11825.51,319957.6626,642
1687305600000,2023-06-21,LINKBRL,25.31,26.73,25.22,26.55,13180.55,344391.0823,594
1687219200000,2023-06-20,LINKBRL,24.69,25.42,24.1,25.33,8312.95,206165.7214,397
1687132800000,2023-06-19,LINKBRL,25.12,25.17,24.0,24.58,4930.97,121449.8036,373
1687046400000,2023-06-18,LINKBRL,25.7,25.78,24.85,25.13,3058.29,77665.6058,276
1686960000000,2023-06-17,LINKBRL,25.81,26.13,25.37,25.71,4113.22,106383.6418,352
1686873600000,2023-06-16,LINKBRL,25.63,26.1,25.0,25.83,6097.82,156640.4559,516
1686787200000,2023-06-15,LINKBRL,25.57,26.21,24.95,25.67,6879.56,175718.5014,651
1686700800000,2023-06-14,LINKBRL,25.94,26.81,25.0,25.5,8830.89,229391.9518,687
1686614400000,2023-06-13,LINKBRL,25.21,26.36,24.95,25.9,6041.86,155319.723,568
1686528000000,2023-06-12,LINKBRL,25.62,25.64,24.8,25.24,6859.92,173167.8007,626
1686441600000,2023-06-11,LINKBRL,25.89,25.93,25.26,25.58,4324.13,110773.2161,448
1686355200000,2023-06-10,LINKBRL,29.51,29.54,23.5,25.94,25827.69,654552.7439,1742
1686268800000,2023-06-09,LINKBRL,29.78,30.04,29.08,29.51,4514.9,133007.8067,419
1686182400000,2023-06-08,LINKBRL,29.39,30.0,29.2,29.81,4282.41,126992.9718,411
1686096000000,2023-06-07,LINKBRL,30.85,30.86,28.95,29.39,6653.7,197718.3081,666
1686009600000,2023-06-06,LINKBRL,30.24,31.09,29.88,30.94,6658.42,203287.0633,636
1685923200000,2023-06-05,LINKBRL,32.43,32.51,29.69,30.2,10217.23,312070.3742,1222
1685836800000,2023-06-04,LINKBRL,32.12,32.76,32.02,32.45,2298.54,74821.093,315
1685750400000,2023-06-03,LINKBRL,32.26,32.26,31.86,32.15,2498.81,80072.8968,266
1685664000000,2023-06-02,LINKBRL,32.04,32.66,31.77,32.24,6988.6,225288.1816,397
1685577600000,2023-06-01,LINKBRL,32.96,33.16,31.91,32.04,5261.49,171109.0052,519
1685491200000,2023-05-31,LINKBRL,33.5,33.55,32.58,32.96,8798.94,290097.7351,433
1685404800000,2023-05-30,LINKBRL,33.56,33.72,33.03,33.52,3682.53,123468.9803,575
1685318400000,2023-05-29,LINKBRL,33.27,33.64,32.9,33.53,3366.71,111967.9334,271
1685232000000,2023-05-28,LINKBRL,32.39,33.46,32.33,33.35,1854.05,61041.9913,172
1685145600000,2023-05-27,LINKBRL,31.99,32.46,31.86,32.41,2003.53,64439.8202,173
1685059200000,2023-05-26,LINKBRL,31.56,32.12,31.47,31.93,3084.86,98228.9251,321
1684972800000,2023-05-25,LINKBRL,31.61,31.96,30.85,31.67,3070.36,96807.7711,322
1684886400000,2023-05-24,LINKBRL,32.49,32.53,31.0,31.6,5300.65,167358.6293,447
1684800000000,2023-05-23,LINKBRL,32.7,34.0,32.36,32.51,3550.7,115876.3333,238
1684713600000,2023-05-22,LINKBRL,32.34,33.12,31.89,32.66,1861.97,60744.8111,196
1684627200000,2023-05-21,LINKBRL,32.54,32.7,31.93,32.3,1839.42,59543.0767,185
1684540800000,2023-05-20,LINKBRL,32.64,32.81,32.51,32.61,1539.53,50209.9523,154
1684454400000,2023-05-19,LINKBRL,32.53,32.82,32.4,32.64,2401.4,78334.6957,202
1684368000000,2023-05-18,LINKBRL,33.6,33.61,32.14,32.64,2617.87,85984.929,260
1684281600000,2023-05-17,LINKBRL,33.1,33.87,32.71,33.59,3332.04,110478.2797,409
1684195200000,2023-05-16,LINKBRL,32.89,33.28,32.39,33.1,1521.56,50110.8282,170
1684108800000,2023-05-15,LINKBRL,32.52,33.26,32.17,32.8,4400.25,144517.0644,414
1684022400000,2023-05-14,LINKBRL,32.22,32.83,32.0,32.57,6387.88,207686.9576,394
1683936000000,2023-05-13,LINKBRL,32.97,33.01,32.23,32.24,6588.84,214980.3712,527
1683849600000,2023-05-12,LINKBRL,31.7,32.99,31.06,32.94,9058.81,290381.7565,908
1683763200000,2023-05-11,LINKBRL,32.81,32.81,31.0,31.67,10162.86,324184.6897,985
1683676800000,2023-05-10,LINKBRL,32.73,33.34,31.49,32.84,10375.15,338424.9684,1093
1683590400000,2023-05-09,LINKBRL,33.31,33.4,32.36,32.73,5792.16,190380.1059,298
1683504000000,2023-05-08,LINKBRL,34.62,34.72,32.2,33.27,11606.0,386204.8891,641
1683417600000,2023-05-07,LINKBRL,34.72,35.07,34.49,34.49,2425.89,84221.4523,192
1683331200000,2023-05-06,LINKBRL,35.98,36.18,34.45,34.82,6570.31,230235.4743,265
1683244800000,2023-05-05,LINKBRL,35.05,36.21,34.82,35.95,5341.48,190001.3219,275
1683158400000,2023-05-04,LINKBRL,35.79,35.92,34.81,34.99,3203.0,113159.9917,193
1683072000000,2023-05-03,LINKBRL,35.31,35.9,34.4,35.83,5698.13,199574.7273,319
1682985600000,2023-05-02,LINKBRL,34.85,35.5,34.45,35.42,5347.38,186846.9139,317
1682899200000,2023-05-01,LINKBRL,35.38,35.6,34.38,34.86,5777.73,202153.779,339
1682812800000,2023-04-30,LINKBRL,36.28,36.61,35.4,35.51,2506.34,90366.632,204
1682726400000,2023-04-29,LINKBRL,35.42,36.3,35.29,36.16,1723.33,61852.8323,173
1682640000000,2023-04-28,LINKBRL,35.92,35.94,35.1,35.5,4577.4,162501.1474,309
1682553600000,2023-04-27,LINKBRL,35.62,36.76,35.4,35.93,8524.93,306052.9864,427
1682467200000,2023-04-26,LINKBRL,37.01,38.12,34.42,35.64,20026.02,735434.9789,787
1682380800000,2023-04-25,LINKBRL,35.82,37.07,35.4,37.04,4894.57,176553.9113,310
1682294400000,2023-04-24,LINKBRL,36.22,37.13,35.63,35.94,4888.0,177601.2384,259
1682208000000,2023-04-23,LINKBRL,36.8,36.8,35.3,36.22,7944.43,286057.6389,325
1682121600000,2023-04-22,LINKBRL,36.56,37.03,36.28,36.9,4141.03,151769.4226,261
1682035200000,2023-04-21,LINKBRL,38.21,38.59,35.92,36.5,14273.03,531415.0004,552
1681948800000,2023-04-20,LINKBRL,39.7,40.5,37.86,38.21,11165.01,437116.8549,614
1681862400000,2023-04-19,LINKBRL,42.8,43.01,39.26,39.79,33320.98,1353729.3358,1343
1681776000000,2023-04-18,LINKBRL,40.72,43.8,40.18,42.88,11161.96,477330.892,567
1681689600000,2023-04-17,LINKBRL,40.54,41.38,39.65,40.57,12606.75,509130.8736,507
1681603200000,2023-04-16,LINKBRL,40.21,40.8,39.51,40.53,4736.54,190512.6875,315
1681516800000,2023-04-15,LINKBRL,38.36,40.25,37.69,39.94,9692.87,379991.2676,447
1681430400000,2023-04-14,LINKBRL,36.97,39.04,36.97,38.34,17691.84,676508.8766,627
1681344000000,2023-04-13,LINKBRL,35.88,37.33,35.63,36.95,6634.91,243836.4536,327
1681257600000,2023-04-12,LINKBRL,36.86,36.86,35.6,35.99,7996.27,290463.8844,397
1681171200000,2023-04-11,LINKBRL,37.31,37.68,36.71,36.74,5442.77,202318.1046,349
1681084800000,2023-04-10,LINKBRL,36.78,37.44,36.31,37.31,6306.61,233442.2436,316
1680998400000,2023-04-09,LINKBRL,36.38,36.95,36.0,36.65,1091.56,39847.6725,124
1680912000000,2023-04-08,LINKBRL,37.12,37.14,36.21,36.36,3375.25,123393.7571,153
1680825600000,2023-04-07,LINKBRL,36.66,37.2,36.32,37.12,1242.72,45657.6268,141
1680739200000,2023-04-06,LINKBRL,37.0,37.22,36.27,36.63,3079.2,113356.3943,236
1680652800000,2023-04-05,LINKBRL,37.61,38.75,36.68,37.15,7622.78,286493.3508,347
1680566400000,2023-04-04,LINKBRL,36.95,38.14,36.78,37.64,5638.64,211559.4931,279
1680480000000,2023-04-03,LINKBRL,37.26,38.0,36.0,36.98,12291.35,455302.9581,410
1680393600000,2023-04-02,LINKBRL,38.56,38.56,37.0,37.21,3821.78,143450.9295,193
1680307200000,2023-04-01,LINKBRL,38.88,38.95,38.05,38.53,3718.27,142939.1199,197
1680220800000,2023-03-31,LINKBRL,37.31,39.26,37.23,38.83,11347.13,437574.4432,449
1680134400000,2023-03-30,LINKBRL,38.2,38.86,36.81,37.24,9923.87,372744.1851,430
1680048000000,2023-03-29,LINKBRL,36.22,38.73,36.02,38.1,16607.38,624499.1521,522
1679961600000,2023-03-28,LINKBRL,36.17,36.6,35.24,36.22,9670.24,346281.6036,458
1679875200000,2023-03-27,LINKBRL,38.51,38.51,35.65,36.13,9804.58,361720.0346,498
1679788800000,2023-03-26,LINKBRL,37.53,38.57,37.43,38.46,6240.78,238323.2453,273
1679702400000,2023-03-25,LINKBRL,38.13,38.38,37.09,37.54,6558.66,247235.5421,316
1679616000000,2023-03-24,LINKBRL,40.53,40.54,37.75,38.03,15542.77,601271.4514,580
1679529600000,2023-03-23,LINKBRL,38.0,40.5,37.61,40.41,11206.16,442694.9777,569
1679443200000,2023-03-22,LINKBRL,39.09,40.97,37.0,38.01,29472.54,1145633.2579,1110
1679356800000,2023-03-21,LINKBRL,37.31,39.4,36.43,39.1,19511.44,743309.7203,699
1679270400000,2023-03-20,LINKBRL,37.55,39.34,36.63,37.33,18194.57,694920.6756,887
1679184000000,2023-03-19,LINKBRL,36.57,38.5,36.57,37.49,7157.43,269766.5651,367
1679097600000,2023-03-18,LINKBRL,38.12,38.69,36.33,36.58,12977.95,488995.9578,582
1679011200000,2023-03-17,LINKBRL,35.17,38.52,34.88,38.29,17223.07,639554.6905,704
1678924800000,2023-03-16,LINKBRL,34.66,35.52,34.3,35.18,13989.58,489407.5113,498
1678838400000,2023-03-15,LINKBRL,36.87,37.5,34.07,34.74,22267.32,788378.9573,789
1678752000000,2023-03-14,LINKBRL,35.4,37.79,34.5,36.75,28857.83,1047432.0044,1050
1678665600000,2023-03-13,LINKBRL,34.0,36.0,33.0,35.35,29500.15,1016831.0679,962
1678579200000,2023-03-12,LINKBRL,31.48,33.96,31.2,33.81,12469.54,406006.171,465
1678492800000,2023-03-11,LINKBRL,32.64,33.51,30.7,31.51,15116.84,486196.2332,466
1678406400000,2023-03-10,LINKBRL,31.99,32.86,30.67,32.6,10919.99,350446.6306,498
1678320000000,2023-03-09,LINKBRL,34.12,34.52,31.3,32.01,11579.7,379782.2871,596
1678233600000,2023-03-08,LINKBRL,36.1,36.26,33.76,34.09,10221.2,358212.0928,420
1678147200000,2023-03-07,LINKBRL,35.61,36.26,34.85,35.99,12854.71,457786.7477,458
1678060800000,2023-03-06,LINKBRL,36.3,36.45,35.53,35.56,8587.29,308741.1332,370
1677974400000,2023-03-05,LINKBRL,35.92,36.66,35.71,36.31,2908.07,105679.1243,178
1677888000000,2023-03-04,LINKBRL,36.49,36.71,35.1,35.91,5169.37,186451.1111,286
1677801600000,2023-03-03,LINKBRL,37.96,38.0,35.0,36.43,16009.02,579844.2599,728
1677715200000,2023-03-02,LINKBRL,39.31,39.52,37.49,37.97,12014.3,459036.9381,456
1677628800000,2023-03-01,LINKBRL,37.5,39.27,37.5,39.27,9945.42,385027.3329,489
1677542400000,2023-02-28,LINKBRL,37.88,39.3,37.27,37.62,8882.28,340112.8626,399
1677456000000,2023-02-27,LINKBRL,39.1,39.13,37.21,38.01,12040.11,458084.1603,511
1677369600000,2023-02-26,LINKBRL,38.38,39.33,38.13,39.16,4526.66,175470.3361,271
1677283200000,2023-02-25,LINKBRL,39.0,39.07,37.5,38.54,5594.11,214928.1223,348
1677196800000,2023-02-24,LINKBRL,40.96,42.08,37.83,39.01,20236.43,808416.6776,729
1677110400000,2023-02-23,LINKBRL,40.05,42.6,39.78,41.0,29289.72,1202952.0505,902
1677024000000,2023-02-22,LINKBRL,39.87,40.26,38.2,40.07,16225.33,634596.069,630
1676937600000,2023-02-21,LINKBRL,41.74,41.91,39.03,39.86,9193.36,369385.7787,422
1676851200000,2023-02-20,LINKBRL,42.05,43.75,40.5,41.6,16439.46,693679.3772,588
1676764800000,2023-02-19,LINKBRL,41.42,43.08,40.89,42.0,17054.82,717904.3798,664
1676678400000,2023-02-18,LINKBRL,40.01,42.95,38.99,41.67,19238.66,794663.6157,787
1676592000000,2023-02-17,LINKBRL,36.55,40.0,36.49,39.9,19144.93,738058.4885,742
1676505600000,2023-02-16,LINKBRL,37.83,39.13,36.6,36.6,25272.02,956693.9785,889
1676419200000,2023-02-15,LINKBRL,35.5,37.93,35.15,37.72,15076.67,550150.6265,596
1676332800000,2023-02-14,LINKBRL,34.69,35.67,33.99,35.46,12429.81,433075.423,508
1676246400000,2023-02-13,LINKBRL,35.83,36.02,33.51,34.71,22855.48,786950.5012,657
1676160000000,2023-02-12,LINKBRL,36.85,37.31,35.25,35.86,6390.85,233213.9402,348
1676073600000,2023-02-11,LINKBRL,36.15,37.02,36.05,36.82,4052.2,147629.7,276
1675987200000,2023-02-10,LINKBRL,36.94,37.6,35.88,36.19,13621.66,499387.7751,683
1675900800000,2023-02-09,LINKBRL,37.3,40.86,35.89,37.0,73821.65,2845711.1594,1850
1675814400000,2023-02-08,LINKBRL,37.54,38.08,36.55,37.22,19416.1,724073.4995,685
1675728000000,2023-02-07,LINKBRL,35.41,37.54,35.37,37.47,15831.38,578635.7703,610
1675641600000,2023-02-06,LINKBRL,36.26,36.74,35.16,35.41,8117.11,293083.6756,395
1675555200000,2023-02-05,LINKBRL,37.41,37.41,35.67,36.3,13572.17,491414.9569,464
1675468800000,2023-02-04,LINKBRL,37.57,38.0,36.7,37.43,6216.24,231907.4867,352
1675382400000,2023-02-03,LINKBRL,36.14,37.6,35.68,37.49,12804.2,473591.597,457
1675296000000,2023-02-02,LINKBRL,36.68,37.73,35.69,36.09,24449.89,897617.0499,841
1675209600000,2023-02-01,LINKBRL,35.52,37.15,34.1,36.68,17306.22,612933.8657,658
1675123200000,2023-01-31,LINKBRL,35.56,36.42,35.08,35.45,6832.93,244399.1446,392
1675036800000,2023-01-30,LINKBRL,37.79,38.06,34.86,35.52,32912.71,1184877.4265,1146
1674950400000,2023-01-29,LINKBRL,36.99,38.5,36.82,37.83,15854.24,598655.143,571
1674864000000,2023-01-28,LINKBRL,37.94,38.56,36.62,37.09,7191.62,269272.22,356
1674777600000,2023-01-27,LINKBRL,36.65,38.5,35.48,37.87,22798.82,842530.3211,788
1674691200000,2023-01-26,LINKBRL,35.77,37.28,35.0,36.54,15835.39,569653.0533,573
1674604800000,2023-01-25,LINKBRL,34.51,36.15,33.7,35.63,12515.85,433469.4858,550
1674518400000,2023-01-24,LINKBRL,36.56,37.47,34.0,34.39,17571.12,630997.4814,681
1674432000000,2023-01-23,LINKBRL,36.51,37.66,35.84,36.67,19374.94,712453.5472,679
1674345600000,2023-01-22,LINKBRL,35.86,37.89,35.46,36.48,15654.3,571279.8469,637
1674259200000,2023-01-21,LINKBRL,36.19,37.05,35.49,35.75,9780.4,354429.9685,649
1674172800000,2023-01-20,LINKBRL,33.93,36.29,33.44,36.19,12113.12,420066.7477,929
1674086400000,2023-01-19,LINKBRL,32.86,34.01,32.86,33.93,7892.22,264776.1318,465
1674000000000,2023-01-18,LINKBRL,35.17,35.9,32.4,33.05,27088.27,929442.2192,932
1673913600000,2023-01-17,LINKBRL,34.49,35.93,33.89,35.1,13388.18,469769.9434,562
1673827200000,2023-01-16,LINKBRL,34.39,35.63,33.13,34.45,15383.32,530991.7786,696
1673740800000,2023-01-15,LINKBRL,35.28,35.57,33.88,34.41,8403.74,290849.3078,481
1673654400000,2023-01-14,LINKBRL,33.88,36.11,33.1,35.21,22585.11,784305.5932,1075
1673568000000,2023-01-13,LINKBRL,33.06,33.94,32.26,33.9,12811.53,423063.41,581
1673481600000,2023-01-12,LINKBRL,32.75,33.28,31.69,33.02,17698.49,576565.0266,748
1673395200000,2023-01-11,LINKBRL,32.27,32.77,31.59,32.63,9764.94,313405.5583,444
1673308800000,2023-01-10,LINKBRL,32.1,33.0,31.66,32.31,8141.17,263589.2032,418
1673222400000,2023-01-09,LINKBRL,31.81,33.3,31.59,32.1,21775.83,703648.122,734
1673136000000,2023-01-08,LINKBRL,30.95,31.77,30.56,31.77,5289.72,164446.6759,270
1673049600000,2023-01-07,LINKBRL,30.14,30.94,30.06,30.9,4962.62,152138.5923,302
1672963200000,2023-01-06,LINKBRL,30.46,30.54,29.64,30.14,12338.87,370644.6777,459
1672876800000,2023-01-05,LINKBRL,31.49,31.52,30.24,30.41,9961.37,306106.6093,378
1672790400000,2023-01-04,LINKBRL,30.45,31.96,30.31,31.49,9835.96,308507.3803,459
1672704000000,2023-01-03,LINKBRL,30.25,30.57,29.93,30.5,5158.54,155813.8308,351
1672617600000,2023-01-02,LINKBRL,29.93,30.78,29.5,30.27,7498.59,227828.8747,306
1672531200000,2023-01-01,LINKBRL,29.7,30.0,29.3,29.87,2266.88,67248.1427,147
1672444800000,2022-12-31,LINKBRL,29.23,29.93,28.83,29.71,4497.13,132498.3637,257
1672358400000,2022-12-30,LINKBRL,29.79,29.91,28.86,29.27,6361.4,185828.8642,398
1672272000000,2022-12-29,LINKBRL,30.16,30.32,29.2,29.83,7653.23,228432.4272,542
1672185600000,2022-12-28,LINKBRL,31.27,31.27,30.0,30.1,8262.65,251064.8736,625
1672099200000,2022-12-27,LINKBRL,31.66,31.7,31.11,31.31,8313.82,261226.2082,407
1672012800000,2022-12-26,LINKBRL,31.07,31.66,30.88,31.63,4103.38,128429.5679,250
1671926400000,2022-12-25,LINKBRL,30.64,31.06,30.53,31.06,2809.37,86387.8741,127
1671840000000,2022-12-24,LINKBRL,30.8,30.84,30.5,30.71,2272.68,69762.0718,183
1671753600000,2022-12-23,LINKBRL,31.33,31.48,30.66,30.8,6968.89,217084.3393,291
1671667200000,2022-12-22,LINKBRL,31.4,31.56,30.69,31.34,5818.71,180632.7783,300
1671580800000,2022-12-21,LINKBRL,31.58,31.65,30.82,31.4,8971.25,279148.8187,304
1671494400000,2022-12-20,LINKBRL,30.78,32.38,30.58,31.62,9737.41,309370.7857,420
1671408000000,2022-12-19,LINKBRL,31.58,32.07,30.4,30.76,6381.47,200406.821,375
1671321600000,2022-12-18,LINKBRL,32.01,32.05,31.43,31.46,2453.01,77799.022,201
1671235200000,2022-12-17,LINKBRL,31.41,32.19,30.77,31.97,8239.53,260183.2473,497
1671148800000,2022-12-16,LINKBRL,34.27,34.54,30.8,31.41,23101.41,732381.3788,801
1671062400000,2022-12-15,LINKBRL,35.26,35.32,34.0,34.27,5483.58,190474.6975,385
1670976000000,2022-12-14,LINKBRL,36.43,36.63,35.26,35.3,7117.56,256400.2611,477
1670889600000,2022-12-13,LINKBRL,35.17,36.84,33.99,36.28,11216.11,403112.9903,626
1670803200000,2022-12-12,LINKBRL,35.07,35.36,34.01,35.16,11441.39,399271.3061,627
1670716800000,2022-12-11,LINKBRL,35.87,36.34,34.98,35.19,4285.17,152776.5249,275
1670630400000,2022-12-10,LINKBRL,35.83,36.25,35.32,35.87,3766.52,135195.1994,265
1670544000000,2022-12-09,LINKBRL,36.67,37.0,35.8,36.08,5487.06,200129.7285,341
1670457600000,2022-12-08,LINKBRL,36.12,37.01,35.56,36.7,6673.46,242059.3613,464
1670371200000,2022-12-07,LINKBRL,37.46,37.65,35.69,36.13,14651.8,536884.6525,769
1670284800000,2022-12-06,LINKBRL,38.34,38.59,36.63,37.49,7941.82,300186.0175,507
1670198400000,2022-12-05,LINKBRL,38.85,39.65,37.84,38.34,9219.23,358541.4804,474
1670112000000,2022-12-04,LINKBRL,38.16,39.03,31.18,38.96,66747.6,2255908.9323,875
1670025600000,2022-12-03,LINKBRL,39.7,39.77,37.87,38.02,13978.82,542307.6601,586
1669939200000,2022-12-02,LINKBRL,40.04,40.25,39.26,39.77,12105.23,480760.7945,576
1669852800000,2022-12-01,LINKBRL,40.31,40.75,39.0,40.02,8982.5,358927.0525,492
1669766400000,2022-11-30,LINKBRL,39.22,40.6,38.45,40.23,14042.71,559516.3882,711
1669680000000,2022-11-29,LINKBRL,38.85,40.35,38.43,38.97,18745.9,736822.6859,753
1669593600000,2022-11-28,LINKBRL,37.22,39.58,35.29,38.76,21325.68,795749.7052,791
1669507200000,2022-11-27,LINKBRL,38.71,39.05,37.0,37.22,7177.63,274042.0791,363
1669420800000,2022-11-26,LINKBRL,37.07,39.32,36.84,38.56,15879.95,610771.9235,609
1669334400000,2022-11-25,LINKBRL,36.61,37.5,35.77,36.98,13370.31,493338.8097,505
1669248000000,2022-11-24,LINKBRL,36.01,37.18,35.4,36.71,9152.27,332847.0148,423
1669161600000,2022-11-23,LINKBRL,34.51,36.56,34.13,36.03,21798.39,771722.082,801
1669075200000,2022-11-22,LINKBRL,31.44,34.8,31.18,34.23,22899.26,764603.6568,837
1668988800000,2022-11-21,LINKBRL,31.32,31.48,29.49,31.44,30899.47,952741.1915,1299
1668902400000,2022-11-20,LINKBRL,33.2,33.67,30.94,31.29,9975.97,322640.7129,603
1668816000000,2022-11-19,LINKBRL,33.29,33.59,32.5,33.23,4193.46,138923.3164,349
1668729600000,2022-11-18,LINKBRL,33.5,34.34,32.75,33.28,9898.01,330385.0728,543
1668643200000,2022-11-17,LINKBRL,33.12,34.09,32.21,33.52,11705.6,391424.1612,586
1668556800000,2022-11-16,LINKBRL,33.91,34.5,32.22,33.07,14732.71,490177.6522,596
1668470400000,2022-11-15,LINKBRL,33.34,35.3,33.0,33.86,20344.24,693875.3296,754
1668384000000,2022-11-14,LINKBRL,31.66,33.75,29.91,33.22,141242.19,4570366.3535,4232
1668297600000,2022-11-13,LINKBRL,33.07,34.39,31.0,31.67,39113.3,1262113.5189,1307
1668211200000,2022-11-12,LINKBRL,37.45,37.45,32.67,33.04,50915.27,1732751.1887,1668
1668124800000,2022-11-11,LINKBRL,38.88,39.34,34.85,37.37,33039.14,1222691.2728,1305
1668038400000,2022-11-10,LINKBRL,32.91,40.3,32.35,38.76,52792.18,1976728.5269,2266
1667952000000,2022-11-09,LINKBRL,40.4,41.25,30.65,33.07,67040.01,2356846.8586,3420
1667865600000,2022-11-08,LINKBRL,46.27,49.0,35.1,40.4,115560.51,5046225.047,3967
1667779200000,2022-11-07,LINKBRL,41.35,47.79,40.35,46.33,48345.75,2108375.7149,1593
1667692800000,2022-11-06,LINKBRL,44.02,44.62,41.34,41.35,18982.4,819032.0138,574
1667606400000,2022-11-05,LINKBRL,44.46,45.76,43.53,44.02,26842.27,1199377.5224,838
1667520000000,2022-11-04,LINKBRL,39.84,45.3,39.04,44.47,33270.12,1409512.1612,1046
1667433600000,2022-11-03,LINKBRL,38.57,41.6,38.44,39.84,21452.9,868131.0942,726
1667347200000,2022-11-02,LINKBRL,39.5,41.25,38.12,38.66,22317.93,888481.6159,772
1667260800000,2022-11-01,LINKBRL,41.07,41.34,39.36,39.84,12083.44,485319.1522,541
1667174400000,2022-10-31,LINKBRL,41.74,44.5,40.34,41.13,30680.25,1304190.2398,898
1667088000000,2022-10-30,LINKBRL,40.57,42.07,39.81,41.6,15672.3,640421.9602,523
1667001600000,2022-10-29,LINKBRL,37.89,40.6,37.65,40.42,18519.87,722878.6597,609
1666915200000,2022-10-28,LINKBRL,36.65,38.32,36.38,37.72,15427.81,578596.2491,522
1666828800000,2022-10-27,LINKBRL,38.26,39.2,36.58,36.65,16539.29,623133.3812,492
1666742400000,2022-10-26,LINKBRL,37.24,38.56,37.17,38.17,10168.5,386443.5184,467
1666656000000,2022-10-25,LINKBRL,36.47,39.3,36.09,37.29,16549.09,619412.8085,568
1666569600000,2022-10-24,LINKBRL,36.73,36.78,35.74,36.49,12443.99,452410.5945,413
1666483200000,2022-10-23,LINKBRL,35.85,36.8,35.39,36.77,9185.79,329809.837,310
1666396800000,2022-10-22,LINKBRL,35.46,36.13,35.1,35.77,8974.13,320401.8067,273
1666310400000,2022-10-21,LINKBRL,35.07,35.66,33.96,35.46,11464.34,399680.4149,542
1666224000000,2022-10-20,LINKBRL,35.92,36.47,34.84,35.01,7521.76,267037.9561,446
1666137600000,2022-10-19,LINKBRL,37.65,37.65,35.65,35.98,8236.56,303386.6822,339
1666051200000,2022-10-18,LINKBRL,38.74,38.86,36.91,37.65,8303.07,313008.3032,363
1665964800000,2022-10-17,LINKBRL,38.05,38.96,37.64,38.75,9822.12,375953.1283,355
1665878400000,2022-10-16,LINKBRL,36.84,38.33,36.79,38.09,4767.04,179998.4328,210
1665792000000,2022-10-15,LINKBRL,36.83,37.24,36.45,36.83,6103.84,224966.6906,259
1665705600000,2022-10-14,LINKBRL,37.06,38.18,36.32,36.83,19175.87,714640.3581,641
1665619200000,2022-10-13,LINKBRL,37.76,37.86,33.74,37.06,27943.81,1005972.5337,1246
1665532800000,2022-10-12,LINKBRL,37.83,38.45,37.58,37.84,4307.55,163580.1161,320
1665446400000,2022-10-11,LINKBRL,38.28,38.48,37.35,37.84,11753.4,445744.9132,633
1665360000000,2022-10-10,LINKBRL,40.05,40.42,38.35,38.35,15847.79,627438.6477,566
1665273600000,2022-10-09,LINKBRL,39.04,40.15,38.9,40.15,5822.65,230616.2006,355
1665187200000,2022-10-08,LINKBRL,39.85,40.11,38.5,39.04,7305.95,287106.8531,385
1665100800000,2022-10-07,LINKBRL,40.05,40.98,39.26,39.86,8185.12,326702.7516,473
1665014400000,2022-10-06,LINKBRL,41.13,41.39,39.85,40.05,15940.85,648441.2966,665
1664928000000,2022-10-05,LINKBRL,40.29,41.4,39.62,41.19,18537.56,752007.6151,712
1664841600000,2022-10-04,LINKBRL,38.05,40.73,38.02,40.14,26802.5,1061136.0151,1131
1664755200000,2022-10-03,LINKBRL,38.42,38.86,37.18,38.09,20149.43,761036.8236,907
1664668800000,2022-10-02,LINKBRL,39.82,40.62,38.36,38.48,6388.62,251117.1793,293
1664582400000,2022-10-01,LINKBRL,40.83,41.17,39.5,39.79,6186.37,249797.991,306
1664496000000,2022-09-30,LINKBRL,42.48,42.58,40.41,40.88,18164.05,750373.2162,531
1664409600000,2022-09-29,LINKBRL,41.75,42.71,40.82,42.53,16420.97,682730.2194,610
1664323200000,2022-09-28,LINKBRL,43.07,45.55,41.38,41.75,28281.31,1221861.4486,950
1664236800000,2022-09-27,LINKBRL,42.09,44.38,41.0,43.12,18324.44,781634.4136,615
1664150400000,2022-09-26,LINKBRL,41.15,42.2,39.23,42.09,11636.05,475132.9744,366
1664064000000,2022-09-25,LINKBRL,39.98,42.04,39.63,41.15,12782.71,524281.6868,399
1663977600000,2022-09-24,LINKBRL,38.96,41.1,38.43,39.92,12904.04,510500.899,403
1663891200000,2022-09-23,LINKBRL,36.6,39.21,36.09,39.07,15410.6,574550.0279,474
