https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume LINK,Volume BRL,tradecount
1689724800000,2023-07-19,LINKBRL,33.4,33.96,32.81,33.34,6978.87,233740.8734,444
1689638400000,2023-07-18,LINKBRL,34.85,35.3,32.91,33.39,8331.51,283378.3363,424
1689552000000,2023-07-17,LINKBRL,31.84,35.12,31.01,34.76,8048.31,267908.1301,467
1689465600000,2023-07-16,LINKBRL,33.53,33.53,31.87,31.97,2755.03,90433.0887,220
1689379200000,2023-07-15,LINKBRL,33.53,33.94,33.06,33.53,4196.57,141287.8628,264
1689292800000,2023-07-14,LINKBRL,34.0,35.23,32.47,33.51,12509.16,422326.8734,677
1689206400000,2023-07-13,LINKBRL,30.35,34.36,30.23,34.33,14731.06,481345.3837,895
1689120000000,2023-07-12,LINKBRL,30.34,30.71,30.02,30.35,6545.88,198616.5758,488
1689033600000,2023-07-11,LINKBRL,30.23,30.61,30.0,30.34,4681.03,141716.2287,374
1688947200000,2023-07-10,LINKBRL,30.2,30.79,29.65,30.18,4862.77,146797.9336,504
1688860800000,2023-07-09,LINKBRL,30.48,30.7,30.15,30.3,2103.05,63934.4178,234
1688774400000,2023-07-08,LINKBRL,30.15,30.51,30.0,30.47,1300.09,39350.0114,207
1688688000000,2023-07-07,LINKBRL,29.96,30.55,29.69,30.21,4683.48,141516.8155,441
1688601600000,2023-07-06,LINKBRL,30.61,31.45,29.96,30.0,12681.97,388946.5111,623
1688515200000,2023-07-05,LINKBRL,31.82,31.95,30.39,30.63,15078.11,471540.986,626
1688428800000,2023-07-04,LINKBRL,31.8,32.07,31.11,31.82,9371.08,295719.4302,676
