https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume CHZ,Volume BRL,tradecount
1682985600000,2023-05-02,CHZBRL,0.644,0.65,0.629,0.645,391491.0,249160.388,325
1682899200000,2023-05-01,CHZBRL,0.635,0.654,0.621,0.647,447671.0,285101.916,436
1682812800000,2023-04-30,CHZBRL,0.641,0.646,0.633,0.638,209795.0,133941.118,189
1682726400000,2023-04-29,CHZBRL,0.643,0.648,0.637,0.642,43704.0,28036.844,81
1682640000000,2023-04-28,CHZBRL,0.644,0.656,0.636,0.642,243093.0,156253.215,309
1682553600000,2023-04-27,CHZBRL,0.646,0.657,0.64,0.645,294450.0,190561.396,317
1682467200000,2023-04-26,CHZBRL,0.65,0.668,0.615,0.648,498457.0,324087.381,462
1682380800000,2023-04-25,CHZBRL,0.623,0.656,0.623,0.655,481436.0,308368.154,581
1682294400000,2023-04-24,CHZBRL,0.611,0.632,0.606,0.625,396105.0,245797.065,372
1682208000000,2023-04-23,CHZBRL,0.629,0.629,0.597,0.612,257701.0,158726.876,245
1682121600000,2023-04-22,CHZBRL,0.614,0.629,0.605,0.629,218697.0,135584.832,227
1682035200000,2023-04-21,CHZBRL,0.651,0.656,0.601,0.614,857659.0,536711.469,527
1681948800000,2023-04-20,CHZBRL,0.667,0.68,0.643,0.651,569735.0,375136.63,484
1681862400000,2023-04-19,CHZBRL,0.689,0.713,0.648,0.663,1514226.0,1034563.144,888
1681776000000,2023-04-18,CHZBRL,0.675,0.691,0.674,0.691,224247.0,153537.302,226
1681689600000,2023-04-17,CHZBRL,0.686,0.7,0.67,0.674,586519.0,398208.341,261
1681603200000,2023-04-16,CHZBRL,0.665,0.692,0.66,0.689,353617.0,238416.702,230
1681516800000,2023-04-15,CHZBRL,0.66,0.667,0.65,0.665,343159.0,225388.36,178
1681430400000,2023-04-14,CHZBRL,0.651,0.671,0.648,0.662,489246.0,323139.755,296
1681344000000,2023-04-13,CHZBRL,0.635,0.653,0.633,0.652,144523.0,92954.481,198
1681257600000,2023-04-12,CHZBRL,0.659,0.662,0.632,0.636,279488.0,180273.126,245
1681171200000,2023-04-11,CHZBRL,0.681,0.691,0.66,0.66,639765.0,434565.753,377
1681084800000,2023-04-10,CHZBRL,0.667,0.683,0.65,0.677,572186.0,379445.603,364
1680998400000,2023-04-09,CHZBRL,0.681,0.695,0.657,0.667,456143.0,306431.553,391
1680912000000,2023-04-08,CHZBRL,0.663,0.729,0.657,0.675,1583852.0,1100786.583,1004
1680825600000,2023-04-07,CHZBRL,0.661,0.67,0.633,0.665,820744.0,533292.88,398
1680739200000,2023-04-06,CHZBRL,0.66,0.674,0.633,0.657,862642.0,564257.394,508
1680652800000,2023-04-05,CHZBRL,0.634,0.673,0.629,0.663,799802.0,520792.407,586
1680566400000,2023-04-04,CHZBRL,0.63,0.65,0.627,0.634,824280.0,526007.355,470
1680480000000,2023-04-03,CHZBRL,0.608,0.626,0.594,0.626,669253.0,409029.133,403
1680393600000,2023-04-02,CHZBRL,0.626,0.627,0.604,0.608,205920.0,126735.832,202
1680307200000,2023-04-01,CHZBRL,0.617,0.63,0.609,0.624,293331.0,180956.762,233
1680220800000,2023-03-31,CHZBRL,0.605,0.618,0.597,0.616,471707.0,285676.875,299
1680134400000,2023-03-30,CHZBRL,0.611,0.624,0.592,0.603,542912.0,329722.826,341
1680048000000,2023-03-29,CHZBRL,0.598,0.624,0.596,0.613,429153.0,262818.91,338
1679961600000,2023-03-28,CHZBRL,0.598,0.612,0.588,0.597,607809.0,364157.352,326
1679875200000,2023-03-27,CHZBRL,0.636,0.637,0.589,0.598,712310.0,433873.94,419
1679788800000,2023-03-26,CHZBRL,0.629,0.642,0.628,0.636,139853.0,88769.825,139
1679702400000,2023-03-25,CHZBRL,0.629,0.639,0.622,0.63,299933.0,189191.697,247
1679616000000,2023-03-24,CHZBRL,0.649,0.65,0.617,0.627,332487.0,209728.341,328
1679529600000,2023-03-23,CHZBRL,0.627,0.657,0.624,0.649,817386.0,529024.069,402
