https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume BRL,tradecount
1692662400000,2023-08-22,BTCBRL,130709.0,130769.0,126387.0,129299.0,202.3507,26096063.65749,15252
1692576000000,2023-08-21,BTCBRL,131854.0,131856.0,129816.0,130708.0,183.50478,23977804.56075,12100
1692489600000,2023-08-20,BTCBRL,131254.0,132365.0,130777.0,131856.0,71.04028,9338672.19603,6369
1692403200000,2023-08-19,BTCBRL,130755.0,132117.0,129581.0,131247.0,102.6208,13415138.76596,9997
1692316800000,2023-08-18,BTCBRL,134401.0,135332.0,128410.0,130751.0,358.50157,47155747.00328,23385
1692230400000,2023-08-17,BTCBRL,143931.0,144175.0,128982.0,134400.0,341.1953,47267710.87951,26932
1692144000000,2023-08-16,BTCBRL,146065.0,146383.0,143901.0,143934.0,153.62961,22347373.44094,13392
1692057600000,2023-08-15,BTCBRL,146136.0,147165.0,145700.0,146062.0,160.22925,23444825.42382,13422
1691971200000,2023-08-14,BTCBRL,144852.0,147575.0,142779.0,146117.0,175.6385,25602520.61433,13227
1691884800000,2023-08-13,BTCBRL,145087.0,145558.0,144506.0,144853.0,30.30391,4394839.49299,7294
1691798400000,2023-08-12,BTCBRL,144759.0,145310.0,144517.0,145089.0,47.46394,6882707.04365,7913
1691712000000,2023-08-11,BTCBRL,144476.0,145232.0,143700.0,144765.0,118.13285,17066455.36464,11324
1691625600000,2023-08-10,BTCBRL,145781.0,146081.0,143084.0,144487.0,145.49317,21026375.41446,13260
1691539200000,2023-08-09,BTCBRL,146311.0,147856.0,144926.0,145769.0,167.12164,24409848.50197,14957
1691452800000,2023-08-08,BTCBRL,143370.0,148000.0,142813.0,146257.0,239.10601,34852747.135,19500
1691366400000,2023-08-07,BTCBRL,142628.0,144000.0,141500.0,143362.0,137.39378,19630929.22141,13685
1691280000000,2023-08-06,BTCBRL,142572.0,143163.0,142394.0,142610.0,33.59596,4794149.44067,6809
1691193600000,2023-08-05,BTCBRL,142850.0,143028.0,142388.0,142581.0,61.95273,8843207.92084,7936
1691107200000,2023-08-04,BTCBRL,143806.0,144075.0,141051.0,142850.0,149.1319,21285776.07394,15519
1691020800000,2023-08-03,BTCBRL,141165.0,144350.0,140121.0,143807.0,113.30463,16197878.98499,13442
1690934400000,2023-08-02,BTCBRL,142808.0,144499.0,140011.0,141192.0,159.24348,22606659.21648,16752
1690848000000,2023-08-01,BTCBRL,139252.0,142856.0,137133.0,142812.0,166.61434,23211936.41265,16938
1690761600000,2023-07-31,BTCBRL,140049.0,141142.0,138621.0,139253.0,127.28715,17781069.53517,13701
1690675200000,2023-07-30,BTCBRL,140169.0,140776.0,139000.0,140033.0,48.38192,6776461.94604,8466
1690588800000,2023-07-29,BTCBRL,140027.0,140450.0,139629.0,140166.0,45.67795,6399109.04429,7896
1690502400000,2023-07-28,BTCBRL,139432.0,140707.0,138574.0,140046.0,104.85507,14642848.66139,11469
1690416000000,2023-07-27,BTCBRL,140114.0,140879.0,138491.0,139471.0,108.41787,15127072.85616,12262
1690329600000,2023-07-26,BTCBRL,139764.0,141465.0,139056.0,140109.0,129.52154,18113236.81318,15985
1690243200000,2023-07-25,BTCBRL,139280.0,140243.0,138501.0,139764.0,96.43178,13436547.32556,12061
1690156800000,2023-07-24,BTCBRL,145155.0,145245.0,137742.0,139294.0,254.65606,35606501.37117,20370
1690070400000,2023-07-23,BTCBRL,143785.0,146165.0,143501.0,145155.0,47.24429,6838320.96912,7793
1689984000000,2023-07-22,BTCBRL,143953.0,144440.0,143064.0,143798.0,57.99396,8348423.10783,7740
1689897600000,2023-07-21,BTCBRL,143713.0,144390.0,142857.0,143955.0,94.51937,13575084.50141,10846
1689811200000,2023-07-20,BTCBRL,144266.0,146496.0,142930.0,143713.0,110.24864,15912220.90719,11130
1689724800000,2023-07-19,BTCBRL,144155.0,145800.0,143455.0,144288.0,127.42068,18423397.59243,11490
1689638400000,2023-07-18,BTCBRL,145706.0,146180.0,143008.0,144139.0,121.20778,17507737.26375,12544
1689552000000,2023-07-17,BTCBRL,146107.0,147582.0,143757.0,145706.0,148.01465,21567611.97685,13993
1689465600000,2023-07-16,BTCBRL,146569.0,147410.0,145645.0,146155.0,41.63157,6102065.66136,6873
1689379200000,2023-07-15,BTCBRL,146640.0,146989.0,146228.0,146529.0,44.99073,6597277.50538,8411
1689292800000,2023-07-14,BTCBRL,151005.0,151509.0,144290.0,146660.0,238.72032,35323921.97243,20181
1689206400000,2023-07-13,BTCBRL,147456.0,152711.0,146900.0,151000.0,263.7834,39555039.07484,19381
1689120000000,2023-07-12,BTCBRL,149622.0,150686.0,146555.0,147520.0,184.61055,27362725.28395,14452
1689033600000,2023-07-11,BTCBRL,148743.0,151432.0,148398.0,149607.0,167.54697,25039092.69661,12168
1688947200000,2023-07-10,BTCBRL,148425.0,151634.0,147310.0,148729.0,232.58791,34618882.71823,15637
1688860800000,2023-07-09,BTCBRL,148997.0,149700.0,147902.0,148401.0,63.78919,9501738.03115,6355
1688774400000,2023-07-08,BTCBRL,148877.0,149150.0,147690.0,148990.0,67.83203,10067815.92379,8613
1688688000000,2023-07-07,BTCBRL,147325.0,149800.0,146699.0,148810.0,223.66816,33178345.40114,15896
1688601600000,2023-07-06,BTCBRL,148297.0,152366.0,147071.0,147362.0,327.90128,49011140.98013,21881
1688515200000,2023-07-05,BTCBRL,149757.0,150106.0,147350.0,148307.0,162.87573,24183520.16448,14086
