Unix,Date,Symbol,Open,High,Low,Close,Volume AXS,Volume BRL,tradecount
1659312000000,2022-08-01,AXSBRL,94.0,95.9,90.1,92.8,6661.55,615590.368,606
1659225600000,2022-07-31,AXSBRL,98.9,99.4,93.7,94.1,2384.86,231441.563,421
1659139200000,2022-07-30,AXSBRL,95.1,107.3,95.1,99.3,6041.29,612372.257,812
1659052800000,2022-07-29,AXSBRL,89.7,101.1,89.6,95.0,12736.07,1216721.403,1200
1658966400000,2022-07-28,AXSBRL,88.1,91.3,84.7,89.6,8982.23,787673.079,693
1658880000000,2022-07-27,AXSBRL,81.7,89.4,79.3,88.5,9822.29,822857.389,608
1658793600000,2022-07-26,AXSBRL,82.5,87.7,77.9,81.8,7309.11,587370.721,645
1658707200000,2022-07-25,AXSBRL,95.0,98.6,82.7,82.9,8510.38,751348.874,768
1658620800000,2022-07-24,AXSBRL,101.0,104.0,93.9,94.8,7186.33,706538.376,798
1658534400000,2022-07-23,AXSBRL,85.1,101.0,83.8,100.1,13789.2,1305560.979,1270
1658448000000,2022-07-22,AXSBRL,87.1,90.8,83.3,84.8,7399.67,637112.685,610
1658361600000,2022-07-21,AXSBRL,85.3,88.2,80.3,86.9,6831.5,580375.216,665
1658275200000,2022-07-20,AXSBRL,91.6,95.2,84.7,86.0,12821.27,1154220.965,1115
1658188800000,2022-07-19,AXSBRL,89.5,96.8,86.0,91.2,17249.22,1572619.873,1402
1658102400000,2022-07-18,AXSBRL,78.7,89.5,77.2,89.1,16858.98,1412003.609,1175
1658016000000,2022-07-17,AXSBRL,78.2,81.5,76.3,78.8,11935.52,935813.439,732
1657929600000,2022-07-16,AXSBRL,75.6,78.5,73.8,78.1,6508.91,493112.556,604
1657843200000,2022-07-15,AXSBRL,76.0,77.5,74.4,75.7,9785.63,742819.708,698
1657756800000,2022-07-14,AXSBRL,72.8,76.2,70.4,75.8,21131.21,1545456.042,1021
1657670400000,2022-07-13,AXSBRL,70.0,73.7,67.0,72.4,13548.39,954877.292,848
1657584000000,2022-07-12,AXSBRL,73.0,73.5,69.9,70.0,16055.51,1150738.164,930
1657497600000,2022-07-11,AXSBRL,76.2,78.0,71.5,72.7,14354.94,1070546.291,767
1657411200000,2022-07-10,AXSBRL,80.2,80.4,75.4,76.6,7301.98,566097.007,561
1657324800000,2022-07-09,AXSBRL,80.2,84.4,78.6,80.5,5922.47,479842.313,487
1657238400000,2022-07-08,AXSBRL,82.4,84.6,78.0,78.7,13655.25,1095792.97,810
1657152000000,2022-07-07,AXSBRL,80.4,85.0,79.0,82.4,12431.42,1014961.899,856
1657065600000,2022-07-06,AXSBRL,77.8,81.5,75.8,80.4,7154.63,566908.802,597
1656979200000,2022-07-05,AXSBRL,79.8,82.5,75.0,78.0,7161.12,567389.998,548
1656892800000,2022-07-04,AXSBRL,76.0,80.2,73.4,79.8,2997.4,230361.951,364
1656806400000,2022-07-03,AXSBRL,74.2,77.9,72.5,75.9,3069.72,233978.067,223
1656720000000,2022-07-02,AXSBRL,75.0,75.3,72.1,74.2,3012.17,222183.013,272
1656633600000,2022-07-01,AXSBRL,77.1,78.7,72.1,74.5,6624.61,501879.66,482
1656547200000,2022-06-30,AXSBRL,75.1,77.2,68.6,77.0,8539.71,616782.781,585
1656460800000,2022-06-29,AXSBRL,80.9,83.2,74.2,74.8,9953.23,777042.081,677
1656374400000,2022-06-28,AXSBRL,84.0,87.9,80.1,80.6,8877.36,730235.976,576
1656288000000,2022-06-27,AXSBRL,86.2,88.7,81.3,83.2,4440.24,375736.604,406
1656201600000,2022-06-26,AXSBRL,92.9,94.3,85.0,85.1,4680.32,424243.06,512
1656115200000,2022-06-25,AXSBRL,88.2,97.1,88.2,93.6,8085.88,757392.113,752
1656028800000,2022-06-24,AXSBRL,77.7,93.0,77.5,90.0,13524.62,1179728.409,1050
1655942400000,2022-06-23,AXSBRL,73.0,77.5,73.0,77.1,5034.34,380966.881,505
1655856000000,2022-06-22,AXSBRL,76.1,77.6,71.6,73.0,11193.02,832038.869,777
1655769600000,2022-06-21,AXSBRL,75.2,82.6,73.2,77.1,11159.71,869127.742,883
1655683200000,2022-06-20,AXSBRL,71.4,78.0,67.6,75.5,12520.07,914666.06,1004
1655596800000,2022-06-19,AXSBRL,67.0,84.7,64.6,71.3,11286.86,791654.383,787
1655510400000,2022-06-18,AXSBRL,71.8,72.9,61.7,67.3,10234.02,683521.827,795
1655424000000,2022-06-17,AXSBRL,69.6,72.7,69.3,72.0,5977.93,426802.587,580
1655337600000,2022-06-16,AXSBRL,80.4,84.1,68.2,69.9,112144.73,9160102.863,1534
1655251200000,2022-06-15,AXSBRL,72.5,80.6,65.1,80.4,13957.31,1004518.695,1008
1655164800000,2022-06-14,AXSBRL,69.1,79.0,64.0,72.9,15141.56,1100752.896,1041
1655078400000,2022-06-13,AXSBRL,72.9,73.4,62.5,69.1,17331.41,1164374.449,1408
1654992000000,2022-06-12,AXSBRL,81.4,82.8,73.0,73.0,12832.38,992897.96,1232
1654905600000,2022-06-11,AXSBRL,90.5,94.4,80.4,82.0,10299.42,884235.785,1020
1654819200000,2022-06-10,AXSBRL,95.6,96.6,89.0,90.3,8062.35,745887.535,883
1654732800000,2022-06-09,AXSBRL,95.6,98.1,94.8,95.5,4000.58,383693.908,487
1654646400000,2022-06-08,AXSBRL,95.9,97.8,93.3,95.8,5131.53,492173.339,647
1654560000000,2022-06-07,AXSBRL,99.0,99.0,92.4,96.1,12133.87,1159454.709,1207
1654473600000,2022-06-06,AXSBRL,96.5,109.0,96.1,99.7,14117.86,1420629.049,1269
1654387200000,2022-06-05,AXSBRL,98.7,99.1,95.2,96.5,4528.76,436861.785,556
1654300800000,2022-06-04,AXSBRL,98.0,101.3,96.3,98.9,8031.52,792275.794,759
1654214400000,2022-06-03,AXSBRL,101.1,103.5,93.7,95.7,9011.82,879832.404,932
1654128000000,2022-06-02,AXSBRL,100.6,103.2,95.0,101.1,13243.06,1306719.212,1260
1654041600000,2022-06-01,AXSBRL,113.8,113.8,98.9,101.2,8945.15,943252.462,1280
1653955200000,2022-05-31,AXSBRL,115.1,134.7,107.6,113.6,25625.09,3150107.894,2724
1653868800000,2022-05-30,AXSBRL,88.0,117.0,87.0,114.8,13462.82,1414379.545,1291
1653782400000,2022-05-29,AXSBRL,88.5,88.8,84.3,87.7,4817.28,416034.405,556
1653696000000,2022-05-28,AXSBRL,87.0,89.8,85.1,88.8,3211.29,281659.578,457
1653609600000,2022-05-27,AXSBRL,93.9,95.4,85.2,86.9,6140.62,544286.594,698
1653523200000,2022-05-26,AXSBRL,101.7,105.8,90.1,94.4,10329.25,1006689.885,890
1653436800000,2022-05-25,AXSBRL,102.9,104.1,98.5,101.3,3770.22,378884.747,495
1653350400000,2022-05-24,AXSBRL,102.1,104.2,96.6,102.8,5668.48,573680.835,895
1653264000000,2022-05-23,AXSBRL,106.0,115.4,100.7,101.3,10025.54,1098653.76,1015
1653177600000,2022-05-22,AXSBRL,103.8,107.0,101.5,106.6,4707.86,493830.925,558
1653091200000,2022-05-21,AXSBRL,101.9,104.9,99.4,103.8,3824.37,389695.948,506
1653004800000,2022-05-20,AXSBRL,107.9,109.3,99.0,101.9,8410.39,873405.959,1032
1652918400000,2022-05-19,AXSBRL,109.3,110.5,98.5,107.8,10727.8,1114406.719,1150
1652832000000,2022-05-18,AXSBRL,105.2,112.0,100.8,107.6,16652.66,1782358.067,1291
1652745600000,2022-05-17,AXSBRL,99.3,109.4,99.0,105.8,22343.27,2339722.762,1371
1652659200000,2022-05-16,AXSBRL,117.1,120.9,98.0,99.3,17449.16,1858599.894,1219
1652572800000,2022-05-15,AXSBRL,105.7,118.5,102.9,118.5,12314.8,1355434.332,1292
1652486400000,2022-05-14,AXSBRL,102.8,108.9,97.6,106.2,27372.8,2790159.146,1608
1652400000000,2022-05-13,AXSBRL,98.9,127.0,98.2,102.6,16526.28,1818296.077,1499
1652313600000,2022-05-12,AXSBRL,98.3,125.0,88.5,98.9,14448.99,1472872.06,1413
1652227200000,2022-05-11,AXSBRL,125.3,130.1,79.5,98.3,17842.83,1971237.598,1583
1652140800000,2022-05-10,AXSBRL,131.6,147.3,121.4,125.4,11321.34,1515234.429,1048
1652054400000,2022-05-09,AXSBRL,156.2,161.0,126.7,126.7,12861.88,1876958.49,1149
1651968000000,2022-05-08,AXSBRL,147.3,161.0,142.0,154.7,11948.0,1825388.234,1039
1651881600000,2022-05-07,AXSBRL,146.0,150.5,140.7,146.8,4984.89,728544.528,558
1651795200000,2022-05-06,AXSBRL,145.4,147.2,139.7,145.2,5873.23,841948.094,685
1651708800000,2022-05-05,AXSBRL,164.6,173.5,142.0,146.5,10131.54,1596064.837,1189
1651622400000,2022-05-04,AXSBRL,145.0,174.7,140.2,164.2,10142.16,1534655.105,1006
1651536000000,2022-05-03,AXSBRL,152.5,155.6,143.4,144.9,7354.79,1105106.357,725
1651449600000,2022-05-02,AXSBRL,159.4,161.1,145.0,152.5,7522.16,1155747.906,1004
1651363200000,2022-05-01,AXSBRL,146.5,162.4,140.0,158.7,10958.31,1684207.406,1263
1651276800000,2022-04-30,AXSBRL,171.8,178.4,133.0,147.0,11804.25,1899603.857,1442
1651190400000,2022-04-29,AXSBRL,189.4,192.0,165.9,171.9,13013.79,2274275.834,1594
1651104000000,2022-04-28,AXSBRL,193.2,199.5,187.0,189.2,7849.55,1508450.985,1207
1651017600000,2022-04-27,AXSBRL,194.7,201.0,185.4,193.3,10511.63,2025200.94,1210
1650931200000,2022-04-26,AXSBRL,210.0,212.5,190.9,194.8,7045.27,1417288.045,1425
1650844800000,2022-04-25,AXSBRL,214.3,214.9,193.1,210.4,8255.61,1677755.523,1458
1650758400000,2022-04-24,AXSBRL,218.8,221.6,213.8,214.3,7365.5,1609682.098,726
1650672000000,2022-04-23,AXSBRL,221.6,222.5,216.3,217.7,1958.95,431946.049,564
1650585600000,2022-04-22,AXSBRL,209.7,226.0,209.7,222.2,22848.23,5063825.581,1437
1650499200000,2022-04-21,AXSBRL,215.3,223.1,207.0,210.1,2854.93,619207.889,845
1650412800000,2022-04-20,AXSBRL,221.8,227.2,211.0,214.5,4661.92,1021301.009,1043
1650326400000,2022-04-19,AXSBRL,216.5,225.0,212.5,222.8,3520.69,775952.672,872
1650240000000,2022-04-18,AXSBRL,215.8,218.6,204.6,216.6,6601.64,1390878.898,1176
1650153600000,2022-04-17,AXSBRL,224.6,227.1,214.5,215.8,1895.31,422604.001,456
1650067200000,2022-04-16,AXSBRL,227.6,230.2,221.5,224.7,1680.89,379796.206,495
1649980800000,2022-04-15,AXSBRL,222.0,237.0,222.0,227.6,2058.88,467243.318,610
1649894400000,2022-04-14,AXSBRL,228.6,239.0,216.9,221.3,3705.71,840012.123,853
1649808000000,2022-04-13,AXSBRL,223.3,230.8,219.3,228.7,4509.05,1017921.035,1007
1649721600000,2022-04-12,AXSBRL,214.5,230.8,213.3,222.6,5770.03,1274689.424,1343
1649635200000,2022-04-11,AXSBRL,232.9,232.9,209.0,213.4,7526.0,1642853.83,1583
1649548800000,2022-04-10,AXSBRL,245.1,247.0,232.0,232.0,3332.22,800517.863,817
1649462400000,2022-04-09,AXSBRL,241.0,249.5,240.1,245.9,3203.97,781582.413,668
1649376000000,2022-04-08,AXSBRL,262.4,264.8,237.6,241.0,5857.24,1484167.579,1398
1649289600000,2022-04-07,AXSBRL,254.0,265.4,248.3,262.4,8014.64,2069732.4,1600
1649203200000,2022-04-06,AXSBRL,288.5,295.1,252.1,254.5,10250.82,2792580.159,3186
1649116800000,2022-04-05,AXSBRL,296.7,302.1,288.0,288.4,5763.36,1691647.505,1622
1649030400000,2022-04-04,AXSBRL,312.9,315.7,285.8,296.7,9208.13,2759100.574,1908
1648944000000,2022-04-03,AXSBRL,307.3,321.9,301.6,312.9,6730.57,2104052.212,1694
1648857600000,2022-04-02,AXSBRL,311.6,355.0,301.6,306.7,12145.46,4021992.599,3339
1648771200000,2022-04-01,AXSBRL,304.4,316.8,288.8,311.0,6385.0,1931266.592,1862
1648684800000,2022-03-31,AXSBRL,309.5,329.5,295.3,303.9,7812.56,2423567.928,2273
1648598400000,2022-03-30,AXSBRL,308.6,319.5,297.3,309.7,7381.14,2285985.856,1677
1648512000000,2022-03-29,AXSBRL,317.3,339.3,303.0,308.6,11515.24,3684842.102,2299
1648425600000,2022-03-28,AXSBRL,324.9,385.0,315.0,317.3,14469.26,4823224.227,2303
1648339200000,2022-03-27,AXSBRL,320.5,326.1,308.9,325.6,4708.43,1497485.86,1098
1648252800000,2022-03-26,AXSBRL,342.8,349.1,318.2,320.7,6147.69,2010152.393,1147
1648166400000,2022-03-25,AXSBRL,340.0,361.2,317.8,343.7,14792.52,5114280.468,2945
1648080000000,2022-03-24,AXSBRL,284.0,350.0,284.0,339.9,10730.59,3396658.077,3116
1647993600000,2022-03-23,AXSBRL,259.0,285.3,251.7,282.9,4528.68,1217220.262,1025
1647907200000,2022-03-22,AXSBRL,249.4,265.2,247.8,258.0,71621.79,18553947.603,1744
1647820800000,2022-03-21,AXSBRL,251.9,262.1,247.6,249.7,142870.96,36302524.038,2740
1647734400000,2022-03-20,AXSBRL,262.2,265.0,248.6,251.7,1685.89,434287.915,591
1647648000000,2022-03-19,AXSBRL,254.8,274.9,253.2,262.0,3056.49,800992.225,755
1647561600000,2022-03-18,AXSBRL,253.8,259.4,245.7,254.8,2391.79,602670.38,718
1647475200000,2022-03-17,AXSBRL,256.0,264.5,251.3,254.5,3048.16,782422.831,875
1647388800000,2022-03-16,AXSBRL,241.4,267.9,237.9,255.8,4759.56,1187831.323,1114
1647302400000,2022-03-15,AXSBRL,244.9,250.1,235.5,241.4,2844.98,687724.905,828
1647216000000,2022-03-14,AXSBRL,230.8,246.5,228.0,243.7,3260.11,781884.19,841
1647129600000,2022-03-13,AXSBRL,236.8,244.4,229.6,231.5,1521.9,360432.813,589
1647043200000,2022-03-12,AXSBRL,233.3,250.0,233.3,237.1,40063.92,9644393.646,978
1646956800000,2022-03-11,AXSBRL,236.0,243.0,228.3,233.0,54845.24,12824050.713,1042
1646870400000,2022-03-10,AXSBRL,245.5,247.0,227.3,237.2,2119.67,499364.948,782
1646784000000,2022-03-09,AXSBRL,236.8,251.0,236.2,245.5,3410.9,831910.331,831
1646697600000,2022-03-08,AXSBRL,237.3,243.9,234.2,235.3,2554.94,608467.822,671
1646611200000,2022-03-07,AXSBRL,249.3,255.0,227.2,237.1,4363.8,1058397.777,1087
1646524800000,2022-03-06,AXSBRL,265.0,267.8,248.4,249.3,1130.4,289720.052,574
1646438400000,2022-03-05,AXSBRL,254.4,271.2,249.5,265.9,2928.29,758014.011,851
1646352000000,2022-03-04,AXSBRL,269.6,270.9,250.5,254.1,3510.89,915204.475,1888
1646265600000,2022-03-03,AXSBRL,285.5,286.1,263.8,269.3,3895.88,1068249.533,1765
1646179200000,2022-03-02,AXSBRL,294.7,304.0,279.5,284.6,5501.16,1588592.966,2230
1646092800000,2022-03-01,AXSBRL,279.8,317.1,273.3,294.5,6845.07,1993210.81,2179
1646006400000,2022-02-28,AXSBRL,249.5,296.3,246.0,281.2,3071.98,822234.827,928
1645920000000,2022-02-27,AXSBRL,262.0,270.0,243.9,250.0,2407.4,612303.633,769
1645833600000,2022-02-26,AXSBRL,266.1,274.0,259.7,260.6,2424.92,644908.064,755
1645747200000,2022-02-25,AXSBRL,252.2,270.8,238.8,266.1,4516.71,1155889.821,1185
1645660800000,2022-02-24,AXSBRL,245.1,259.0,211.2,251.9,9539.13,2196030.729,1779
1645574400000,2022-02-23,AXSBRL,261.7,271.7,245.3,245.6,3427.08,888223.763,990
1645488000000,2022-02-22,AXSBRL,244.9,262.5,236.2,260.2,4043.31,1010298.069,1120
1645401600000,2022-02-21,AXSBRL,271.2,290.0,242.2,244.9,3770.7,1001686.325,1248
1645315200000,2022-02-20,AXSBRL,283.4,287.2,258.1,271.2,2015.79,547985.961,741
1645228800000,2022-02-19,AXSBRL,288.4,295.0,278.0,285.0,1265.79,361542.938,575
1645142400000,2022-02-18,AXSBRL,293.4,302.9,278.3,288.8,2513.1,727789.762,882
1645056000000,2022-02-17,AXSBRL,327.9,333.0,289.6,293.4,3031.36,921545.568,1176
1644969600000,2022-02-16,AXSBRL,327.1,343.5,321.4,326.7,2719.35,901099.041,1129
1644883200000,2022-02-15,AXSBRL,299.2,332.5,298.0,328.0,2781.06,881349.87,1140
1644796800000,2022-02-14,AXSBRL,308.0,312.2,289.4,298.9,1790.04,536505.226,816
1644710400000,2022-02-13,AXSBRL,313.0,321.0,302.0,308.4,962.59,300646.557,622
1644624000000,2022-02-12,AXSBRL,310.2,325.9,300.3,313.0,1957.43,615776.429,796
1644537600000,2022-02-11,AXSBRL,331.5,343.7,300.4,308.9,2716.47,886064.088,1214
1644451200000,2022-02-10,AXSBRL,356.9,359.9,329.9,334.0,4587.35,1585086.946,1494
1644364800000,2022-02-09,AXSBRL,355.3,360.5,334.4,357.2,4414.38,1539968.938,1500
1644278400000,2022-02-08,AXSBRL,363.3,367.0,331.7,353.5,5331.16,1865866.176,2002
1644192000000,2022-02-07,AXSBRL,366.5,386.7,357.7,363.1,11455.98,4214755.608,2588
1644105600000,2022-02-06,AXSBRL,305.3,390.0,305.3,365.6,11862.01,4070898.675,2233
1644019200000,2022-02-05,AXSBRL,272.3,318.6,272.1,305.3,8962.71,2694185.278,1589
1643932800000,2022-02-04,AXSBRL,257.1,277.0,253.9,275.3,3753.7,984734.386,1013
1643846400000,2022-02-03,AXSBRL,261.9,262.2,245.2,258.3,2675.0,677072.546,955
1643760000000,2022-02-02,AXSBRL,284.0,291.6,257.0,261.6,2818.45,777846.711,1095
1643673600000,2022-02-01,AXSBRL,278.7,292.2,277.3,284.4,2523.48,716295.208,918
1643587200000,2022-01-31,AXSBRL,290.5,296.6,271.5,278.7,2434.63,677049.1,882
1643500800000,2022-01-30,AXSBRL,268.3,304.0,266.8,289.4,3481.89,1010655.424,1057
1643414400000,2022-01-29,AXSBRL,253.9,271.0,250.0,268.3,2026.08,531573.424,785
1643328000000,2022-01-28,AXSBRL,258.4,263.0,241.5,251.4,2872.82,716343.704,963
1643241600000,2022-01-27,AXSBRL,272.2,278.1,244.9,258.6,3891.45,1025289.319,1239
1643155200000,2022-01-26,AXSBRL,279.0,303.3,267.4,272.2,4142.34,1186634.223,1329
1643068800000,2022-01-25,AXSBRL,284.0,288.0,274.0,280.0,1956.73,549046.972,982
1642982400000,2022-01-24,AXSBRL,301.9,302.0,245.3,284.0,5584.44,1486889.229,2155
1642896000000,2022-01-23,AXSBRL,276.5,302.2,274.5,302.2,2825.11,814147.49,1379
1642809600000,2022-01-22,AXSBRL,322.2,327.3,263.8,277.0,5588.97,1597728.678,2712
1642723200000,2022-01-21,AXSBRL,378.7,379.7,313.5,323.2,6538.04,2282542.159,3103
1642636800000,2022-01-20,AXSBRL,396.0,413.4,377.5,378.7,3363.52,1348428.8,1651
1642550400000,2022-01-19,AXSBRL,414.4,415.4,393.7,394.9,2904.68,1166957.402,1570
1642464000000,2022-01-18,AXSBRL,426.1,430.1,402.4,414.5,3089.07,1268987.422,1555
1642377600000,2022-01-17,AXSBRL,448.7,464.3,418.4,425.9,2020.17,888810.101,1480
1642291200000,2022-01-16,AXSBRL,422.0,461.7,416.9,448.6,2321.97,1030119.981,1318
1642204800000,2022-01-15,AXSBRL,413.1,425.8,407.9,422.0,1267.52,528103.072,897
1642118400000,2022-01-14,AXSBRL,411.6,421.7,394.4,409.8,1932.48,788538.428,1259
1642032000000,2022-01-13,AXSBRL,436.6,439.2,402.8,407.3,2845.11,1199973.489,1455
1641945600000,2022-01-12,AXSBRL,410.0,444.0,406.3,436.6,2678.91,1144332.763,1579
1641859200000,2022-01-11,AXSBRL,390.7,414.9,386.2,410.0,3201.63,1285561.239,1533
1641772800000,2022-01-10,AXSBRL,411.0,416.5,373.6,390.7,2577.08,1017466.085,1654
1641686400000,2022-01-09,AXSBRL,401.2,422.9,393.7,410.8,2306.62,949380.675,1329
1641600000000,2022-01-08,AXSBRL,418.7,430.9,385.8,400.9,2317.93,949166.857,1791
1641513600000,2022-01-07,AXSBRL,454.5,462.0,403.0,418.8,5178.21,2193744.907,2857
1641427200000,2022-01-06,AXSBRL,461.6,467.8,437.0,454.5,5523.58,2493598.449,3052
1641340800000,2022-01-05,AXSBRL,533.0,541.6,436.6,464.3,6556.62,3269822.079,3501
1641254400000,2022-01-04,AXSBRL,537.8,555.0,528.0,530.4,2872.44,1554772.395,2011
1641168000000,2022-01-03,AXSBRL,543.4,557.1,525.3,537.8,2914.54,1579524.787,1974
1641081600000,2022-01-02,AXSBRL,531.0,545.0,526.3,543.6,1418.4,760826.094,1000
1640995200000,2022-01-01,AXSBRL,530.0,535.9,515.0,529.4,1257.92,660639.707,904
1640908800000,2021-12-31,AXSBRL,536.4,550.0,514.8,525.4,2794.35,1489954.394,1645
1640822400000,2021-12-30,AXSBRL,537.6,553.7,525.0,536.4,4110.28,2222649.462,1849
1640736000000,2021-12-29,AXSBRL,567.7,571.8,530.0,537.6,2987.53,1649113.299,2114
1640649600000,2021-12-28,AXSBRL,608.9,612.1,563.2,566.4,4112.72,2412880.876,2648
1640563200000,2021-12-27,AXSBRL,613.9,635.5,607.1,609.6,5272.48,3289787.265,2649
1640476800000,2021-12-26,AXSBRL,624.8,624.8,604.0,613.9,2179.15,1337300.367,1573
1640390400000,2021-12-25,AXSBRL,597.0,631.3,592.8,626.1,2500.54,1544363.945,1518
1640304000000,2021-12-24,AXSBRL,612.7,628.8,591.3,597.2,6569.44,4042728.709,2559
1640217600000,2021-12-23,AXSBRL,578.1,615.0,568.3,612.7,3790.15,2245469.048,2371
1640131200000,2021-12-22,AXSBRL,559.2,596.9,550.0,580.7,4592.47,2611296.508,2589
1640044800000,2021-12-21,AXSBRL,533.2,562.2,528.7,559.2,3130.91,1718729.126,2090
1639958400000,2021-12-20,AXSBRL,546.3,549.2,513.1,533.1,3442.38,1804939.506,1738
1639872000000,2021-12-19,AXSBRL,549.8,562.0,540.1,546.3,1328.4,729779.716,1066
1639785600000,2021-12-18,AXSBRL,537.6,554.8,528.1,550.4,1942.15,1061539.94,1157
1639699200000,2021-12-17,AXSBRL,561.8,569.6,507.2,540.5,3431.12,1866063.742,1976
1639612800000,2021-12-16,AXSBRL,579.7,596.9,558.1,561.5,2098.17,1214286.594,1605
1639526400000,2021-12-15,AXSBRL,549.6,590.9,528.1,579.7,5065.62,2815352.047,2352
1639440000000,2021-12-14,AXSBRL,531.0,556.1,526.2,550.0,2573.62,1397161.636,1548
1639353600000,2021-12-13,AXSBRL,589.6,593.4,520.1,533.0,3600.95,1998010.92,1964
1639267200000,2021-12-12,AXSBRL,583.8,599.7,570.0,590.4,1340.46,784174.758,1116
1639180800000,2021-12-11,AXSBRL,551.5,589.0,541.9,584.0,2127.44,1219523.872,1242
1639094400000,2021-12-10,AXSBRL,585.3,603.1,553.0,553.0,2700.54,1561950.675,1735
1639008000000,2021-12-09,AXSBRL,634.0,645.5,581.0,585.3,2600.24,1592193.215,1860
1638921600000,2021-12-08,AXSBRL,598.1,698.9,593.2,634.0,5221.61,3298014.201,2937
1638835200000,2021-12-07,AXSBRL,610.5,633.4,588.2,595.3,2776.07,1708560.911,2005
1638748800000,2021-12-06,AXSBRL,617.8,617.8,545.9,608.1,7129.38,4145652.174,3362
1638662400000,2021-12-05,AXSBRL,679.5,698.0,600.8,617.8,3511.23,2263288.451,2337
1638576000000,2021-12-04,AXSBRL,730.9,734.4,575.1,679.5,8270.53,5430993.251,5724
1638489600000,2021-12-03,AXSBRL,771.6,811.4,723.9,730.4,7009.35,5467064.51,3424
1638403200000,2021-12-02,AXSBRL,773.7,779.0,754.0,771.5,3728.76,2858849.565,2161
1638316800000,2021-12-01,AXSBRL,779.7,810.5,744.1,773.7,5298.01,4174742.498,3206
1638230400000,2021-11-30,AXSBRL,763.6,810.0,746.3,777.5,4627.52,3580985.391,3064
1638144000000,2021-11-29,AXSBRL,755.0,776.8,730.0,763.6,3833.73,2920383.723,2407
1638057600000,2021-11-28,AXSBRL,725.9,765.3,703.2,755.0,2719.04,1986509.248,2115
1637971200000,2021-11-27,AXSBRL,712.6,738.1,708.9,725.9,2015.13,1468553.191,1628
1637884800000,2021-11-26,AXSBRL,784.5,793.1,702.9,712.8,9334.58,6790100.578,4887
1637798400000,2021-11-25,AXSBRL,795.4,819.5,776.3,783.5,6062.12,4824453.826,3886
1637712000000,2021-11-24,AXSBRL,773.0,818.0,752.0,796.9,9694.53,7692315.922,5293
1637625600000,2021-11-23,AXSBRL,727.7,787.1,720.0,772.4,5620.04,4265128.711,3711
1637539200000,2021-11-22,AXSBRL,742.1,747.3,717.1,727.5,4179.95,3065823.722,2688
1637452800000,2021-11-21,AXSBRL,751.7,805.5,730.0,741.9,4330.26,3366016.769,2629
1637366400000,2021-11-20,AXSBRL,745.5,754.9,718.9,751.7,2793.28,2058938.431,1928
1637280000000,2021-11-19,AXSBRL,700.1,750.0,690.5,745.8,4437.56,3239347.565,2774
1637193600000,2021-11-18,AXSBRL,755.3,766.2,674.0,700.7,4796.81,3475155.83,3294
1637107200000,2021-11-17,AXSBRL,744.4,778.2,730.4,755.3,3798.84,2861502.758,2668
1637020800000,2021-11-16,AXSBRL,786.3,790.6,682.3,746.0,5623.21,4160766.007,3938
1636934400000,2021-11-15,AXSBRL,785.5,806.9,780.4,786.8,2791.44,2205979.957,1761
1636848000000,2021-11-14,AXSBRL,793.7,812.3,775.3,785.1,2848.26,2246742.054,1749
1636761600000,2021-11-13,AXSBRL,795.0,819.2,785.7,791.4,3092.87,2478303.113,2037
1636675200000,2021-11-12,AXSBRL,802.3,813.9,752.7,796.3,4765.78,3767672.821,3148
1636588800000,2021-11-11,AXSBRL,794.0,823.2,778.6,803.0,5949.79,4786810.656,3007
1636502400000,2021-11-10,AXSBRL,835.0,852.4,750.2,793.3,11840.53,9712553.048,5566
1636416000000,2021-11-09,AXSBRL,856.1,861.0,810.0,835.0,11624.18,9765215.995,5346
1636329600000,2021-11-08,AXSBRL,900.5,900.5,841.3,856.2,14768.32,12675383.122,6265
1636243200000,2021-11-07,AXSBRL,884.1,924.1,866.2,899.7,9774.58,8743694.951,3719
1636156800000,2021-11-06,AXSBRL,853.9,932.0,830.0,883.8,18273.38,16160037.603,6195
1636070400000,2021-11-05,AXSBRL,822.1,875.0,805.0,851.0,16413.62,13820997.683,5690
1635984000000,2021-11-04,AXSBRL,797.1,922.1,797.1,822.8,28157.2,24039091.367,9777
1635897600000,2021-11-03,AXSBRL,800.0,811.0,771.5,793.4,9882.48,7805204.794,4284
1635811200000,2021-11-02,AXSBRL,784.1,817.9,778.0,802.4,7473.38,5980896.318,4446
1635724800000,2021-11-01,AXSBRL,789.8,791.0,751.5,784.3,8515.37,6612880.252,4221
1635638400000,2021-10-31,AXSBRL,836.7,855.5,756.3,789.4,16037.27,12850501.668,5712
1635552000000,2021-10-30,AXSBRL,816.5,895.1,799.2,839.8,21301.29,17971465.846,8658
1635465600000,2021-10-29,AXSBRL,719.4,935.3,716.0,815.0,55451.96,45805939.371,18542
1635379200000,2021-10-28,AXSBRL,685.0,734.3,682.4,718.8,16229.62,11544143.745,5482
1635292800000,2021-10-27,AXSBRL,725.0,744.0,676.6,685.0,20546.69,14384510.526,6987
1635206400000,2021-10-26,AXSBRL,737.8,773.2,715.0,725.0,14982.44,11225511.935,5855
1635120000000,2021-10-25,AXSBRL,697.8,799.9,696.3,737.8,16395.16,12322408.985,6281
1635033600000,2021-10-24,AXSBRL,714.8,726.7,685.4,699.0,5885.71,4140166.038,2747
1634947200000,2021-10-23,AXSBRL,739.8,760.1,703.0,714.0,7501.19,5440805.202,2976
