Unix,Date,Symbol,Open,High,Low,Close,Volume ETH,Volume BRL,tradecount
1693353600000,2023-08-30,ETHBRL,8449.58,8458.41,8289.32,8366.79,682.174,5704770.185631,3914
1693267200000,2023-08-29,ETHBRL,8098.33,8543.65,8034.36,8449.68,1567.2363,13119918.235329,6613
1693180800000,2023-08-28,ETHBRL,8146.46,8155.54,7966.0,8098.25,736.7553,5959397.906634,3438
1693094400000,2023-08-27,ETHBRL,8096.09,8169.68,8092.46,8146.17,346.4579,2819437.781517,2087
1693008000000,2023-08-26,ETHBRL,8104.23,8126.06,8070.13,8096.72,298.1816,2416376.350293,2083
1692921600000,2023-08-25,ETHBRL,8145.9,8210.73,8012.68,8100.49,1069.1251,8667166.907992,4273
1692835200000,2023-08-24,ETHBRL,8227.71,8244.25,8026.12,8145.06,833.1901,6766998.508287,4055
1692748800000,2023-08-23,ETHBRL,8118.95,8304.95,8084.44,8226.37,1212.7663,9925508.996181,4739
1692662400000,2023-08-22,ETHBRL,8344.2,8354.04,7843.43,8118.34,1464.8448,11938471.070809,5962
1692576000000,2023-08-21,ETHBRL,8487.84,8487.85,8289.56,8344.2,961.4505,8047795.385584,4606
1692489600000,2023-08-20,ETHBRL,8395.94,8528.65,8359.36,8487.84,757.6329,6374433.204665,3367
1692403200000,2023-08-19,ETHBRL,8340.48,8522.36,8307.43,8396.2,1098.4188,9203844.387714,4199
1692316800000,2023-08-18,ETHBRL,8488.44,8579.33,8213.91,8340.67,2085.767,17520145.729045,8104
1692230400000,2023-08-17,ETHBRL,9052.8,9068.65,7874.14,8497.64,2478.5535,21363379.597535,12278
1692144000000,2023-08-16,ETHBRL,9151.13,9162.96,9000.02,9052.71,741.0198,6745919.637971,4887
1692057600000,2023-08-15,ETHBRL,9164.82,9215.88,9090.73,9149.24,589.0581,5400690.934745,4346
1691971200000,2023-08-14,ETHBRL,9097.32,9233.23,9060.44,9163.75,613.3509,5610385.46101,4794
1691884800000,2023-08-13,ETHBRL,9120.2,9195.0,9056.07,9097.24,270.1331,2465401.926557,2357
1691798400000,2023-08-12,ETHBRL,9097.36,9135.61,9083.51,9122.61,232.257,2116895.172472,2255
1691712000000,2023-08-11,ETHBRL,9087.64,9127.31,9029.33,9098.83,513.1715,4658680.665987,3365
1691625600000,2023-08-10,ETHBRL,9142.19,9158.01,9004.6,9089.51,620.2454,5625586.318082,4369
1691539200000,2023-08-09,ETHBRL,9116.96,9194.52,9097.92,9141.32,647.7667,5916866.19053,3877
1691452800000,2023-08-08,ETHBRL,8977.88,9192.74,8949.53,9119.54,1045.5468,9494743.550658,4976
1691366400000,2023-08-07,ETHBRL,8972.63,9046.27,8885.0,8976.72,655.9919,5886594.310666,4723
1691280000000,2023-08-06,ETHBRL,9005.13,9022.97,8959.36,8973.65,338.9556,3047797.493969,2448
1691193600000,2023-08-05,ETHBRL,8982.37,9040.0,8963.67,9003.59,260.9303,2350442.793713,2238
1691107200000,2023-08-04,ETHBRL,9040.93,9089.61,8893.22,8984.05,613.6491,5523353.36842,3658
1691020800000,2023-08-03,ETHBRL,8904.51,9113.88,8832.57,9043.81,764.8937,6905063.43301,3519
1690934400000,2023-08-02,ETHBRL,9009.72,9045.99,8813.69,8906.33,556.6891,4966932.578397,4234
1690848000000,2023-08-01,ETHBRL,8839.24,9010.0,8652.13,9004.67,678.5644,5983768.006228,4992
1690761600000,2023-07-31,ETHBRL,8905.62,8974.0,8818.56,8840.0,530.9416,4719376.537406,6304
1690675200000,2023-07-30,ETHBRL,8980.96,9009.56,8848.16,8904.78,243.7542,2180111.852363,3312
1690588800000,2023-07-29,ETHBRL,8956.0,9016.01,8925.21,8985.84,178.1183,1596591.495722,2329
1690502400000,2023-07-28,ETHBRL,8884.62,8970.18,8862.57,8956.0,472.3001,4211334.95744,3887
1690416000000,2023-07-27,ETHBRL,8938.27,8985.39,8836.27,8883.69,401.6119,3573149.264987,3571
1690329600000,2023-07-26,ETHBRL,8883.45,8986.19,8824.79,8935.02,467.2896,4155966.090923,4137
1690243200000,2023-07-25,ETHBRL,8829.24,8917.69,8810.91,8884.55,519.1854,4601811.619165,3563
1690156800000,2023-07-24,ETHBRL,9115.17,9125.83,8754.24,8829.94,752.3537,6672187.624331,5121
1690070400000,2023-07-23,ETHBRL,9008.68,9178.38,8975.28,9114.0,302.2088,2740632.543465,2642
1689984000000,2023-07-22,ETHBRL,9107.62,9142.36,8951.87,9010.61,366.3001,3322567.577632,2916
1689897600000,2023-07-21,ETHBRL,9122.28,9161.97,9051.34,9107.09,435.3266,3962959.283713,3313
1689811200000,2023-07-20,ETHBRL,9107.91,9288.86,9069.66,9117.18,540.2037,4945858.555782,3940
1689724800000,2023-07-19,ETHBRL,9160.97,9258.95,9073.64,9107.82,485.5864,4456803.871968,3601
1689638400000,2023-07-18,ETHBRL,9241.91,9271.63,9080.09,9155.21,430.8493,3952369.363092,3550
1689552000000,2023-07-17,ETHBRL,9285.88,9338.2,9070.93,9241.9,773.2812,7116596.564521,4576
1689465600000,2023-07-16,ETHBRL,9340.94,9409.94,9273.84,9297.22,237.8544,2223050.199011,2307
1689379200000,2023-07-15,ETHBRL,9378.37,9406.38,9315.91,9347.21,263.2775,2465372.37985,2512
1689292800000,2023-07-14,ETHBRL,9627.36,9733.56,9154.36,9378.94,1317.2322,12506151.209112,6534
1689206400000,2023-07-13,ETHBRL,9087.95,9662.04,9044.29,9627.39,1469.2933,13872502.22631,7430
1689120000000,2023-07-12,ETHBRL,9177.21,9248.88,9050.01,9085.21,643.7279,5885537.777914,4801
1689033600000,2023-07-11,ETHBRL,9196.85,9252.68,9121.28,9177.08,425.4852,3904535.200001,3994
