Unix,Date,Symbol,Open,High,Low,Close,Volume FIS,Volume BRL,tradecount
1660867200000,2022-08-19,FISBRL,1.972,1.98,1.719,1.753,50786.0,94581.9205,149
1660780800000,2022-08-18,FISBRL,2.109,2.109,1.97,1.971,24308.9,48768.6359,128
1660694400000,2022-08-17,FISBRL,2.166,2.229,2.059,2.109,107613.1,229491.8353,227
1660608000000,2022-08-16,FISBRL,2.14,2.197,2.113,2.197,42174.9,91222.281,152
1660521600000,2022-08-15,FISBRL,2.158,2.229,2.092,2.14,68268.0,145816.5171,227
1660435200000,2022-08-14,FISBRL,2.232,2.4,2.124,2.163,4098364.2,9403005.2636,1290
1660348800000,2022-08-13,FISBRL,2.228,2.289,2.194,2.233,39645.3,89317.9216,138
1660262400000,2022-08-12,FISBRL,2.233,2.252,2.162,2.19,17292.5,38315.9668,81
1660176000000,2022-08-11,FISBRL,2.218,2.235,2.154,2.154,18669.9,41419.4912,59
1660089600000,2022-08-10,FISBRL,2.146,2.22,2.111,2.205,25487.6,55263.8898,93
1660003200000,2022-08-09,FISBRL,2.259,2.259,2.117,2.189,22758.5,49610.0737,107
1659916800000,2022-08-08,FISBRL,2.267,2.289,2.22,2.235,9825.1,22087.2111,65
1659830400000,2022-08-07,FISBRL,2.245,2.28,2.228,2.232,3873.2,8686.8707,32
1659744000000,2022-08-06,FISBRL,2.298,2.298,2.245,2.245,6827.2,15425.0654,38
1659657600000,2022-08-05,FISBRL,2.244,2.35,2.228,2.25,15328.7,35284.3072,97
1659571200000,2022-08-04,FISBRL,2.296,2.326,2.202,2.231,19122.3,43337.9905,66
1659484800000,2022-08-03,FISBRL,2.22,2.351,2.181,2.286,102430.7,233463.3177,180
1659398400000,2022-08-02,FISBRL,2.194,2.262,2.05,2.2,26037.2,56353.7785,99
1659312000000,2022-08-01,FISBRL,2.24,2.31,2.162,2.202,115065.9,255889.4569,210
1659225600000,2022-07-31,FISBRL,2.27,2.39,2.24,2.25,58015.3,134159.844,213
1659139200000,2022-07-30,FISBRL,2.37,2.47,2.23,2.23,94994.6,222406.71,353
1659052800000,2022-07-29,FISBRL,2.2,2.41,2.1,2.37,245557.1,551487.595,718
1658966400000,2022-07-28,FISBRL,2.1,2.27,2.07,2.19,193216.0,420060.169,506
1658880000000,2022-07-27,FISBRL,2.04,2.12,2.01,2.08,76711.2,157200.657,253
1658793600000,2022-07-26,FISBRL,2.04,2.16,1.97,2.04,85888.9,178542.396,276
1658707200000,2022-07-25,FISBRL,2.16,2.25,2.03,2.04,133804.0,287632.084,363
1658620800000,2022-07-24,FISBRL,2.19,2.22,2.17,2.17,72668.8,159390.418,198
1658534400000,2022-07-23,FISBRL,2.15,2.43,2.14,2.19,266244.6,596116.678,650
1658448000000,2022-07-22,FISBRL,2.18,2.24,2.13,2.14,147437.0,322594.737,361
1658361600000,2022-07-21,FISBRL,2.08,2.18,2.0,2.18,128947.0,274404.462,393
1658275200000,2022-07-20,FISBRL,2.14,2.36,1.98,2.08,403141.5,866089.082,892
1658188800000,2022-07-19,FISBRL,2.15,2.22,2.11,2.14,110862.6,239115.068,329
1658102400000,2022-07-18,FISBRL,2.06,2.14,2.04,2.13,117512.6,246395.055,381
1658016000000,2022-07-17,FISBRL,1.98,2.28,1.96,2.06,300787.0,634988.012,775
1657929600000,2022-07-16,FISBRL,2.06,2.06,1.88,1.97,420987.7,841209.418,644
1657843200000,2022-07-15,FISBRL,1.91,2.4,1.9,2.06,284537.0,584467.592,850
1657756800000,2022-07-14,FISBRL,1.86,2.03,1.82,1.93,149733.2,284321.337,449
1657670400000,2022-07-13,FISBRL,1.74,1.86,1.67,1.86,535639.8,939453.608,825
1657584000000,2022-07-12,FISBRL,1.79,1.84,1.71,1.74,185902.6,331311.345,297
1657497600000,2022-07-11,FISBRL,1.84,2.17,1.78,1.79,433166.2,849093.964,2030
1657411200000,2022-07-10,FISBRL,1.85,1.89,1.74,1.84,281677.1,511196.431,689
1657324800000,2022-07-09,FISBRL,1.84,1.9,1.84,1.84,107976.0,201114.943,359
1657238400000,2022-07-08,FISBRL,1.85,1.88,1.76,1.85,141950.8,260690.148,513
1657152000000,2022-07-07,FISBRL,1.82,2.16,1.81,1.85,384492.6,734120.032,1210
1657065600000,2022-07-06,FISBRL,1.7,1.89,1.7,1.82,300115.4,534825.24,760
1656979200000,2022-07-05,FISBRL,1.71,1.77,1.66,1.69,247183.4,421333.878,558
1656892800000,2022-07-04,FISBRL,1.68,1.72,1.67,1.71,185720.1,314718.371,404
1656806400000,2022-07-03,FISBRL,1.67,1.78,1.65,1.69,391175.4,657629.433,615
1656720000000,2022-07-02,FISBRL,1.66,1.7,1.61,1.68,266043.3,446374.063,481
1656633600000,2022-07-01,FISBRL,1.66,1.72,1.6,1.66,1052062.0,1762884.081,970
1656547200000,2022-06-30,FISBRL,1.62,1.73,1.51,1.66,258897.1,416576.676,755
1656460800000,2022-06-29,FISBRL,1.66,1.69,1.59,1.62,628583.1,1026019.427,749
1656374400000,2022-06-28,FISBRL,1.71,1.75,1.66,1.66,266247.6,449005.604,649
1656288000000,2022-06-27,FISBRL,1.74,1.81,1.69,1.7,120175.1,209676.664,403
1656201600000,2022-06-26,FISBRL,1.81,1.85,1.72,1.73,127466.0,228981.242,427
1656115200000,2022-06-25,FISBRL,1.75,2.1,1.73,1.8,452878.8,832886.364,1327
1656028800000,2022-06-24,FISBRL,1.74,1.81,1.72,1.76,140959.4,248246.114,494
1655942400000,2022-06-23,FISBRL,1.65,1.74,1.65,1.74,250547.0,424448.391,577
1655856000000,2022-06-22,FISBRL,1.65,1.69,1.58,1.64,247333.0,406158.943,670
1655769600000,2022-06-21,FISBRL,1.66,1.74,1.64,1.65,338337.4,574447.371,820
1655683200000,2022-06-20,FISBRL,1.7,1.72,1.62,1.66,233030.6,387572.752,755
1655596800000,2022-06-19,FISBRL,1.59,1.82,1.52,1.7,118393.2,197587.342,573
1655510400000,2022-06-18,FISBRL,1.69,1.71,1.42,1.57,1913926.5,2929414.822,1161
1655424000000,2022-06-17,FISBRL,1.69,1.73,1.67,1.69,120106.8,203566.886,382
1655337600000,2022-06-16,FISBRL,1.74,1.8,1.62,1.71,1039272.6,1805945.35,1548
1655251200000,2022-06-15,FISBRL,1.73,1.74,1.57,1.73,208293.6,343806.296,955
1655164800000,2022-06-14,FISBRL,1.54,1.85,1.44,1.74,439858.9,737796.44,1848
1655078400000,2022-06-13,FISBRL,1.57,1.84,1.37,1.52,485845.5,779435.583,1869
1654992000000,2022-06-12,FISBRL,1.69,1.77,1.53,1.57,2339211.0,3903314.182,1423
1654905600000,2022-06-11,FISBRL,1.87,2.09,1.65,1.68,395698.2,733909.65,1172
1654819200000,2022-06-10,FISBRL,1.87,2.17,1.72,1.87,298192.7,572985.557,989
1654732800000,2022-06-09,FISBRL,1.75,2.38,1.69,1.89,463589.2,918520.65,1654
1654646400000,2022-06-08,FISBRL,1.77,1.89,1.69,1.75,185800.2,331033.581,662
1654560000000,2022-06-07,FISBRL,1.65,1.81,1.55,1.78,206960.5,342603.753,744
1654473600000,2022-06-06,FISBRL,1.59,1.69,1.59,1.65,1072950.0,1760883.592,758
1654387200000,2022-06-05,FISBRL,1.61,1.63,1.56,1.59,29353.6,46729.844,111
1654300800000,2022-06-04,FISBRL,1.67,1.69,1.54,1.62,568494.4,924376.956,495
1654214400000,2022-06-03,FISBRL,1.6,1.74,1.58,1.66,101682.9,166740.252,425
1654128000000,2022-06-02,FISBRL,1.62,1.73,1.57,1.61,71695.8,116321.252,300
1654041600000,2022-06-01,FISBRL,1.66,1.68,1.53,1.61,89840.2,144746.404,279
1653955200000,2022-05-31,FISBRL,1.68,1.71,1.57,1.66,626402.6,1049565.989,563
1653868800000,2022-05-30,FISBRL,1.63,1.84,1.59,1.69,245998.5,414646.46,868
1653782400000,2022-05-29,FISBRL,1.53,1.71,1.44,1.62,140139.9,217762.907,560
1653696000000,2022-05-28,FISBRL,1.41,1.71,1.36,1.52,170348.2,258944.571,646
1653609600000,2022-05-27,FISBRL,1.54,1.65,1.38,1.41,340173.2,508700.815,1149
1653523200000,2022-05-26,FISBRL,1.73,2.7,1.54,1.55,2915464.4,5861415.437,8264
1653436800000,2022-05-25,FISBRL,1.44,2.09,1.42,1.73,3232089.7,5315601.342,3108
1653350400000,2022-05-24,FISBRL,1.43,1.48,1.38,1.44,44838.9,64261.769,199
1653264000000,2022-05-23,FISBRL,1.57,1.63,1.43,1.43,160294.3,247167.456,478
1653177600000,2022-05-22,FISBRL,1.62,1.66,1.51,1.57,73385.4,115024.961,215
1653091200000,2022-05-21,FISBRL,1.59,1.67,1.56,1.62,39830.9,63490.284,165
1653004800000,2022-05-20,FISBRL,1.72,1.76,1.53,1.59,154331.1,249588.655,530
1652918400000,2022-05-19,FISBRL,1.58,1.77,1.57,1.73,34237.2,58376.98,254
1652832000000,2022-05-18,FISBRL,1.7,1.83,1.5,1.6,542173.1,935368.672,1130
1652745600000,2022-05-17,FISBRL,1.62,1.83,1.62,1.71,134749.0,237431.814,695
1652659200000,2022-05-16,FISBRL,1.92,2.09,1.58,1.62,154639.1,279392.59,1993
1652572800000,2022-05-15,FISBRL,1.24,2.39,1.2,1.91,1086581.8,1921400.787,5875
1652486400000,2022-05-14,FISBRL,1.26,1.31,1.12,1.26,1721838.1,2159228.875,496
1652400000000,2022-05-13,FISBRL,1.27,1.47,1.15,1.26,138511.5,184461.793,374
1652313600000,2022-05-12,FISBRL,1.17,3.11,0.9,1.2,2303412.8,2635584.14,1063
1652227200000,2022-05-11,FISBRL,1.95,1.96,1.13,1.15,125163.6,169898.709,506
1652140800000,2022-05-10,FISBRL,1.96,2.17,1.84,1.91,76761.1,154776.096,280
1652054400000,2022-05-09,FISBRL,2.36,2.37,1.99,2.0,113846.3,246841.928,289
1651968000000,2022-05-08,FISBRL,2.48,2.48,2.34,2.34,49006.6,118069.493,139
1651881600000,2022-05-07,FISBRL,2.6,2.61,2.47,2.49,44704.4,112960.186,157
1651795200000,2022-05-06,FISBRL,2.61,2.66,2.53,2.61,86948.2,225931.856,301
1651708800000,2022-05-05,FISBRL,2.82,2.83,2.54,2.63,70593.1,192195.357,289
1651622400000,2022-05-04,FISBRL,2.69,2.84,2.69,2.81,40545.0,112373.021,189
1651536000000,2022-05-03,FISBRL,2.79,2.81,2.69,2.7,764544.0,2090759.615,555
1651449600000,2022-05-02,FISBRL,2.69,2.81,2.66,2.81,45285.2,123017.063,188
1651363200000,2022-05-01,FISBRL,2.61,2.74,2.6,2.69,430658.3,1144774.364,515
1651276800000,2022-04-30,FISBRL,2.96,3.07,2.56,2.61,758117.3,2242263.945,908
1651190400000,2022-04-29,FISBRL,3.1,3.11,2.93,2.95,194708.5,589815.962,745
1651104000000,2022-04-28,FISBRL,3.11,3.18,3.05,3.1,599662.5,1860233.052,1006
1651017600000,2022-04-27,FISBRL,2.99,3.28,2.99,3.1,279491.0,874635.827,962
1650931200000,2022-04-26,FISBRL,3.05,3.21,2.99,3.0,709710.9,2183717.499,1482
1650844800000,2022-04-25,FISBRL,3.02,3.08,2.86,3.06,163250.4,491074.093,750
1650758400000,2022-04-24,FISBRL,3.06,3.2,3.0,3.03,1867924.6,5823978.26,1166
1650672000000,2022-04-23,FISBRL,3.09,3.33,3.04,3.05,2571364.3,8254963.626,1572
1650585600000,2022-04-22,FISBRL,3.05,3.35,2.98,3.09,2590164.7,8171815.799,1719
1650499200000,2022-04-21,FISBRL,2.98,3.24,2.94,3.05,1316732.3,4089660.623,1026
1650412800000,2022-04-20,FISBRL,3.07,3.08,2.93,2.98,102457.2,307117.065,398
1650326400000,2022-04-19,FISBRL,2.96,3.14,2.91,3.07,630951.6,1923577.456,597
1650240000000,2022-04-18,FISBRL,2.96,2.98,2.81,2.94,130161.3,375101.25,395
1650153600000,2022-04-17,FISBRL,3.1,3.11,2.97,2.97,37077.0,112827.18,146
1650067200000,2022-04-16,FISBRL,3.11,3.2,3.01,3.1,391199.0,1221735.626,442
1649980800000,2022-04-15,FISBRL,3.06,3.19,3.06,3.13,37411.0,116286.922,165
1649894400000,2022-04-14,FISBRL,3.22,3.22,3.05,3.06,168251.3,518688.908,311
1649808000000,2022-04-13,FISBRL,3.1,3.25,3.02,3.22,231986.0,727036.048,913
1649721600000,2022-04-12,FISBRL,3.0,3.48,3.0,3.08,1443018.5,4596057.786,3099
1649635200000,2022-04-11,FISBRL,3.21,3.21,2.96,3.02,194973.7,600445.546,958
1649548800000,2022-04-10,FISBRL,3.31,3.39,3.18,3.21,416302.4,1362669.379,724
1649462400000,2022-04-09,FISBRL,3.27,3.37,3.2,3.32,173686.1,569410.365,680
1649376000000,2022-04-08,FISBRL,3.61,3.82,3.24,3.25,1270764.5,4390511.181,2118
1649289600000,2022-04-07,FISBRL,3.28,4.06,3.22,3.6,1265097.4,4636671.421,3133
1649203200000,2022-04-06,FISBRL,3.78,3.78,3.27,3.28,263675.0,926848.234,1188
1649116800000,2022-04-05,FISBRL,3.92,3.92,3.75,3.78,152640.1,583318.816,736
1649030400000,2022-04-04,FISBRL,3.85,4.07,3.66,3.94,1052020.4,4093370.455,2601
1648944000000,2022-04-03,FISBRL,3.77,3.92,3.66,3.87,149664.3,567310.903,686
1648857600000,2022-04-02,FISBRL,3.84,4.13,3.77,3.77,406549.5,1594645.697,1601
1648771200000,2022-04-01,FISBRL,3.46,4.16,3.32,3.83,578925.7,2185718.944,2301
1648684800000,2022-03-31,FISBRL,3.65,3.8,3.46,3.47,192197.5,697426.279,911
1648598400000,2022-03-30,FISBRL,3.65,3.7,3.53,3.65,159063.2,575985.208,708
1648512000000,2022-03-29,FISBRL,3.57,3.82,3.51,3.64,196683.5,718391.825,896
1648425600000,2022-03-28,FISBRL,3.58,3.74,3.54,3.58,171557.2,628777.506,875
1648339200000,2022-03-27,FISBRL,3.46,3.6,3.46,3.58,125043.1,441464.318,572
1648252800000,2022-03-26,FISBRL,3.38,3.46,3.34,3.46,26462.5,90120.287,155
1648166400000,2022-03-25,FISBRL,3.45,3.53,3.37,3.38,80001.8,275961.062,399
1648080000000,2022-03-24,FISBRL,3.42,3.5,3.35,3.41,203047.5,698566.403,752
1647993600000,2022-03-23,FISBRL,3.65,3.8,3.38,3.42,477136.3,1694183.603,1214
1647907200000,2022-03-22,FISBRL,3.27,3.9,3.27,3.71,13355004.5,46621264.125,4038
1647820800000,2022-03-21,FISBRL,3.22,3.57,3.22,3.27,9244662.8,31701349.678,3817
1647734400000,2022-03-20,FISBRL,3.34,3.78,3.15,3.2,223689.9,750204.751,915
1647648000000,2022-03-19,FISBRL,3.15,3.38,3.11,3.34,1036974.4,3381187.152,1338
1647561600000,2022-03-18,FISBRL,3.13,3.21,3.05,3.13,177514.5,552320.174,563
1647475200000,2022-03-17,FISBRL,3.2,3.28,3.12,3.15,262541.6,835705.871,996
1647388800000,2022-03-16,FISBRL,3.04,3.3,2.99,3.19,626756.9,1985512.84,1584
1647302400000,2022-03-15,FISBRL,3.02,3.32,2.87,3.03,374414.9,1130133.015,1182
1647216000000,2022-03-14,FISBRL,2.93,3.5,2.93,3.03,2013417.6,6197613.915,2584
1647129600000,2022-03-13,FISBRL,3.11,3.17,2.92,2.94,78607.3,240844.093,345
1647043200000,2022-03-12,FISBRL,3.1,3.27,3.09,3.11,1788861.0,5705913.038,1391
1646956800000,2022-03-11,FISBRL,3.11,3.18,3.05,3.1,72390.3,224245.41,293
1646870400000,2022-03-10,FISBRL,3.17,3.48,3.02,3.1,165326.8,519641.497,724
1646784000000,2022-03-09,FISBRL,3.1,3.27,3.06,3.17,96578.2,306569.993,411
1646697600000,2022-03-08,FISBRL,3.05,3.17,3.02,3.14,224852.2,694712.84,717
1646611200000,2022-03-07,FISBRL,3.14,3.14,2.96,3.06,496114.4,1509360.738,1673
1646524800000,2022-03-06,FISBRL,3.14,3.6,3.09,3.13,1567129.2,5224531.234,3822
1646438400000,2022-03-05,FISBRL,3.02,3.21,2.96,3.12,624362.7,1926384.432,1626
1646352000000,2022-03-04,FISBRL,3.04,3.31,2.91,3.05,817597.0,2543125.84,2005
1646265600000,2022-03-03,FISBRL,3.26,3.26,3.0,3.04,239308.5,747929.032,905
1646179200000,2022-03-02,FISBRL,3.29,3.41,3.21,3.26,685843.3,2271513.119,1731
1646092800000,2022-03-01,FISBRL,3.19,3.31,3.11,3.29,537797.1,1728446.463,1315
1646006400000,2022-02-28,FISBRL,2.92,3.22,2.88,3.18,80646.5,245114.658,403
1645920000000,2022-02-27,FISBRL,3.13,3.47,2.87,2.92,118406.1,367863.235,612
1645833600000,2022-02-26,FISBRL,2.99,3.36,2.98,3.1,153079.6,474604.499,645
1645747200000,2022-02-25,FISBRL,2.87,3.1,2.85,2.98,1733773.9,5138076.824,1873
1645660800000,2022-02-24,FISBRL,2.95,2.97,2.5,2.88,650293.1,1807053.439,846
1645574400000,2022-02-23,FISBRL,3.24,3.3,2.95,2.97,1235504.5,3826208.522,710
1645488000000,2022-02-22,FISBRL,3.08,3.26,2.99,3.17,43111.4,132832.896,243
1645401600000,2022-02-21,FISBRL,3.37,3.5,3.01,3.08,352995.7,1191901.629,642
1645315200000,2022-02-20,FISBRL,3.58,3.59,3.3,3.37,1739085.3,5999804.51,1532
1645228800000,2022-02-19,FISBRL,3.58,3.75,3.51,3.6,69983.3,253654.58,311
1645142400000,2022-02-18,FISBRL,3.68,3.93,3.52,3.58,1305331.9,4891956.18,1233
1645056000000,2022-02-17,FISBRL,3.94,4.01,3.64,3.68,60748.7,232404.555,388
1644969600000,2022-02-16,FISBRL,4.08,4.26,3.88,3.94,244684.2,977262.345,684
1644883200000,2022-02-15,FISBRL,3.9,4.12,3.88,4.09,72487.7,292500.044,374
1644796800000,2022-02-14,FISBRL,3.91,3.94,3.77,3.9,58057.5,223757.532,310
1644710400000,2022-02-13,FISBRL,4.08,4.2,3.9,3.91,51752.4,210040.04,321
1644624000000,2022-02-12,FISBRL,4.3,4.36,4.0,4.07,70057.4,290506.19,442
1644537600000,2022-02-11,FISBRL,5.14,5.2,4.19,4.31,113036.5,531699.923,767
1644451200000,2022-02-10,FISBRL,4.49,5.71,4.45,5.12,727656.5,3730917.945,1671
1644364800000,2022-02-09,FISBRL,4.43,4.92,4.21,4.5,113144.8,515004.782,729
1644278400000,2022-02-08,FISBRL,4.47,4.64,4.15,4.37,118525.1,514782.296,700
1644192000000,2022-02-07,FISBRL,4.31,4.56,4.25,4.47,52023.2,230182.372,354
1644105600000,2022-02-06,FISBRL,4.25,4.4,4.15,4.3,534892.1,2281555.052,682
1644019200000,2022-02-05,FISBRL,4.36,4.42,4.18,4.26,325440.1,1391479.942,744
1643932800000,2022-02-04,FISBRL,3.94,4.42,3.87,4.39,133361.2,557442.111,581
1643846400000,2022-02-03,FISBRL,3.86,4.14,3.78,3.95,106444.4,420798.315,510
1643760000000,2022-02-02,FISBRL,3.86,4.61,3.77,3.9,197167.6,797348.876,988
1643673600000,2022-02-01,FISBRL,3.84,3.95,3.77,3.86,129469.2,502557.245,365
1643587200000,2022-01-31,FISBRL,3.86,4.04,3.72,3.83,922445.5,3593084.441,777
1643500800000,2022-01-30,FISBRL,4.03,4.13,3.77,3.89,210886.4,834194.919,629
1643414400000,2022-01-29,FISBRL,4.1,4.19,3.99,4.01,59644.7,243856.486,368
1643328000000,2022-01-28,FISBRL,3.96,4.32,3.83,4.09,347421.4,1413714.088,817
1643241600000,2022-01-27,FISBRL,3.84,4.1,3.65,3.96,188243.5,734213.359,420
1643155200000,2022-01-26,FISBRL,3.73,4.49,3.7,3.83,751144.5,3105267.827,1310
1643068800000,2022-01-25,FISBRL,3.84,3.93,3.69,3.76,21644.9,81735.769,220
1642982400000,2022-01-24,FISBRL,3.93,4.04,3.31,4.03,34132.1,123792.895,278
1642896000000,2022-01-23,FISBRL,3.81,4.15,3.71,3.93,567740.5,2239059.843,625
1642809600000,2022-01-22,FISBRL,4.15,4.18,3.3,3.7,1410455.5,5560966.826,1297
1642723200000,2022-01-21,FISBRL,5.03,5.05,3.95,4.08,38101.0,172840.922,296
1642636800000,2022-01-20,FISBRL,5.25,5.4,4.95,4.95,25603.4,132840.633,194
1642550400000,2022-01-19,FISBRL,5.57,5.6,5.19,5.19,40046.6,215700.726,376
1642464000000,2022-01-18,FISBRL,5.53,5.64,5.26,5.52,16008.3,86049.849,198
1642377600000,2022-01-17,FISBRL,5.85,5.89,5.41,5.55,38147.0,214313.531,404
1642291200000,2022-01-16,FISBRL,5.81,5.91,5.72,5.81,8307.2,48543.2,129
1642204800000,2022-01-15,FISBRL,5.76,6.25,5.73,5.81,44947.9,265543.455,497
1642118400000,2022-01-14,FISBRL,5.53,6.15,5.4,5.77,35440.4,203468.537,420
1642032000000,2022-01-13,FISBRL,5.92,6.2,5.51,5.54,547250.0,3233424.829,745
1641945600000,2022-01-12,FISBRL,5.7,6.1,5.64,5.86,341800.4,2029324.652,535
1641859200000,2022-01-11,FISBRL,5.55,5.88,5.53,5.7,259428.3,1483681.519,825
1641772800000,2022-01-10,FISBRL,5.79,5.81,5.22,5.55,19578.7,109143.868,264
1641686400000,2022-01-09,FISBRL,5.66,5.9,5.53,5.72,10395.0,59881.83,160
1641600000000,2022-01-08,FISBRL,5.89,6.16,5.35,5.66,30313.0,177657.721,322
1641513600000,2022-01-07,FISBRL,6.33,6.33,5.7,5.95,39162.5,233919.67,352
1641427200000,2022-01-06,FISBRL,6.46,6.6,6.0,6.23,720167.9,4570465.662,1494
1641340800000,2022-01-05,FISBRL,6.74,6.93,6.28,6.45,33070.7,222631.147,341
1641254400000,2022-01-04,FISBRL,6.72,6.99,6.64,6.75,95932.8,655461.611,479
1641168000000,2022-01-03,FISBRL,6.63,7.03,6.54,6.69,50518.0,339797.226,417
1641081600000,2022-01-02,FISBRL,6.63,6.94,6.53,6.7,68538.6,459145.176,471
1640995200000,2022-01-01,FISBRL,6.53,6.7,6.53,6.63,35601.8,235066.426,210
1640908800000,2021-12-31,FISBRL,6.49,7.06,6.34,6.51,103497.2,687611.838,662
1640822400000,2021-12-30,FISBRL,6.54,6.73,6.41,6.47,94785.7,618558.667,554
1640736000000,2021-12-29,FISBRL,6.84,7.03,6.4,6.51,90663.2,609426.825,601
1640649600000,2021-12-28,FISBRL,7.33,7.44,6.62,6.83,84671.9,594845.247,609
1640563200000,2021-12-27,FISBRL,7.31,8.34,7.26,7.33,282543.5,2143434.05,1288
1640476800000,2021-12-26,FISBRL,7.27,7.59,7.06,7.3,531917.1,3918563.182,1082
1640390400000,2021-12-25,FISBRL,6.95,7.55,6.95,7.27,70085.4,507901.857,753
1640304000000,2021-12-24,FISBRL,7.03,7.45,6.88,6.95,30797.0,219586.707,459
1640217600000,2021-12-23,FISBRL,6.82,7.2,6.7,7.02,36928.4,256529.262,412
1640131200000,2021-12-22,FISBRL,7.08,7.28,6.78,6.82,862635.0,6057968.33,1152
1640044800000,2021-12-21,FISBRL,6.65,7.4,6.5,7.03,959918.8,6867785.099,1224
1639958400000,2021-12-20,FISBRL,6.68,7.02,6.25,6.65,85697.0,565372.89,679
1639872000000,2021-12-19,FISBRL,7.05,7.11,6.55,6.75,125386.5,851139.819,847
1639785600000,2021-12-18,FISBRL,6.22,9.36,6.08,7.02,157203.8,1177271.908,1354
1639699200000,2021-12-17,FISBRL,6.54,6.64,6.07,6.21,27477.4,174020.269,308
1639612800000,2021-12-16,FISBRL,6.64,7.0,6.38,6.47,645404.4,4309812.016,1077
1639526400000,2021-12-15,FISBRL,6.46,7.0,6.09,6.49,820796.4,5365940.5,1014
1639440000000,2021-12-14,FISBRL,6.4,6.53,6.13,6.46,38533.4,242513.093,337
1639353600000,2021-12-13,FISBRL,7.13,7.13,6.15,6.39,428016.7,2918307.863,750
1639267200000,2021-12-12,FISBRL,7.11,8.1,7.01,7.13,53708.3,398010.833,546
1639180800000,2021-12-11,FISBRL,6.55,7.35,6.51,7.0,1030156.9,7062439.63,936
1639094400000,2021-12-10,FISBRL,6.93,7.07,6.54,6.55,41321.6,281667.599,425
1639008000000,2021-12-09,FISBRL,7.62,7.86,6.84,6.92,89696.2,664864.866,682
1638921600000,2021-12-08,FISBRL,7.17,8.87,6.93,7.62,229080.8,1788029.031,2302
1638835200000,2021-12-07,FISBRL,7.47,7.71,6.97,7.2,68795.4,507854.576,879
1638748800000,2021-12-06,FISBRL,6.98,7.57,6.25,7.46,101756.6,706065.163,1039
1638662400000,2021-12-05,FISBRL,7.88,7.98,6.86,6.97,33507.7,249415.651,550
1638576000000,2021-12-04,FISBRL,9.62,9.66,6.42,7.88,110347.1,880017.284,1259
1638489600000,2021-12-03,FISBRL,9.42,10.05,9.28,9.6,2954749.5,28711513.479,3735
1638403200000,2021-12-02,FISBRL,9.61,9.62,9.18,9.43,50453.4,469332.632,444
1638316800000,2021-12-01,FISBRL,9.48,9.9,9.3,9.62,507750.2,4856128.8,1236
1638230400000,2021-11-30,FISBRL,9.65,10.0,9.25,9.43,1841858.8,17788910.898,3320
1638144000000,2021-11-29,FISBRL,10.04,10.04,9.59,9.67,133935.1,1305005.102,1026
1638057600000,2021-11-28,FISBRL,10.27,13.08,9.4,9.96,581140.1,6099518.049,4620
1637971200000,2021-11-27,FISBRL,9.06,10.65,9.0,10.33,464575.8,4612893.977,2638
1637884800000,2021-11-26,FISBRL,10.13,10.29,9.01,9.11,392110.3,3691257.3,2229
1637798400000,2021-11-25,FISBRL,9.43,10.33,9.33,10.12,514170.6,5079380.066,2457
1637712000000,2021-11-24,FISBRL,10.04,10.08,9.16,9.41,235966.7,2255405.998,1568
1637625600000,2021-11-23,FISBRL,10.75,12.05,9.76,10.04,342304.4,3502483.835,2336
1637539200000,2021-11-22,FISBRL,10.0,14.3,9.77,10.84,1554812.8,17377015.052,8605
1637452800000,2021-11-21,FISBRL,9.11,10.92,8.92,10.08,354053.8,3520582.633,3025
1637366400000,2021-11-20,FISBRL,8.51,9.79,8.4,9.1,92717.1,824527.934,1392
1637280000000,2021-11-19,FISBRL,8.38,8.83,8.17,8.51,56107.7,477052.247,757
1637193600000,2021-11-18,FISBRL,8.62,8.98,7.6,8.37,314160.8,2571209.437,1442
1637107200000,2021-11-17,FISBRL,8.5,8.91,8.09,8.63,50487.7,426438.844,729
1637020800000,2021-11-16,FISBRL,9.45,9.5,8.24,8.52,388605.1,3445316.372,1688
1636934400000,2021-11-15,FISBRL,9.42,10.0,9.29,9.49,226893.2,2204910.763,1012
1636848000000,2021-11-14,FISBRL,9.5,9.81,9.14,9.35,346755.0,3287792.485,895
1636761600000,2021-11-13,FISBRL,9.42,9.69,9.32,9.48,25462.5,241820.097,440
1636675200000,2021-11-12,FISBRL,9.58,9.59,9.01,9.39,33921.2,316281.782,488
1636588800000,2021-11-11,FISBRL,9.56,9.94,9.41,9.57,232635.0,2251260.416,942
1636502400000,2021-11-10,FISBRL,10.1,10.37,9.21,9.57,105090.0,1044832.828,1324
1636416000000,2021-11-09,FISBRL,10.02,10.2,9.8,10.1,349444.1,3476605.883,796
1636329600000,2021-11-08,FISBRL,9.84,10.28,9.7,10.07,55636.7,556348.79,600
1636243200000,2021-11-07,FISBRL,9.73,10.45,9.6,9.9,1388170.2,13901977.41,2069
1636156800000,2021-11-06,FISBRL,9.74,9.99,9.53,9.85,133817.7,1308199.727,517
1636070400000,2021-11-05,FISBRL,9.98,10.32,9.5,9.74,4203861.8,42024562.542,2534
1635984000000,2021-11-04,FISBRL,10.07,10.52,9.7,10.01,1736325.7,17394184.297,2268
1635897600000,2021-11-03,FISBRL,9.98,14.2,9.7,10.07,1724947.5,17662360.053,4515
1635811200000,2021-11-02,FISBRL,9.45,10.35,9.45,9.98,596128.6,5985941.823,1675
