Unix,Date,Symbol,Open,High,Low,Close,Volume C98,Volume BRL,tradecount
1670889600000,2022-12-13,C98BRL,1.219,1.26,1.16,1.247,146310.4,178592.3474,400
1670803200000,2022-12-12,C98BRL,1.203,1.277,1.175,1.23,150054.8,182280.4749,326
1670716800000,2022-12-11,C98BRL,1.218,1.258,1.204,1.206,606340.0,741939.9698,626
1670630400000,2022-12-10,C98BRL,1.199,1.5,1.197,1.233,3351232.2,4414826.5375,2083
1670544000000,2022-12-09,C98BRL,1.182,1.336,1.182,1.197,488142.0,624656.441,407
1670457600000,2022-12-08,C98BRL,1.156,1.228,0.99,1.183,1148755.0,1205628.8258,265
1670371200000,2022-12-07,C98BRL,1.219,1.414,1.128,1.156,1031238.3,1284913.6703,1180
1670284800000,2022-12-06,C98BRL,1.228,1.33,1.201,1.219,278383.6,357996.0337,255
1670198400000,2022-12-05,C98BRL,1.271,1.289,1.215,1.22,130909.7,164043.0874,256
1670112000000,2022-12-04,C98BRL,1.264,1.525,1.25,1.273,4850800.3,7038435.9189,1230
1670025600000,2022-12-03,C98BRL,1.273,1.51,1.24,1.26,2659060.7,3899315.535,346
1669939200000,2022-12-02,C98BRL,1.259,1.314,1.24,1.266,153430.7,195853.2455,242
1669852800000,2022-12-01,C98BRL,1.269,1.27,1.221,1.251,81957.4,101365.6539,191
1669766400000,2022-11-30,C98BRL,1.277,1.296,1.239,1.267,57165.9,72583.1419,160
1669680000000,2022-11-29,C98BRL,1.211,1.285,1.02,1.241,1748179.5,1911944.1154,357
1669593600000,2022-11-28,C98BRL,1.269,1.269,1.189,1.225,65503.3,79246.4449,128
1669507200000,2022-11-27,C98BRL,1.262,1.3,1.25,1.25,20692.3,26430.8759,55
1669420800000,2022-11-26,C98BRL,1.283,1.53,1.244,1.244,2742820.1,3877659.7944,864
1669334400000,2022-11-25,C98BRL,1.292,1.294,1.24,1.28,40459.7,51232.7721,128
1669248000000,2022-11-24,C98BRL,1.3,1.52,1.274,1.289,2063755.0,3030616.321,480
1669161600000,2022-11-23,C98BRL,1.28,1.311,1.258,1.311,86952.2,111375.6501,252
1669075200000,2022-11-22,C98BRL,1.261,1.3,1.181,1.281,111085.2,137453.5014,205
1668988800000,2022-11-21,C98BRL,1.266,1.5,1.204,1.266,1535946.9,2213457.9129,527
1668902400000,2022-11-20,C98BRL,1.42,1.422,1.273,1.285,152932.1,205139.4756,321
1668816000000,2022-11-19,C98BRL,1.446,1.446,1.384,1.429,90455.5,127590.5053,254
1668729600000,2022-11-18,C98BRL,1.412,1.52,1.402,1.446,77485.5,113907.0181,266
1668643200000,2022-11-17,C98BRL,1.47,1.471,1.39,1.403,84227.1,120643.5633,196
1668556800000,2022-11-16,C98BRL,1.524,1.601,1.425,1.452,78068.6,117165.6424,258
1668470400000,2022-11-15,C98BRL,1.683,1.78,1.517,1.524,223565.5,368414.2519,496
1668384000000,2022-11-14,C98BRL,1.347,1.817,1.214,1.68,656710.0,965461.2699,1149
1668297600000,2022-11-13,C98BRL,1.084,1.627,1.084,1.393,1815756.0,2623446.3457,1653
1668211200000,2022-11-12,C98BRL,1.164,1.164,1.059,1.07,101417.0,111567.1183,127
1668124800000,2022-11-11,C98BRL,1.166,1.296,1.043,1.13,2064801.8,2502390.907,879
1668038400000,2022-11-10,C98BRL,0.979,1.34,0.957,1.171,2512180.5,3213440.2174,949
1667952000000,2022-11-09,C98BRL,1.215,1.36,0.915,0.937,1477772.9,1843632.2367,809
1667865600000,2022-11-08,C98BRL,1.668,1.698,1.021,1.212,1152754.9,1646242.7106,447
1667779200000,2022-11-07,C98BRL,1.655,1.719,1.57,1.664,258014.8,421863.114,238
1667692800000,2022-11-06,C98BRL,1.735,1.771,1.63,1.634,60082.7,101785.2141,131
1667606400000,2022-11-05,C98BRL,1.794,2.02,1.708,1.735,293542.5,567075.133,247
1667520000000,2022-11-04,C98BRL,1.681,1.795,1.677,1.795,79536.5,137844.8952,133
1667433600000,2022-11-03,C98BRL,1.63,1.925,1.63,1.672,164589.6,288065.9421,227
1667347200000,2022-11-02,C98BRL,1.608,1.637,1.55,1.575,205296.5,323993.5482,194
1667260800000,2022-11-01,C98BRL,1.687,1.71,1.608,1.619,43740.1,71783.6094,87
1667174400000,2022-10-31,C98BRL,1.795,1.795,1.65,1.678,108454.3,186378.7743,216
1667088000000,2022-10-30,C98BRL,1.794,1.849,1.738,1.764,117851.6,209003.9608,150
1667001600000,2022-10-29,C98BRL,1.758,1.969,1.757,1.784,1229863.8,2286252.6027,871
1666915200000,2022-10-28,C98BRL,1.658,1.858,1.629,1.751,220781.6,383964.1971,431
1666828800000,2022-10-27,C98BRL,1.625,1.71,1.625,1.653,96546.2,161065.4061,167
1666742400000,2022-10-26,C98BRL,1.585,1.638,1.585,1.626,14530.2,23318.921,55
1666656000000,2022-10-25,C98BRL,1.571,1.62,1.551,1.587,162807.4,257797.4043,264
1666569600000,2022-10-24,C98BRL,1.618,1.66,1.532,1.574,2865666.9,4583893.9394,919
1666483200000,2022-10-23,C98BRL,1.628,1.64,1.561,1.618,86675.0,138603.3943,156
1666396800000,2022-10-22,C98BRL,1.628,1.652,1.603,1.638,104383.7,170065.1715,161
1666310400000,2022-10-21,C98BRL,1.616,1.634,1.579,1.634,110202.4,176288.0239,177
1666224000000,2022-10-20,C98BRL,1.672,1.71,1.62,1.633,37939.7,63655.9424,97
1666137600000,2022-10-19,C98BRL,1.76,1.788,1.652,1.668,1675861.7,2918827.817,811
1666051200000,2022-10-18,C98BRL,1.792,1.9,1.731,1.749,7211224.8,13147085.4811,1719
1665964800000,2022-10-17,C98BRL,1.76,1.839,1.748,1.792,1845573.0,3306648.3819,673
1665878400000,2022-10-16,C98BRL,1.744,1.781,1.742,1.76,11035.7,19369.3362,44
1665792000000,2022-10-15,C98BRL,1.731,1.742,1.704,1.73,13365.0,23107.7954,43
1665705600000,2022-10-14,C98BRL,1.778,1.793,1.713,1.726,15298.2,26763.3094,62
1665619200000,2022-10-13,C98BRL,1.804,1.804,1.615,1.718,35656.5,60701.6572,135
1665532800000,2022-10-12,C98BRL,1.885,1.9,1.801,1.804,68603.6,126846.4295,158
1665446400000,2022-10-11,C98BRL,1.787,1.871,1.721,1.861,149550.9,267652.4125,294
1665360000000,2022-10-10,C98BRL,1.9,1.9,1.781,1.797,87875.9,162271.8798,136
1665273600000,2022-10-09,C98BRL,1.863,1.895,1.859,1.879,37963.0,71324.9661,77
1665187200000,2022-10-08,C98BRL,1.883,1.934,1.843,1.847,382967.6,715471.7963,260
1665100800000,2022-10-07,C98BRL,1.898,1.904,1.855,1.899,2549.8,4816.2206,31
1665014400000,2022-10-06,C98BRL,1.911,1.94,1.878,1.883,24195.5,46171.6999,71
1664928000000,2022-10-05,C98BRL,1.925,1.945,1.873,1.916,83312.9,158154.473,177
1664841600000,2022-10-04,C98BRL,1.939,1.962,1.909,1.959,6748.9,13034.7094,40
1664755200000,2022-10-03,C98BRL,1.9,1.978,1.887,1.906,85761.0,164240.2028,175
1664668800000,2022-10-02,C98BRL,1.943,1.96,1.9,1.917,1732.7,3350.8618,15
1664582400000,2022-10-01,C98BRL,1.949,1.966,1.913,1.922,34984.0,68055.4851,68
1664496000000,2022-09-30,C98BRL,1.905,1.956,1.902,1.949,28001.3,54273.3853,64
1664409600000,2022-09-29,C98BRL,1.866,1.936,1.836,1.905,24343.5,46403.8151,72
1664323200000,2022-09-28,C98BRL,1.865,1.868,1.79,1.866,28853.6,52631.1909,104
1664236800000,2022-09-27,C98BRL,1.916,1.951,1.843,1.878,54095.5,103247.2135,147
1664150400000,2022-09-26,C98BRL,1.859,1.949,1.822,1.924,46272.0,86898.1585,97
1664064000000,2022-09-25,C98BRL,1.9,1.915,1.818,1.859,43478.2,81472.1535,78
1663977600000,2022-09-24,C98BRL,1.936,2.1,1.884,1.884,2023327.0,3967541.9227,558
1663891200000,2022-09-23,C98BRL,1.99,2.007,1.893,1.923,47722.5,93057.7666,160
1663804800000,2022-09-22,C98BRL,1.862,2.0,1.86,1.99,28681.2,56470.2616,114
1663718400000,2022-09-21,C98BRL,1.934,2.002,1.818,1.866,40895.9,78762.811,139
1663632000000,2022-09-20,C98BRL,2.033,2.057,1.922,1.93,1176029.3,2329772.1934,239
1663545600000,2022-09-19,C98BRL,2.031,2.174,1.94,2.05,401252.4,816210.9078,631
1663459200000,2022-09-18,C98BRL,2.381,2.381,2.004,2.037,98443.8,207992.3332,248
1663372800000,2022-09-17,C98BRL,2.311,2.434,2.288,2.378,150276.4,355897.3686,461
1663286400000,2022-09-16,C98BRL,2.068,2.36,2.044,2.339,403025.7,868889.0982,770
1663200000000,2022-09-15,C98BRL,2.096,2.18,1.994,2.064,2070896.6,4345855.5536,1542
1663113600000,2022-09-14,C98BRL,2.082,2.178,2.014,2.113,282107.5,591740.8321,598
1663027200000,2022-09-13,C98BRL,2.255,2.293,2.083,2.093,227956.4,501385.1359,481
1662940800000,2022-09-12,C98BRL,2.273,2.395,2.234,2.272,317120.3,729737.2757,474
1662854400000,2022-09-11,C98BRL,2.305,2.342,2.25,2.273,18781.0,43328.7843,113
1662768000000,2022-09-10,C98BRL,2.345,2.405,2.23,2.299,397604.4,905941.2428,276
1662681600000,2022-09-09,C98BRL,2.12,2.4,2.08,2.339,3686121.2,8326072.065,1725
1662595200000,2022-09-08,C98BRL,2.098,2.141,2.034,2.076,1262768.5,2624868.693,2495
1662508800000,2022-09-07,C98BRL,2.051,2.17,2.051,2.096,1092084.5,2302751.4256,249
1662422400000,2022-09-06,C98BRL,2.266,2.289,2.05,2.051,122476.6,274025.2506,247
1662336000000,2022-09-05,C98BRL,2.267,2.287,2.185,2.205,52946.7,116618.9941,72
1662249600000,2022-09-04,C98BRL,2.271,2.338,2.231,2.231,43215.7,98611.552,63
1662163200000,2022-09-03,C98BRL,2.27,2.355,2.244,2.271,9109.1,20907.0459,145
1662076800000,2022-09-02,C98BRL,2.226,2.3,2.16,2.263,807360.5,1800091.2179,356
1661990400000,2022-09-01,C98BRL,2.269,2.307,2.17,2.245,105393.3,237213.5845,156
1661904000000,2022-08-31,C98BRL,2.24,2.35,2.132,2.261,2151020.9,4877111.2821,612
1661817600000,2022-08-30,C98BRL,2.131,2.285,2.0,2.24,830009.4,1780064.6544,352
1661731200000,2022-08-29,C98BRL,1.904,2.23,1.877,2.16,843437.4,1794932.75,337
1661644800000,2022-08-28,C98BRL,1.939,1.999,1.865,1.881,4182.1,8066.3615,34
1661558400000,2022-08-27,C98BRL,1.989,1.996,1.868,1.923,7648.3,14866.8406,62
1661472000000,2022-08-26,C98BRL,2.173,2.204,1.887,2.0,1668961.4,3521897.6011,554
1661385600000,2022-08-25,C98BRL,2.125,2.25,2.109,2.183,52069.7,113611.5737,774
1661299200000,2022-08-24,C98BRL,2.1,2.22,2.05,2.124,2336504.5,5018140.5152,829
1661212800000,2022-08-23,C98BRL,2.09,2.15,1.99,2.083,11772.6,24289.6739,82
1661126400000,2022-08-22,C98BRL,2.272,2.272,2.002,2.077,151870.2,321151.462,215
1661040000000,2022-08-21,C98BRL,2.173,2.412,2.103,2.24,594836.4,1378964.9076,396
1660953600000,2022-08-20,C98BRL,2.1,2.3,2.047,2.148,343213.2,723053.9077,197
1660867200000,2022-08-19,C98BRL,2.27,2.298,2.043,2.115,17923.7,38339.9597,158
1660780800000,2022-08-18,C98BRL,2.467,2.517,2.251,2.262,16516.7,39563.3333,130
1660694400000,2022-08-17,C98BRL,2.61,2.69,2.42,2.444,43696.7,111705.515,239
1660608000000,2022-08-16,C98BRL,2.67,2.72,2.6,2.6,13834.1,36545.489,110
1660521600000,2022-08-15,C98BRL,2.76,2.81,2.64,2.66,38234.6,104962.522,147
1660435200000,2022-08-14,C98BRL,2.82,2.94,2.69,2.69,1916237.4,5467946.157,772
1660348800000,2022-08-13,C98BRL,2.84,2.88,2.8,2.85,7332.4,20820.854,50
1660262400000,2022-08-12,C98BRL,2.84,2.87,2.77,2.85,45805.8,128823.035,132
1660176000000,2022-08-11,C98BRL,2.8,2.92,2.75,2.84,75307.9,213328.526,208
1660089600000,2022-08-10,C98BRL,2.69,2.82,2.66,2.79,22728.4,62863.643,122
1660003200000,2022-08-09,C98BRL,2.97,2.99,2.63,2.63,64232.6,178620.171,252
1659916800000,2022-08-08,C98BRL,3.07,3.12,2.9,2.98,31650.3,95054.707,196
1659830400000,2022-08-07,C98BRL,3.0,3.1,2.91,3.07,17136.0,51925.613,132
1659744000000,2022-08-06,C98BRL,3.1,3.14,2.95,2.95,10007.3,30560.885,86
1659657600000,2022-08-05,C98BRL,2.97,3.31,2.86,3.05,437586.3,1311842.853,612
1659571200000,2022-08-04,C98BRL,2.53,3.1,2.53,2.97,162544.1,460836.176,590
1659484800000,2022-08-03,C98BRL,2.5,2.64,2.44,2.53,60371.9,154476.273,251
1659398400000,2022-08-02,C98BRL,2.59,2.61,2.42,2.54,50897.6,129022.304,176
1659312000000,2022-08-01,C98BRL,2.62,2.75,2.52,2.54,40293.6,106099.836,211
1659225600000,2022-07-31,C98BRL,2.67,2.82,2.62,2.62,41818.6,114159.864,193
1659139200000,2022-07-30,C98BRL,2.6,2.85,2.56,2.67,50594.4,137796.133,269
1659052800000,2022-07-29,C98BRL,2.6,2.7,2.48,2.62,74787.4,196774.338,262
1658966400000,2022-07-28,C98BRL,2.48,2.62,2.42,2.6,51055.0,128918.208,237
1658880000000,2022-07-27,C98BRL,2.35,2.47,2.28,2.47,70427.8,167215.485,199
1658793600000,2022-07-26,C98BRL,2.39,2.39,2.23,2.33,553588.6,1275850.38,285
