Unix,Date,Symbol,Open,High,Low,Close,Volume LTC,Volume BRL,tradecount
1676592000000,2023-02-17,LTCBRL,515.5,527.7,512.8,520.7,1341.759,699711.8811,1445
1676505600000,2023-02-16,LTCBRL,533.8,550.0,514.4,515.6,2479.829,1316143.8135,1932
1676419200000,2023-02-15,LTCBRL,499.1,536.0,492.7,534.2,2381.737,1225917.4784,1756
1676332800000,2023-02-14,LTCBRL,474.0,501.5,469.2,499.5,1695.751,825641.9696,1373
1676246400000,2023-02-13,LTCBRL,488.2,501.0,459.6,474.6,2136.939,1019798.2341,1478
1676160000000,2023-02-12,LTCBRL,496.8,497.5,478.9,488.0,1122.639,551697.5249,897
1676073600000,2023-02-11,LTCBRL,489.8,498.6,488.0,496.2,978.032,481924.6256,847
1675987200000,2023-02-10,LTCBRL,487.5,495.2,481.8,491.1,1297.8,633752.2493,1141
1675900800000,2023-02-09,LTCBRL,517.2,519.3,479.5,489.2,2156.396,1076164.9027,1571
1675814400000,2023-02-08,LTCBRL,525.1,531.2,508.8,518.5,1965.953,1018686.8608,1004
1675728000000,2023-02-07,LTCBRL,499.1,527.5,497.6,524.9,1504.827,776957.4139,1109
1675641600000,2023-02-06,LTCBRL,502.1,511.5,493.0,498.1,1566.459,789014.7735,1035
1675555200000,2023-02-05,LTCBRL,508.7,510.7,493.0,502.1,912.332,459066.3935,686
1675468800000,2023-02-04,LTCBRL,515.8,520.4,507.0,509.1,1112.966,570803.3209,807
1675382400000,2023-02-03,LTCBRL,500.8,517.5,497.0,514.4,2066.009,1046694.9857,1239
1675296000000,2023-02-02,LTCBRL,510.1,518.7,494.0,500.1,1559.318,787486.857,1383
1675209600000,2023-02-01,LTCBRL,480.6,521.2,478.9,510.1,1911.556,943805.3034,1239
1675123200000,2023-01-31,LTCBRL,470.0,494.2,470.0,480.6,2032.714,980620.6033,1094
1675036800000,2023-01-30,LTCBRL,485.7,490.9,456.5,468.9,2874.529,1354647.7303,1396
1674950400000,2023-01-29,LTCBRL,462.0,500.0,461.0,485.7,1908.409,929080.0628,1215
1674864000000,2023-01-28,LTCBRL,456.9,461.9,447.2,461.0,1100.556,499293.3098,792
1674777600000,2023-01-27,LTCBRL,446.6,458.8,439.2,456.5,1240.363,557143.0057,892
1674691200000,2023-01-26,LTCBRL,457.3,460.7,443.7,446.8,1311.731,593527.818,1060
1674604800000,2023-01-25,LTCBRL,450.9,468.9,443.5,456.8,1638.327,741926.6078,1098
1674518400000,2023-01-24,LTCBRL,468.7,475.5,447.8,451.4,1424.633,663433.2286,1037
1674432000000,2023-01-23,LTCBRL,457.7,486.0,457.0,470.1,1396.01,655594.5299,935
1674345600000,2023-01-22,LTCBRL,459.0,469.0,452.4,457.9,687.254,316992.3818,674
1674259200000,2023-01-21,LTCBRL,470.4,476.0,458.4,458.4,903.714,422561.1836,744
1674172800000,2023-01-20,LTCBRL,438.3,474.3,432.6,471.5,1517.495,684579.4476,960
1674086400000,2023-01-19,LTCBRL,430.0,440.8,428.4,438.8,904.833,393746.9031,599
1674000000000,2023-01-18,LTCBRL,448.4,454.6,425.0,430.0,1169.804,515855.7485,791
1673913600000,2023-01-17,LTCBRL,443.1,459.6,437.5,448.1,1049.981,470358.135,735
1673827200000,2023-01-16,LTCBRL,448.2,456.7,432.0,443.1,1230.041,548379.6415,780
1673740800000,2023-01-15,LTCBRL,451.8,455.4,438.4,449.1,1469.509,658097.3716,761
1673654400000,2023-01-14,LTCBRL,442.5,466.4,441.1,450.2,2226.013,1008159.3768,1323
1673568000000,2023-01-13,LTCBRL,446.1,451.3,429.5,443.1,1712.686,748780.5795,1129
1673481600000,2023-01-12,LTCBRL,437.5,455.9,424.2,445.7,2274.195,992778.695,1230
1673395200000,2023-01-11,LTCBRL,423.4,442.0,420.0,438.2,1729.374,739928.921,1017
1673308800000,2023-01-10,LTCBRL,431.5,437.1,420.5,424.2,2163.936,922029.092,1125
1673222400000,2023-01-09,LTCBRL,417.0,444.4,416.4,431.4,2706.64,1174801.1625,1401
1673136000000,2023-01-08,LTCBRL,404.9,419.0,398.5,417.2,931.777,377866.1564,540
1673049600000,2023-01-07,LTCBRL,400.8,406.6,399.4,404.7,630.221,254010.9163,468
1672963200000,2023-01-06,LTCBRL,399.9,406.2,390.0,400.9,2330.862,925844.3557,977
1672876800000,2023-01-05,LTCBRL,409.5,413.3,398.3,398.9,1586.627,640748.1966,830
1672790400000,2023-01-04,LTCBRL,407.9,420.5,403.1,409.1,1912.189,787342.8641,952
1672704000000,2023-01-03,LTCBRL,397.5,410.5,395.9,409.7,1476.607,594143.8489,867
1672617600000,2023-01-02,LTCBRL,376.3,413.9,372.3,398.0,3887.326,1542067.9759,1736
1672531200000,2023-01-01,LTCBRL,373.8,380.5,366.9,376.1,1747.357,654138.9398,804
1672444800000,2022-12-31,LTCBRL,362.9,379.1,361.3,372.7,2167.97,802027.3132,1162
1672358400000,2022-12-30,LTCBRL,354.4,366.5,352.2,363.1,2407.638,862013.0982,1289
1672272000000,2022-12-29,LTCBRL,351.8,357.8,347.8,354.3,2451.508,864500.0668,1316
1672185600000,2022-12-28,LTCBRL,363.9,368.0,349.9,351.7,2481.843,887870.8785,1375
