Unix,Date,Symbol,Open,High,Low,Close,Volume LTC,Volume BRL,tradecount
1672099200000,2022-12-27,LTCBRL,369.7,373.6,359.3,364.2,2486.632,912142.8748,1527
1672012800000,2022-12-26,LTCBRL,358.5,371.0,356.0,369.6,2251.16,823185.611,1170
1671926400000,2022-12-25,LTCBRL,340.7,360.8,338.4,358.1,1400.939,486035.2117,666
1671840000000,2022-12-24,LTCBRL,341.0,342.6,336.8,340.4,887.051,301845.5346,573
1671753600000,2022-12-23,LTCBRL,346.2,347.8,337.6,340.5,1531.759,523513.2299,737
1671667200000,2022-12-22,LTCBRL,342.4,349.5,335.7,345.5,1858.553,635293.7039,946
1671580800000,2022-12-21,LTCBRL,344.7,350.0,338.8,341.9,1723.947,592136.4391,889
1671494400000,2022-12-20,LTCBRL,337.3,348.0,336.2,344.0,2927.752,1002674.5122,1417
1671408000000,2022-12-19,LTCBRL,341.1,343.8,325.2,337.7,1184.869,396053.6976,783
1671321600000,2022-12-18,LTCBRL,344.0,349.0,335.1,340.7,962.959,328354.9967,676
1671235200000,2022-12-17,LTCBRL,352.3,360.0,333.0,344.4,1777.848,609771.0481,1005
1671148800000,2022-12-16,LTCBRL,384.4,388.1,346.7,353.0,2577.011,932241.8091,1200
1671062400000,2022-12-15,LTCBRL,395.8,395.8,383.0,383.4,2043.463,797895.0026,1189
1670976000000,2022-12-14,LTCBRL,405.7,419.0,394.0,395.9,2052.103,835254.4032,1195
1670889600000,2022-12-13,LTCBRL,400.2,417.5,390.9,405.7,2469.289,1001164.5697,1238
1670803200000,2022-12-12,LTCBRL,401.5,403.1,386.8,400.2,1637.9,648262.9686,726
1670716800000,2022-12-11,LTCBRL,400.6,410.4,400.4,400.8,721.763,292700.3169,570
1670630400000,2022-12-10,LTCBRL,400.7,405.3,398.0,399.9,648.825,260147.6626,470
1670544000000,2022-12-09,LTCBRL,409.9,412.4,398.3,401.0,1158.115,469363.6346,733
1670457600000,2022-12-08,LTCBRL,403.8,411.6,390.1,411.0,1512.909,602695.5778,889
1670371200000,2022-12-07,LTCBRL,419.7,423.7,399.0,404.4,1349.033,550429.0189,831
1670284800000,2022-12-06,LTCBRL,421.4,430.0,411.0,420.3,1589.716,666736.4478,889
1670198400000,2022-12-05,LTCBRL,402.6,443.1,401.6,422.6,3677.315,1568927.4537,1279
1670112000000,2022-12-04,LTCBRL,401.6,406.0,394.8,403.4,1371.223,548661.6751,715
1670025600000,2022-12-03,LTCBRL,406.4,408.4,396.4,400.7,1189.411,477586.7402,639
1669939200000,2022-12-02,LTCBRL,404.9,409.6,393.8,406.4,1220.745,489907.2305,649
1669852800000,2022-12-01,LTCBRL,415.0,422.0,399.8,403.9,1599.616,650848.3198,829
1669766400000,2022-11-30,LTCBRL,404.9,427.8,402.2,415.2,2462.037,1025577.4204,1092
1669680000000,2022-11-29,LTCBRL,398.3,416.5,396.5,404.3,2062.422,842367.9445,976
1669593600000,2022-11-28,LTCBRL,405.0,405.9,380.2,398.0,1088.398,428546.9184,750
1669507200000,2022-11-27,LTCBRL,414.2,426.1,400.0,402.9,3466.809,1439042.1904,937
1669420800000,2022-11-26,LTCBRL,400.7,429.3,397.5,411.3,4408.807,1832020.6404,1215
1669334400000,2022-11-25,LTCBRL,422.2,427.3,396.3,400.1,3764.556,1542056.3221,1243
1669248000000,2022-11-24,LTCBRL,424.1,426.5,401.9,423.2,4227.384,1762098.2989,1170
1669161600000,2022-11-23,LTCBRL,380.2,447.2,340.0,424.9,9573.698,4006555.6743,2413
1669075200000,2022-11-22,LTCBRL,327.5,380.8,326.5,380.6,5115.97,1846398.3189,1638
1668988800000,2022-11-21,LTCBRL,334.6,343.4,318.9,327.1,6533.179,2176984.3086,1309
1668902400000,2022-11-20,LTCBRL,345.9,350.1,327.0,335.5,3266.067,1095426.7769,672
1668816000000,2022-11-19,LTCBRL,336.8,348.0,330.6,344.9,1708.038,582121.1873,683
1668729600000,2022-11-18,LTCBRL,336.4,342.1,331.3,336.7,1761.138,593576.1436,806
1668643200000,2022-11-17,LTCBRL,308.1,340.4,305.8,337.0,3424.451,1105722.3069,1126
1668556800000,2022-11-16,LTCBRL,305.7,316.0,302.0,307.3,2940.082,903705.2252,846
1668470400000,2022-11-15,LTCBRL,299.9,314.0,299.4,305.7,2397.6,734122.5849,842
1668384000000,2022-11-14,LTCBRL,298.8,311.4,280.9,299.8,8690.216,2602122.2077,2219
1668297600000,2022-11-13,LTCBRL,316.2,317.5,292.8,299.5,3210.089,967091.9501,1046
1668211200000,2022-11-12,LTCBRL,327.0,327.6,307.8,315.1,3152.416,1003500.2357,1136
1668124800000,2022-11-11,LTCBRL,323.9,344.6,313.7,326.1,4927.451,1621518.6294,1779
1668038400000,2022-11-10,LTCBRL,267.1,328.8,265.1,324.6,4764.453,1449442.631,1908
1667952000000,2022-11-09,LTCBRL,302.2,325.0,252.7,267.5,12692.493,3880918.0906,2733
1667865600000,2022-11-08,LTCBRL,349.4,356.0,287.8,302.2,13588.439,4525543.648,3810
1667779200000,2022-11-07,LTCBRL,348.7,373.2,345.0,350.7,12769.685,4560224.9626,3209
1667692800000,2022-11-06,LTCBRL,352.0,359.6,344.9,348.0,5178.5,1834373.4966,1523
1667606400000,2022-11-05,LTCBRL,344.0,365.0,341.5,352.7,7884.752,2793304.9596,1927
1667520000000,2022-11-04,LTCBRL,319.4,355.5,317.7,344.0,4247.247,1446139.4767,1628
1667433600000,2022-11-03,LTCBRL,314.6,335.5,312.5,319.3,4237.618,1365894.0416,1588
1667347200000,2022-11-02,LTCBRL,284.9,325.0,283.9,315.2,9229.915,2866117.5074,2092
1667260800000,2022-11-01,LTCBRL,287.0,292.3,281.8,285.3,2199.521,629184.6658,963
1667174400000,2022-10-31,LTCBRL,296.4,302.5,283.1,287.5,4285.756,1252613.0527,1042
1667088000000,2022-10-30,LTCBRL,300.0,304.0,291.8,296.4,1584.959,470851.1816,505
1667001600000,2022-10-29,LTCBRL,291.9,305.1,290.8,299.2,2690.047,804871.5877,790
1666915200000,2022-10-28,LTCBRL,291.5,296.6,285.0,291.6,2045.365,596642.4009,721
1666828800000,2022-10-27,LTCBRL,301.3,302.6,290.7,291.4,2379.365,703895.7068,697
1666742400000,2022-10-26,LTCBRL,295.6,304.6,293.4,300.8,2045.963,613310.2992,693
1666656000000,2022-10-25,LTCBRL,277.7,300.9,276.3,295.0,4407.634,1285039.3187,898
1666569600000,2022-10-24,LTCBRL,280.9,281.6,274.3,277.4,1760.847,489645.2686,711
1666483200000,2022-10-23,LTCBRL,272.0,280.8,270.0,280.8,1955.206,535229.276,519
1666396800000,2022-10-22,LTCBRL,268.5,273.4,267.3,272.0,1286.086,349391.62,478
1666310400000,2022-10-21,LTCBRL,268.9,269.9,263.2,268.5,1327.802,355757.6254,589
1666224000000,2022-10-20,LTCBRL,270.5,275.6,267.0,269.5,2723.674,740143.7104,657
1666137600000,2022-10-19,LTCBRL,274.0,274.2,268.8,270.5,3800.303,1035477.5184,764
1666051200000,2022-10-18,LTCBRL,274.3,275.4,268.0,273.7,3014.953,821500.5212,707
1665964800000,2022-10-17,LTCBRL,272.4,275.1,270.3,273.9,1356.445,370453.0934,587
1665878400000,2022-10-16,LTCBRL,268.6,274.6,268.6,272.5,1681.794,458255.3583,458
1665792000000,2022-10-15,LTCBRL,273.3,275.8,268.4,268.6,1503.2,408624.9965,565
1665705600000,2022-10-14,LTCBRL,269.2,276.5,268.3,273.4,2672.383,730792.4825,1278
1665619200000,2022-10-13,LTCBRL,275.6,277.2,259.0,269.2,3211.501,865094.1841,1522
1665532800000,2022-10-12,LTCBRL,275.9,280.3,273.6,276.1,1723.869,476855.6043,1035
1665446400000,2022-10-11,LTCBRL,274.7,276.6,267.7,275.4,2039.15,556273.7661,1244
1665360000000,2022-10-10,LTCBRL,282.5,285.3,274.3,274.8,2476.069,690739.1965,1359
1665273600000,2022-10-09,LTCBRL,276.8,283.1,275.9,283.0,1412.851,396177.9885,841
1665187200000,2022-10-08,LTCBRL,276.6,280.9,274.6,276.3,963.549,267929.6638,630
1665100800000,2022-10-07,LTCBRL,281.2,282.3,274.3,276.6,1586.995,441336.9931,599
1665014400000,2022-10-06,LTCBRL,285.1,287.0,280.4,280.9,1917.422,544045.9375,664
1664928000000,2022-10-05,LTCBRL,287.9,287.9,280.6,285.3,1451.776,411827.9326,590
1664841600000,2022-10-04,LTCBRL,281.5,290.0,279.9,287.9,1880.842,536809.1481,700
1664755200000,2022-10-03,LTCBRL,279.0,285.3,275.2,281.5,1491.285,417494.228,621
1664668800000,2022-10-02,LTCBRL,284.9,287.5,278.9,279.3,624.254,176707.5564,375
1664582400000,2022-10-01,LTCBRL,288.4,289.4,282.6,284.5,732.754,209877.0877,511
1664496000000,2022-09-30,LTCBRL,290.0,296.3,285.2,287.8,1579.758,457693.6434,612
1664409600000,2022-09-29,LTCBRL,285.5,290.4,281.6,289.8,1112.724,319187.6798,548
1664323200000,2022-09-28,LTCBRL,281.8,287.3,274.2,284.8,1217.683,344471.368,538
1664236800000,2022-09-27,LTCBRL,284.4,295.0,277.5,281.7,1831.906,523844.6515,774
1664150400000,2022-09-26,LTCBRL,274.5,285.0,250.0,284.0,2599.971,729000.4005,830
1664064000000,2022-09-25,LTCBRL,279.5,283.8,273.6,274.0,1143.428,320895.2723,521
1663977600000,2022-09-24,LTCBRL,287.9,291.2,278.3,279.6,1166.445,334442.8571,606
1663891200000,2022-09-23,LTCBRL,275.8,289.5,268.8,288.7,1473.606,413391.993,661
1663804800000,2022-09-22,LTCBRL,266.1,278.8,263.5,275.2,990.344,271022.9565,540
1663718400000,2022-09-21,LTCBRL,270.5,286.0,261.8,266.8,1482.073,406784.6663,722
1663632000000,2022-09-20,LTCBRL,275.8,278.8,265.4,270.5,1843.456,499294.2772,756
1663545600000,2022-09-19,LTCBRL,279.4,283.7,265.4,275.1,2412.762,656675.8225,868
1663459200000,2022-09-18,LTCBRL,303.5,303.5,276.6,277.9,1133.111,332009.9442,557
1663372800000,2022-09-17,LTCBRL,294.9,307.7,294.1,304.8,1395.491,420938.3682,576
1663286400000,2022-09-16,LTCBRL,296.8,299.0,289.1,294.9,1436.071,422379.0134,723
1663200000000,2022-09-15,LTCBRL,311.7,315.1,294.4,296.8,1881.478,572421.4739,898
1663113600000,2022-09-14,LTCBRL,307.9,316.9,304.4,312.2,1662.681,517219.7337,764
1663027200000,2022-09-13,LTCBRL,311.1,343.9,304.0,307.9,3717.147,1196552.76,1452
1662940800000,2022-09-12,LTCBRL,321.3,326.0,308.3,312.9,3108.252,983310.1471,999
1662854400000,2022-09-11,LTCBRL,327.5,333.3,317.8,321.4,1238.542,403014.8611,673
1662768000000,2022-09-10,LTCBRL,315.7,335.0,313.2,327.5,1846.893,602993.0406,975
1662681600000,2022-09-09,LTCBRL,302.8,320.9,301.0,316.1,2098.943,658772.3282,948
1662595200000,2022-09-08,LTCBRL,301.2,306.0,294.0,302.9,1653.421,495266.7806,759
1662508800000,2022-09-07,LTCBRL,284.5,305.9,279.4,300.9,2499.108,724788.8598,875
1662422400000,2022-09-06,LTCBRL,312.7,324.2,284.1,284.8,3308.689,1006621.514,1294
1662336000000,2022-09-05,LTCBRL,316.4,320.0,307.3,312.4,1875.179,585707.0476,784
1662249600000,2022-09-04,LTCBRL,311.3,317.1,305.0,316.5,1357.8,421804.0434,638
1662163200000,2022-09-03,LTCBRL,315.5,323.1,310.0,312.8,1582.886,499544.3392,728
1662076800000,2022-09-02,LTCBRL,301.3,323.9,296.0,316.5,3228.684,1002407.2369,1290
1661990400000,2022-09-01,LTCBRL,278.2,302.4,275.8,301.5,2861.07,832567.7877,1039
1661904000000,2022-08-31,LTCBRL,273.3,285.0,273.3,278.0,1701.038,476398.6057,734
1661817600000,2022-08-30,LTCBRL,282.0,283.5,265.5,272.6,2075.342,572465.6449,771
1661731200000,2022-08-29,LTCBRL,273.5,288.6,269.0,281.9,2245.065,626998.8033,802
1661644800000,2022-08-28,LTCBRL,269.9,285.8,268.2,273.4,2656.402,734574.3293,681
1661558400000,2022-08-27,LTCBRL,268.2,272.9,265.0,271.1,1956.296,526391.09,688
1661472000000,2022-08-26,LTCBRL,291.0,297.0,266.5,268.1,1669.26,472164.1887,752
1661385600000,2022-08-25,LTCBRL,289.9,294.5,286.5,291.5,1580.786,460382.858,572
1661299200000,2022-08-24,LTCBRL,293.1,294.8,286.0,289.9,1559.29,454020.7319,585
1661212800000,2022-08-23,LTCBRL,296.5,298.3,280.0,292.7,1261.053,369294.8485,580
1661126400000,2022-08-22,LTCBRL,289.0,298.1,273.2,297.0,1643.206,476931.1038,649
1661040000000,2022-08-21,LTCBRL,282.6,291.6,281.5,289.8,856.081,245859.0998,437
1660953600000,2022-08-20,LTCBRL,282.0,289.8,275.6,282.6,1122.966,319790.3793,523
1660867200000,2022-08-19,LTCBRL,312.7,313.5,278.2,281.9,1859.96,541247.3906,835
1660780800000,2022-08-18,LTCBRL,313.2,320.0,309.3,312.0,1383.417,437057.408,620
1660694400000,2022-08-17,LTCBRL,318.0,333.0,311.2,313.7,2098.397,669510.8215,758
1660608000000,2022-08-16,LTCBRL,309.4,317.9,306.9,316.2,1533.178,480816.3579,668
1660521600000,2022-08-15,LTCBRL,322.7,332.0,305.5,311.4,1842.96,582171.8731,773
1660435200000,2022-08-14,LTCBRL,325.9,335.0,319.4,322.8,2197.341,718648.2586,699
1660348800000,2022-08-13,LTCBRL,320.1,334.6,319.1,325.5,1918.541,626245.1399,644
1660262400000,2022-08-12,LTCBRL,319.5,321.5,305.0,319.8,1437.126,454915.7546,646
1660176000000,2022-08-11,LTCBRL,314.4,324.0,313.0,319.8,1438.551,460443.45,612
1660089600000,2022-08-10,LTCBRL,304.2,317.0,297.0,314.9,2304.254,710869.7995,812
1660003200000,2022-08-09,LTCBRL,321.7,322.6,301.1,305.0,2095.913,645874.4913,824
1659916800000,2022-08-08,LTCBRL,317.5,330.3,315.6,322.0,1813.888,588378.6551,779
1659830400000,2022-08-07,LTCBRL,315.6,321.6,311.7,317.2,971.378,308712.812,507
1659744000000,2022-08-06,LTCBRL,324.6,324.6,314.9,316.4,990.839,316170.1211,461
1659657600000,2022-08-05,LTCBRL,313.7,326.4,313.6,324.5,1548.2,495027.7184,651
1659571200000,2022-08-04,LTCBRL,306.6,319.8,306.0,313.1,1336.859,416880.5298,631
1659484800000,2022-08-03,LTCBRL,307.7,318.6,300.7,306.6,1666.435,520327.2602,708
1659398400000,2022-08-02,LTCBRL,309.3,313.9,294.7,307.9,1465.228,446857.5256,659
1659312000000,2022-08-01,LTCBRL,310.8,315.7,303.1,309.9,1377.42,424316.0244,694
1659225600000,2022-07-31,LTCBRL,317.0,327.9,311.5,312.3,1344.677,431102.0199,529
1659139200000,2022-07-30,LTCBRL,317.7,333.5,312.7,315.2,1415.638,459176.6692,710
1659052800000,2022-07-29,LTCBRL,330.3,335.5,310.0,315.0,1528.485,491752.4244,776
1658966400000,2022-07-28,LTCBRL,310.6,335.0,304.8,330.9,1765.468,568656.9522,866
1658880000000,2022-07-27,LTCBRL,290.3,311.3,285.2,311.3,1221.255,363919.5217,752
1658793600000,2022-07-26,LTCBRL,291.6,292.5,279.6,290.6,1612.27,460425.6706,1061
1658707200000,2022-07-25,LTCBRL,321.9,323.7,291.6,291.7,2213.062,677836.1836,910
1658620800000,2022-07-24,LTCBRL,311.1,328.6,311.1,321.4,1580.199,508223.067,555
1658534400000,2022-07-23,LTCBRL,309.0,315.4,301.3,311.6,1405.631,432669.3628,531
1658448000000,2022-07-22,LTCBRL,318.4,324.7,307.1,310.0,1350.93,426695.0501,570
1658361600000,2022-07-21,LTCBRL,314.2,323.1,303.3,319.3,1536.525,481521.4464,663
1658275200000,2022-07-20,LTCBRL,314.0,336.4,309.5,313.5,2463.1,785262.4931,931
1658188800000,2022-07-19,LTCBRL,317.6,323.4,304.0,314.7,2298.097,718978.562,854
1658102400000,2022-07-18,LTCBRL,300.0,319.2,300.0,318.9,2258.719,701827.3815,772
1658016000000,2022-07-17,LTCBRL,299.6,309.3,295.6,302.0,1793.423,539342.6359,574
1657929600000,2022-07-16,LTCBRL,281.3,301.1,278.0,299.2,1540.83,446548.946,622
1657843200000,2022-07-15,LTCBRL,279.6,286.5,275.1,281.3,1415.06,396768.5521,530
1657756800000,2022-07-14,LTCBRL,268.3,282.0,260.1,278.7,2729.761,736065.761,690
1657670400000,2022-07-13,LTCBRL,258.8,269.3,254.0,268.8,2001.574,523038.4185,645
1657584000000,2022-07-12,LTCBRL,263.1,266.4,257.5,258.9,1889.337,495690.6265,677
1657497600000,2022-07-11,LTCBRL,275.4,276.6,261.0,263.2,2128.889,576675.4446,732
1657411200000,2022-07-10,LTCBRL,287.6,291.4,268.7,276.1,2002.472,561415.6057,618
1657324800000,2022-07-09,LTCBRL,273.0,290.3,272.0,286.9,2352.402,655090.9954,584
1657238400000,2022-07-08,LTCBRL,279.6,289.5,271.0,271.4,2973.422,827457.9476,901
1657152000000,2022-07-07,LTCBRL,273.0,282.4,269.4,280.0,3086.054,850968.0207,857
1657065600000,2022-07-06,LTCBRL,268.9,276.1,263.9,273.4,2165.211,588541.0683,731
1656979200000,2022-07-05,LTCBRL,278.8,280.0,258.0,267.7,2631.354,705803.4128,951
1656892800000,2022-07-04,LTCBRL,271.9,279.7,265.7,278.7,1808.131,494343.6675,779
1656806400000,2022-07-03,LTCBRL,269.6,278.2,262.5,271.6,1227.661,330393.3154,439
1656720000000,2022-07-02,LTCBRL,272.3,274.5,266.3,268.9,1240.615,334504.0042,397
1656633600000,2022-07-01,LTCBRL,284.0,294.1,264.3,272.1,2022.396,557398.4215,1169
1656547200000,2022-06-30,LTCBRL,280.5,284.3,263.0,283.2,1451.46,393134.6077,557
1656460800000,2022-06-29,LTCBRL,277.6,283.8,270.9,278.7,1095.508,304142.0376,473
1656374400000,2022-06-28,LTCBRL,292.2,297.9,277.9,277.9,1338.58,385874.6002,571
1656288000000,2022-06-27,LTCBRL,298.0,307.9,288.6,292.3,1351.183,401308.3415,579
1656201600000,2022-06-26,LTCBRL,308.0,316.6,298.0,298.0,1271.303,390377.7387,443
1656115200000,2022-06-25,LTCBRL,293.3,313.3,287.4,308.0,2112.762,631678.7976,718
1656028800000,2022-06-24,LTCBRL,293.5,300.5,286.0,292.3,2382.068,698009.9642,833
1655942400000,2022-06-23,LTCBRL,272.5,297.0,271.8,292.5,2800.257,800479.5473,908
1655856000000,2022-06-22,LTCBRL,275.6,276.4,261.0,272.6,1888.705,509781.5417,736
1655769600000,2022-06-21,LTCBRL,273.0,286.7,269.4,276.1,2864.225,792954.7111,1033
1655683200000,2022-06-20,LTCBRL,282.4,282.9,266.0,273.7,3256.973,886500.7277,1078
1655596800000,2022-06-19,LTCBRL,244.5,291.4,232.7,281.2,6656.524,1760454.4216,1926
1655510400000,2022-06-18,LTCBRL,246.1,250.0,215.4,244.3,3727.238,879447.6317,1070
1655424000000,2022-06-17,LTCBRL,228.6,250.4,228.6,246.2,3099.343,743462.7529,920
1655337600000,2022-06-16,LTCBRL,257.7,260.0,226.3,229.0,3359.166,800367.3415,1031
1655251200000,2022-06-15,LTCBRL,238.9,258.7,216.4,257.7,5864.14,1382801.4622,1617
1655164800000,2022-06-14,LTCBRL,222.1,240.0,208.8,239.5,4473.589,1032077.8864,1430
1655078400000,2022-06-13,LTCBRL,241.7,243.0,211.5,224.1,3796.64304,846068.5948056,1316
1654992000000,2022-06-12,LTCBRL,261.9,264.5,240.0,244.2,1951.152,494562.8075,780
1654905600000,2022-06-11,LTCBRL,284.1,289.3,260.0,261.3,2215.93,607445.891047,983
1654819200000,2022-06-10,LTCBRL,296.1,297.5,278.6,284.1,2081.627,600166.4672,988
1654732800000,2022-06-09,LTCBRL,301.5,306.2,292.8,296.6,2346.776,704444.7512,1009
1654646400000,2022-06-08,LTCBRL,311.6,313.6,299.8,302.1,1802.178,550383.3311,933
1654560000000,2022-06-07,LTCBRL,310.0,319.0,290.1,311.6,2149.741,654172.4936,1176
1654473600000,2022-06-06,LTCBRL,303.6,318.0,303.2,310.2,1873.911,582469.829,971
1654387200000,2022-06-05,LTCBRL,306.5,307.4,297.3,305.0,1294.334,392273.4155,695
1654300800000,2022-06-04,LTCBRL,300.8,309.0,294.8,306.8,1079.779,326582.3154,659
1654214400000,2022-06-03,LTCBRL,310.6,312.6,295.7,301.0,1806.582,545325.8607,946
1654128000000,2022-06-02,LTCBRL,303.9,312.1,300.0,310.5,1849.203,565714.0761,873
1654041600000,2022-06-01,LTCBRL,326.5,335.4,299.0,303.9,1981.638,628439.2408,1045
1653955200000,2022-05-31,LTCBRL,330.6,333.3,315.7,325.1,2260.332,736605.4862,1072
1653868800000,2022-05-30,LTCBRL,303.1,332.7,301.4,330.6,1610.575,512105.8999,954
1653782400000,2022-05-29,LTCBRL,300.9,306.7,295.2,303.5,837.537,252863.5551,560
1653696000000,2022-05-28,LTCBRL,292.2,304.8,291.9,301.2,1000.485,300367.761,682
1653609600000,2022-05-27,LTCBRL,305.6,308.2,290.4,292.3,1429.918,427042.344,895
1653523200000,2022-05-26,LTCBRL,330.1,333.8,294.2,305.1,1744.576,546256.9515,980
1653436800000,2022-05-25,LTCBRL,339.5,346.5,329.7,331.1,1612.831,539965.4598,934
1653350400000,2022-05-24,LTCBRL,335.6,343.0,323.9,340.7,2265.286,760146.4199,1011
1653264000000,2022-05-23,LTCBRL,351.3,361.6,332.1,334.6,2480.301,859460.5111,1143
1653177600000,2022-05-22,LTCBRL,344.0,356.1,341.8,352.8,1031.446,361195.7846,720
1653091200000,2022-05-21,LTCBRL,335.5,347.0,332.7,343.4,1016.485,347976.7318,650
1653004800000,2022-05-20,LTCBRL,355.6,363.1,327.4,336.9,1779.344,608120.7599,1044
1652918400000,2022-05-19,LTCBRL,331.2,358.1,324.4,357.6,1323.185,457621.6298,776
1652832000000,2022-05-18,LTCBRL,363.2,368.2,329.2,329.3,2580.093,896919.0086,1144
1652745600000,2022-05-17,LTCBRL,343.5,367.0,341.8,362.9,2568.401,918313.9958,1185
1652659200000,2022-05-16,LTCBRL,364.5,364.5,333.0,342.4,2418.056,830717.742,1138
1652572800000,2022-05-15,LTCBRL,351.3,366.1,336.5,364.6,1480.569,519918.8934,910
1652486400000,2022-05-14,LTCBRL,346.4,357.3,329.3,352.0,1731.531,593833.8099,990
1652400000000,2022-05-13,LTCBRL,332.4,378.7,328.4,345.3,3518.201,1259579.6307,1731
1652313600000,2022-05-12,LTCBRL,344.5,361.2,272.5,333.6,5465.441,1728821.7758,2670
1652227200000,2022-05-11,LTCBRL,414.8,427.9,336.3,343.7,5611.52931,2126858.7815101,2473
1652140800000,2022-05-10,LTCBRL,401.9,438.8,383.4,414.8,2178.8842,903712.258828,1295
1652054400000,2022-05-09,LTCBRL,481.9,487.0,392.2,396.8,2113.44,915316.3125,1417
1651968000000,2022-05-08,LTCBRL,482.9,491.3,469.0,481.4,1532.852,736072.504,859
1651881600000,2022-05-07,LTCBRL,493.6,497.0,476.0,484.1,1097.006,538551.5706,954
1651795200000,2022-05-06,LTCBRL,490.1,497.1,476.2,494.4,1247.028,608865.3384,1029
1651708800000,2022-05-05,LTCBRL,525.0,526.9,478.8,490.1,1919.707,959100.2289,1181
1651622400000,2022-05-04,LTCBRL,496.4,528.5,493.7,524.1,1788.8,920720.1577,1252
1651536000000,2022-05-03,LTCBRL,511.4,513.6,487.3,496.2,1688.63,848202.2832,1113
1651449600000,2022-05-02,LTCBRL,496.8,518.2,491.7,510.5,1983.757,999383.3543,1200
1651363200000,2022-05-01,LTCBRL,480.7,501.4,474.8,497.3,792.938,387899.9615,716
1651276800000,2022-04-30,LTCBRL,501.4,507.6,472.0,481.6,1384.055,689784.7929,947
1651190400000,2022-04-29,LTCBRL,513.4,518.4,490.7,502.0,1771.468,890239.304,1139
1651104000000,2022-04-28,LTCBRL,500.6,519.5,497.0,513.1,2173.294,1108367.0253,1071
1651017600000,2022-04-27,LTCBRL,494.5,511.0,492.6,501.0,1465.142,734803.2971,935
1650931200000,2022-04-26,LTCBRL,511.9,516.1,486.3,495.6,1182.988,596917.5693,938
1650844800000,2022-04-25,LTCBRL,507.1,514.3,477.3,512.1,1903.164,951086.6759,1071
1650758400000,2022-04-24,LTCBRL,508.4,510.9,500.5,505.8,989.236,501864.4425,697
1650672000000,2022-04-23,LTCBRL,508.6,517.5,505.6,508.6,1493.634,765841.6876,1019
1650585600000,2022-04-22,LTCBRL,497.5,519.6,496.0,508.3,1319.496,672669.6514,1070
1650499200000,2022-04-21,LTCBRL,521.2,533.2,492.2,498.4,1271.591,657096.9835,1020
1650412800000,2022-04-20,LTCBRL,534.3,535.9,513.6,521.5,1453.258,764588.2176,1194
1650326400000,2022-04-19,LTCBRL,521.2,536.5,517.3,535.0,1596.953,843588.3561,1340
1650240000000,2022-04-18,LTCBRL,516.6,522.5,499.1,520.5,1079.938,550133.2132,935
1650153600000,2022-04-17,LTCBRL,542.5,545.4,513.9,515.7,1176.363,632628.1356,690
1650067200000,2022-04-16,LTCBRL,526.4,544.5,522.7,543.1,1028.093,547220.1987,647
1649980800000,2022-04-15,LTCBRL,508.8,536.0,508.5,526.5,985.305,517147.7418,806
1649894400000,2022-04-14,LTCBRL,522.3,529.8,501.7,508.9,1439.196,736639.7367,1029
1649808000000,2022-04-13,LTCBRL,494.8,523.9,489.8,522.4,1402.507,716896.1919,1052
1649721600000,2022-04-12,LTCBRL,487.2,499.2,482.7,494.2,1556.336,763815.0034,1085
1649635200000,2022-04-11,LTCBRL,522.9,525.3,482.9,486.3,2395.594,1205269.7533,1649
1649548800000,2022-04-10,LTCBRL,534.4,542.8,523.0,523.0,1775.013,947448.4971,1026
1649462400000,2022-04-09,LTCBRL,524.1,535.8,522.4,534.6,1487.258,787051.2302,975
1649376000000,2022-04-08,LTCBRL,546.8,551.9,520.4,525.5,1413.3,764607.822,962
1649289600000,2022-04-07,LTCBRL,533.6,548.8,525.2,545.8,2312.001,1248707.4419,1285
1649203200000,2022-04-06,LTCBRL,575.8,577.3,529.9,531.7,3015.728,1658999.9013,1584
1649116800000,2022-04-05,LTCBRL,578.0,590.9,574.3,575.9,1811.948,1056481.0148,1141
1649030400000,2022-04-04,LTCBRL,605.7,605.8,564.9,579.0,2072.828,1205562.4988,1464
1648944000000,2022-04-03,LTCBRL,588.7,608.7,582.3,605.5,1344.902,801690.0078,1371
1648857600000,2022-04-02,LTCBRL,587.5,603.1,582.5,587.0,1390.498,824462.1757,1463
1648771200000,2022-04-01,LTCBRL,595.2,597.1,569.5,587.4,1888.999,1108463.4792,1727
1648684800000,2022-03-31,LTCBRL,630.7,639.0,578.8,593.0,3577.912,2176717.7043,2644
1648598400000,2022-03-30,LTCBRL,623.6,643.9,605.4,630.6,2668.886,1677880.0245,1500
1648512000000,2022-03-29,LTCBRL,611.8,630.1,609.0,624.3,1728.222,1072285.896,1216
1648425600000,2022-03-28,LTCBRL,616.3,641.4,608.4,611.4,2534.51,1587651.8296,1552
1648339200000,2022-03-27,LTCBRL,596.9,618.4,589.2,618.4,1191.779,718483.9076,1022
1648252800000,2022-03-26,LTCBRL,592.7,600.0,583.3,598.1,1178.934,698054.2818,843
1648166400000,2022-03-25,LTCBRL,612.0,616.7,585.0,593.0,2753.197,1653504.5277,1487
1648080000000,2022-03-24,LTCBRL,595.0,619.4,580.9,613.2,2937.555,1766529.1524,1817
1647993600000,2022-03-23,LTCBRL,607.6,616.3,582.4,595.0,2296.893,1364027.7231,1491
1647907200000,2022-03-22,LTCBRL,577.5,612.3,575.2,607.2,3988.384,2387095.7829,2013
1647820800000,2022-03-21,LTCBRL,581.2,588.8,564.5,577.5,2164.058,1249887.0606,1386
